rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
37,"spotify:track:7G8V8LiyyqwzSlsQLiaitN","Mc Lele JP, DJ Guh Mix","Toma Gostosona","Cria Hit BR",23,36,24,"2748601"
38,"spotify:track:7gx504HCEsTgxmyPNov5Lh","Zé Neto & Cristiano","Cadeira Cativa - Ao Vivo","Som Livre",38,-1,1,"2743183"
39,"spotify:track:3JojUdNlifAfB5J9dLvJ9H","Diego & Victor Hugo","Tubarões - Ao Vivo","Sony Music Entertainment",1,40,61,"2733470"
40,"spotify:track:1YyQcX3oM8YsMTKeYFpoKx","Clayton & Romário, Zé Neto & Cristiano","Não Namora - Ao Vivo","WM Brazil",40,66,6,"2643668"
41,"spotify:track:1JUmsSEfVwhdJCVBG83XGU","PEDRO SAMPAIO, Mc Gw, Mc Jhey, Mc Rodrigo do CN, MC Nito","SEQUÊNCIA FEITICEIRA","WM Brazil",2,37,33,"2591972"
42,"spotify:track:1I6TdHxz61Kf9EFje0dQvg","Luan Santana","OLHO MARROM - Ao Vivo em Lisboa","Sony Music Entertainment",25,54,29,"2553126"
43,"spotify:track:2a9WkloaIu64sryr4JTdTi","Panda, Gusttavo Lima, MJ Records","Calcinha de Renda - Ao Vivo","Sony Music Entertainment",11,53,20,"2528099"
44,"spotify:track:3RDv5uDgHJS8wBdPkoCXUF","2ZDinizz, Leborato, HHR","Beatriz","HHR Records",44,51,14,"2513253"
45,"spotify:track:4ksSf8cL3VlUvQSkFcRHy3","Henrique & Juliano","Até Você Voltar - Ao Vivo","Som Livre",45,88,54,"2503596"
46,"spotify:track:48SYVECjCIwWWsqogDHWVF","Luan Pereira, Panda","10 SEGUNDOS","Som Livre",25,45,7,"2490842"
47,"spotify:track:0b61A7v9agI08BG21jJPQ9","BTS","they don’t know ’bout us","BIGHIT MUSIC",19,41,4,"2481132"
48,"spotify:track:4B4Q7zfd0aHcuhQBfCRnH5","BTS","NORMAL","BIGHIT MUSIC",15,38,4,"2373920"
49,"spotify:track:2WYuivMCuOQbxhaatuWUCN","Mc Lele JP, MC Leozinho ZS, MC GH Original, MC Menor ZL, DJ GORDINHO DA VF, MC Meno K, MC PR","Vai Tomando Pock Pock","GRINGOS WORLD PRODUTORA",13,64,28,"2363133"
50,"spotify:track:5tg21NdePCn5m8F9BXOEeJ","BTS","Aliens","BIGHIT MUSIC",14,39,4,"2350916"
51,"spotify:track:2NKgvPdAy8FUC5p1l0YnKg","Guilherme & Benuto, Panda","Eu Duvido - Ao Vivo","Sony Music Entertainment",51,61,3,"2335061"
52,"spotify:track:2IFND3phjzIG1RcPnHh2hP","BTS","Like Animals","BIGHIT MUSIC",17,42,4,"2326482"
53,"spotify:track:0KmrKOdScRDVYwWS8hkkdv","BTS","FYA","BIGHIT MUSIC",13,43,4,"2325021"
54,"spotify:track:2YKc5o2kQ6e1Pch1DwpjkO","Matheus & Kauan, Lauana Prado","Admita - Ao Vivo","Universal Music Ltda (S&D)",50,50,12,"2299935"
55,"spotify:track:44CTudFZ0kbaIF9n0jk7oU","Matheus & Kauan, Ana Castela","Ilusão De Ótica - Ao Vivo","Universal Music Ltda (S&D)",11,52,64,"2271356"
56,"spotify:track:5L0d4gFfxGNITmevcFfHnA","NandaTsunami, Stick, Bvga Beatz, Torelli","P.I.T.T.Y. (Parecendo Uma Cafetina)","NandaTsunami",33,62,14,"2265029"
57,"spotify:track:6omKlm9PHL3w95NzNtVDZd","MC Tuto, DJ Oreia","Faz Parte De Mim","Universal Music Ltda.",10,55,10,"2245978"
58,"spotify:track:5puMdJT0vTBEnn0k0Cnah4","Filho do Piseiro","Raparigas","Elite Music",26,44,10,"2220682"
59,"spotify:track:1h0yBDChztCJRTqmI5U6ou","MORADA","É Tudo Sobre Você / Ser Mudado - Ao Vivo","Onimusic",46,48,58,"2212096"
60,"spotify:track:3xgrWGYrqZVL7aAvZTm2MA","Henrique & Juliano","Saudade De Quem Eu Sou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",11,46,57,"2200547"
61,"spotify:track:2ejSYn4SfoE07mXPlnYVED","Rafa e Junior, Hugo & Guilherme, DJ Ari SL","Ama Um Maloqueiro","Rafa e Junior",4,57,47,"2164840"
62,"spotify:track:65vJAh07BdwurqR9SRa6f8","Ferrugem, Sorriso Maroto","Apaguei Pra Todos - Ao Vivo","WM Brazil",17,68,104,"2149903"
63,"spotify:track:5jP9oqulg2Dz6yLwLYj5KO","Henrique & Juliano","Seja Ex (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",20,56,81,"2147936"
64,"spotify:track:035Q417M83JnP3wvSlyFEK","Julliany Souza","Quem É Esse? - Ao Vivo","Julliany Souza",53,63,57,"2140257"
65,"spotify:track:6niGCULksHzD0NHyX3zCuB","Marília Mendonça","Foi por Conveniência","Som Livre",65,69,16,"2120396"
66,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,47,85,"2095324"
67,"spotify:track:3VegC0PZiHjGxb80DER8XU","BTS","Merry Go Round","BIGHIT MUSIC",20,49,4,"2072824"
68,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,65,164,"2047545"
69,"spotify:track:1N19UVD4GRBFT6UrDaX6rk","Turma do Pagode, Grupo Menos É Mais","Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo)","Sony Music Entertainment",15,58,90,"2040346"
70,"spotify:track:3umoKiuIgHFDaboDpRn6BB","MC GP, MC Meno K, Aaron Modesto, MC RN do Capão, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc Negão Original","Semi Nua","Universal Music Ltda.",26,70,15,"2015883"
71,"spotify:track:0dNNhmOSnE6fOcXkNRO3uF","Simone Mendes","Direitos Iguais - Ao Vivo","Universal Music Ltda.",71,77,3,"2008999"
72,"spotify:track:5oI9blwsXC8AkTWw6wASY8","Matuê","Máquina do Tempo","Sony Music Entertainment",2,74,134,"2005537"
73,"spotify:track:2De1EHbIhepIVLHZ16bySE","Veigh, Supernova Ent","Talvez você precise de mim","Supernova Entertainment",17,72,42,"1954683"
74,"spotify:track:1ZNolq7VI7efGlh2hb2VVr","BTS","Into the Sun","BIGHIT MUSIC",36,67,4,"1936968"
75,"spotify:track:1XpVhaI4HzWrhRWIpdfyJB","BTS","Please","BIGHIT MUSIC",30,60,4,"1923892"
76,"spotify:track:6s3w7SUVtmm68Bw5KrKMh0","BTS","One More Night","BIGHIT MUSIC",27,59,4,"1922027"
77,"spotify:track:6Exec6nPRIwvAEu3N8pVnT","Felipe e Rodrigo","Dois Gumes (Ao Vivo)","MK Records",42,94,23,"1884505"
78,"spotify:track:5aMgTcyBPH90hWHhbNKTwR","Diego & Victor Hugo","Entregador de Flor - Ao Vivo em Brasília","Sony Music Entertainment",4,78,83,"1858963"
79,"spotify:track:4mWvUyxAax81We11pYY4up","Mc Iguinho Ct, Mc Negão Original, Aaron Modesto, Mc Dena, MC GP, MC Ryan SP, MC Willian, DJ Guh Mix, DU'L, MC RN do Capão, Marquinho no Beat","Semi Nua 2","Universal Music Ltda.",49,73,6,"1840405"
80,"spotify:track:7nVZlsK0RkoUWM9aZh3NBl","Felipe e Rodrigo","Podcast (Ao Vivo)","MK Records",80,91,3,"1835174"
81,"spotify:track:5Nj2UVsxXAvhfYNpcre3al","Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN","FAMOSINHA","BR MUSIC DIREITOS MUSICAIS LTDA.",1,75,48,"1824188"
82,"spotify:track:2rryVhIBu2bvOz96BjViVV","Panda, MJ Records","Corpo Nu - Ao Vivo","Sony Music Entertainment",73,86,5,"1822756"
83,"spotify:track:7MgQdSpQLrrobRreaqSUzP","Mc Lele JP, DJ Oreia, Mc DR, Gubeatz, MC Ryan SP, Mc Negão Original","Chatão","GRINGOS WORLD PRODUTORA",29,80,18,"1808786"
84,"spotify:track:6IFF888dQ0P6ilbj4kL6G8","Grupo Menos É Mais","Aquele Lugar - Ao Vivo","Som Livre",15,84,61,"1803970"
85,"spotify:track:7snQQk1zcKl8gZ92AnueZW","Guns N' Roses","Sweet Child O' Mine","Guns N Roses P&D",85,96,56,"1768045"
86,"spotify:track:3lJMJl6alsAqw5OiXOOdVi","Mc Livinho, Mc Pedrinho, Perera DJ, DJ JB Mix","Se Saudade Sentir (Se Prepara 3)","GR6 Music",86,-1,1,"1743174"
87,"spotify:track:6nNtdCNvY30m0PNejEIzdL","Fernando & Sorocaba, Hugo & Guilherme","Teus Segredos - Ao Vivo","F&S Producoes Artisticas",70,79,5,"1732357"
88,"spotify:track:2BwO5K8Q7EPAJSGze3AAh9","Sabrina Carpenter","Manchild","Island Records",52,85,22,"1725111"
89,"spotify:track:79nMK3bCPAzKd70WiHCv5S","Lauana Prado, Murilo Huff","Pra Você Lembrar De Mim - Ao Vivo","Universal Music Ltda.",81,81,10,"1704985"
90,"spotify:track:1wrA9K1P177mkPNt9BB2OZ","Jeninho, Mariana Fagundes","Peão Todo Tatuado","Beat Music",90,124,4,"1691391"
91,"spotify:track:3plyGpDgzfrnZbpElpfioV","BTS","No. 29","BIGHIT MUSIC",33,71,4,"1682763"
92,"spotify:track:7MnT7msJZg3XBAS0OTfGrB","Legião Urbana","Tempo Perdido","EMI Brazil",61,89,119,"1661565"
93,"spotify:track:2KGv51jgAz8OTjNPyRryfq","Jorge & Mateus","Pra Sempre Com Você - Ao Vivo","Som Livre",35,83,75,"1654058"
94,"spotify:track:0qZwqMsGSClyrKzbVbRto9","Diego & Arnaldo, Zé Neto & Cristiano","Vai Cair Água - Ao Vivo","Som Livre",21,87,37,"1645658"
95,"spotify:track:6QFCMUUq1T2Vf5sFUXcuQ7","Justin Bieber, Nicki Minaj","Beauty And A Beat","RBMG/Def Jam",95,-1,1,"1637367"
96,"spotify:track:3p58wJmZqIc9RjsdeZ5Jfq","Mc Negão Original, MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix","Vou pela Madrugada","Cria Hit BR",23,99,40,"1634630"
97,"spotify:track:1NPnoibZZyeILxD4mpvfAy","Panda, MJ Records","Um Dia Te Levo Comigo / Do Brasil à Argentina - Ao Vivo","MJ Records.",79,100,25,"1614847"
98,"spotify:track:0UTzWSuoLHFl2JB8ObzQqy","Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records","12 Horas / Pra Você Acreditar - Ao Vivo","Sony Music Entertainment",18,95,54,"1602766"
99,"spotify:track:6fPALIGFkjmlHKuiiZLRl6","Sotam, Rob","Foi assim","KZN Records",85,105,20,"1601504"
100,"spotify:track:7hgKeJgEQyjl6JcpudzvzU","BK, Kolo, Evinha","Cacos De Vidro (sample: Esperar pra Ver)","Gigantes",23,92,48,"1588801"
101,"spotify:track:36HbKaih4chZlpK6C9HBBr","Vitor Santana","João 20 + pra Sempre - Ao Vivo","Vitor Santana",43,76,55,"1572344"
102,"spotify:track:3u3G8q8xzUv3ujZ59DLKzU","Zezé Di Camargo & Luciano","Sem Medo de Ser Feliz","Columbia",102,112,18,"1550596"
103,"spotify:track:6czM6UMQD9qE5GAUp68oud","Justin Bieber, Chance the Rapper","Confident","RBMG/Def Jam",103,-1,1,"1542580"
104,"spotify:track:3oTuTpF1F3A7rEC6RKsMRz","Dave, Tems","Raindance (feat. Tems)","Neighbourhood",104,119,4,"1536561"
105,"spotify:track:6gquljDBW7rE6mCBzmTRxo","Henrique & Diego, Simone & Simaria","Raspão (feat. Simone & Simaria) - Ao Vivo","Sony Music Entertainment",6,98,102,"1534707"
106,"spotify:track:03Xt1TTim0FhR5fS48DLhE","Grupo Menos É Mais","Brinda Aê - Ao Vivo","Som Livre",70,93,17,"1534469"
107,"spotify:track:5EMdMjFDucmNsD80Y0mjEI","Marina Sena","Numa Ilha","Sony Music Entertainment",74,101,21,"1532191"
108,"spotify:track:4cG14mZ54puI4WWLULBrsC","MC GP, MC Leozinho ZS, Fepache, DU'L","S de Solteiro","Legenda Records",108,115,2,"1530951"
109,"spotify:track:4H9ZFTGkTG8Frqhqsxrgrs","BK, Luccas Carlos, Nansy Silvvz, Gigantes","Músicas de amor nunca mais","Gigantes",101,123,40,"1520809"
110,"spotify:track:34dG0eoSn6ixDyTyurb94X","Jorge & Mateus, Matheus & Kauan","Gaivota","Som Livre",51,90,10,"1504319"
111,"spotify:track:0Jn2mV8cW1bkTGkyuB26Fs","Fred & Fabrício","Te Amar É Meu Talento - Ao Vivo","Som Livre",111,144,2,"1502761"
112,"spotify:track:10DHqS0nSXdPwGu1VyjTkR","Felipe e Rodrigo","Caos De Alguém (Ao Vivo)","MK Records",6,178,39,"1491884"
113,"spotify:track:473DqaeIno75pBbp0bNrkT","Matheus Vargas, Cleber & Cauan","Desocupa","MV Produções Artisticas",24,102,27,"1491303"
114,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",4,109,28,"1481983"
115,"spotify:track:6B8pYtoS3XHrc821hExWf6","Natiruts, Amani Kush","Tudo Vai Dar Certo","Sony Music Entertainment",93,97,15,"1477196"
116,"spotify:track:0cQVqPuHQP4KEwc7ZUQmj6","The Neighbourhood","Sweater Weather","Columbia",79,126,169,"1465331"
117,"spotify:track:7wfHnTinwOLmYktsMZz3bo","Mc J9, MC Ryan SP, DJ Guh Mix, Mc Don Juan, Mc Negão Original, Mc Alan JR, Menor Richard, Mc IG, DJ Japa NK","Se Eu Ficar Pá Nem Me Testa (feat. Mc Negão Original, Mc Alan JR, Menor Richard, Mc IG & DJ Japa NK)","Bololo Records",111,111,6,"1463381"
118,"spotify:track:4KmkJjHTNlr1jFY56Lyz4E","KATSEYE","PINKY UP","HYBE/Geffen",118,-1,1,"1456678"
119,"spotify:track:42AIPMFY5Plqxr4Mw6Bhx9","Henry Freitas","Me Fala Qual Necessidade - Ao Vivo","Sony Music Entertainment",103,110,11,"1454158"
120,"spotify:track:6iok3n58Pi7tFIaecGKfo5","Mayke & Rodrigo, Kaique e Felipe","Te Perdi Pros Paredão - Ao Vivo","WM Brazil",117,117,6,"1447524"
121,"spotify:track:4KXzMDCXK7VM3jUGibJse5","Zé Neto & Cristiano","Quase Todo Dia - Ao Vivo","Som Livre",121,-1,1,"1438032"
122,"spotify:track:65O1EyYSg0Leyf0li6Vzah","Dj Yuri Pedrada, Nilo, MC Meno K, Mc Livinho, Mc Negão Original, MC Jvila, MC Ryan SP, Mc Paiva ZS, MC GDL","SET DJ YURI PEDRADA - TRAVA CHIP","GR6 Music",51,116,17,"1436149"
123,"spotify:track:4JSROzfWqKccwZ68DX1aJe","Luan Santana","Tudo Que Você Quiser - Ao Vivo","Som Livre",123,130,5,"1422894"
124,"spotify:track:6kA5f7aeOCsGplrPRww1Ez","Henrique & Juliano","Amigo Da Minha Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",18,104,67,"1421431"
125,"spotify:track:0vFVkEDrV58pAPEtKJLvP5","Songs Five Music, José Jr","Yeshua - Ao Vivo","The Bow",97,107,40,"1420558"
126,"spotify:track:6II8HGRVkvVUy0uIM4X5Qq","Marina Sena","Lua Cheia","Sony Music Entertainment",81,113,15,"1419353"
127,"spotify:track:6m8AgjfI28ER6odzMxmHtR","Racionais MC's","Vida Loka, Pt. 1","Boogie Naipe",83,154,74,"1417068"
128,"spotify:track:5TKTBDb9p1npApJLuQLd7M","Matuê, BNYX, Azul Wynter, Bryan Yepes","BACKSTAGE","30PRAUM",41,121,18,"1413326"
129,"spotify:track:69sdOLKjgnwdA2smmct2a9","Gabriel Guedes de Almeida","Santo Pra Sempre - Ao Vivo","Onimusic",93,108,41,"1410929"
130,"spotify:track:27rqWKpmFCD0Mmw3XABBOW","DJ YAN MARIOTO, MC Marlon PH, BIG MC","Eu Vou Cuspir","LP Record's",51,129,11,"1403150"
131,"spotify:track:0TXpv5zESNCpMZvC0mnJcU","Netto Brito, Pablo","A Cena","Imagine Music co",131,147,3,"1401809"
132,"spotify:track:3nI0piSOxAik2RCpHGloB7","Charlie Brown Jr.","Só Os Loucos Sabem","Best",82,134,52,"1400670"
133,"spotify:track:1UvWx2hgpxlF7HPbwLSmIY","O Rappa","Anjos (Pra quem tem fé)","WM Brazil",114,131,20,"1395835"
134,"spotify:track:0IBCX7PC9NcfFLuyoHxTNt","Zé Neto & Cristiano","Escondendo o Ouro - Ao Vivo","Som Livre",8,122,47,"1392641"
135,"spotify:track:69reWZKMmkwA7x27jBNK1Z","Felipe Rodrigues","Tudo É Perda - Ao Vivo","Felipe Rodrigues",135,137,7,"1390769"
136,"spotify:track:58lPXPuE7deTicTvsdvVbL","Dexhenry, DJ QUIRINO, Yuri Redicopa, Ascending","Esse Cupido Não Me Ajuda","Ascending Recordz",19,120,19,"1384942"
137,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",86,139,93,"1383610"
138,"spotify:track:6xgPlpGJgAvkmeAZftzPpg","Yan","Textão - Ao Vivo","WM Brazil",128,128,2,"1371994"
139,"spotify:track:4EgmDb4tXeICXOeVnfgd4u","DJ JHOW BEATS, Lindão, MC Menor MT, Resumo Produtora","FAZ 360 E SENTA","WMD Distribuidora",96,127,5,"1366179"
140,"spotify:track:4vVTI94F9uJ8lHNDWKv0i2","Sean Kingston, Justin Bieber","Eenie Meenie","Epic/Beluga Heights",140,-1,1,"1350490"
141,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",42,125,28,"1349697"
142,"spotify:track:1qyiBNYS01TjMkmoeTLJXN","Matuê","A Morte do Autotune","30PRAUM",33,140,105,"1349069"
143,"spotify:track:2gLUZtZN1gfercLP9guft3","Léo Santana, Melody","Desliza (""Ólhinho"" No Corpinho)","Universal Music Ltda.",13,106,37,"1348363"
144,"spotify:track:2Tfpk9vbsgqUKD3dkDJ3hL","Luísa Sonza","Telefone","Sony Music Entertainment",63,103,4,"1340278"
145,"spotify:track:2M6M1f5SVQqamxeyItWZxo","AgroPlay, Ana Castela, CountryBeat","Era Sol Que Me Faltava","Paralogy",11,118,17,"1334346"
146,"spotify:track:4DAzkOviyivt556hQPKgjQ","MC Willian, DJ Japa NK, DJ DAVI DOGDOG","Valentino","Cria Hit BR",23,146,33,"1331045"
147,"spotify:track:4pOGEJRVOuaa9oyy7qTGf6","Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo","Fui Mlk","WMD",1,176,73,"1328554"
148,"spotify:track:392sOlpw4k1moGsIvkSqtP","Felipe e Rodrigo","Esquina","MK Records",55,138,12,"1326041"
149,"spotify:track:4yEKHiUQA70cjfWnEL2m13","Drops INA","É Ele","Onimusic",73,133,75,"1324304"
150,"spotify:track:6gFQhcUOhNXaq965kYEdsH","Delacruz, Maria, Ducon, Luiz Lins, Diomedes Chinaski, BK, Kayuá, Pineapple StormTv","Poesia Acústica #2: Sobre Nós","Pineapple StormTV",91,170,116,"1317065"
151,"spotify:track:1vFgUgPdvxvEBuYnJS03S4","Prod.Nifour, CACAU CHUU, Storys Funk, MC Nito","Passo com a Bunda e Sarro","Storys Funk",107,181,8,"1316862"
152,"spotify:track:2655xYZ347fG2N6OjkoMQ8","Jorge & Mateus","Logo Eu","Som Livre",65,82,77,"1316460"
153,"spotify:track:5QbtKOsjbEGkx0GMiQGBZt","fhop music, Hamilton Rabelo","Tu és + Águas Purificadoras - Ao Vivo","FHOP Music",32,143,105,"1310015"
154,"spotify:track:7dLw4FM0rYgwJEzkbwRVr1","Aaron Modesto, Mc Magal, MC Meno K, DJ Glenner","Pra Não Esquecer De Mim","GR6 Music",154,-1,1,"1308992"
155,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",48,189,72,"1302843"
156,"spotify:track:0Ao4OLBAduB4y8H80EKqTO","Natanzinho Lima","Sonho de Amor - Ao Vivo","Sua Música Digital",52,145,32,"1302534"
157,"spotify:track:7D9BJEcWwRqvQVqPbj1dbF","Preta Gil","Sinais de fogo","WM Brazil",127,184,6,"1302379"
158,"spotify:track:4SHKz1SM7aikyK9WLAuN1J","Grupo Menos É Mais","Tarde Demais / Mágica / Oh! Chuva - Ao Vivo","Som Livre",52,157,36,"1302022"
159,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",30,148,53,"1298876"
160,"spotify:track:1haTu99Drbh0fs7d09UNPu","Henrique Casttro, Grupo Menos É Mais","Nem Pagando","Universal Music Ltda.",54,135,6,"1296018"
161,"spotify:track:1zkAvehCkCCNDQxTWUY1BI","Henrique & Juliano","De Trás Pra Frente (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",17,132,183,"1291006"
162,"spotify:track:2o2xhyri4aJUtgMGkf5P0J","ANAVITÓRIA, Lenine","Lisboa","F/SIMAS",83,156,73,"1290195"
163,"spotify:track:09CtPGIpYB4BrO8qb1RGsF","Justin Bieber","Sorry","RBMG/Def Jam",38,-1,33,"1287903"
