rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
24,"spotify:track:58lPXPuE7deTicTvsdvVbL","Dexhenry, DJ QUIRINO, Yuri Redicopa, Ascending","Esse Cupido Não Me Ajuda","Ascending Recordz",19,19,9,"3627351"
25,"spotify:track:0HixceBFegrCY3GFBB7SlQ","Mari Fernandez, Grelo, Natanzinho Lima","Saudade do Carai","Som Livre",19,25,11,"3613026"
26,"spotify:track:0dI5yI0wplyuwBMEGKXeJC","Felipe e Rodrigo","Ignora (Ao Vivo)","MK Records",17,28,9,"3544632"
27,"spotify:track:7G8V8LiyyqwzSlsQLiaitN","Mc Lele JP, DJ Guh Mix","Toma Gostosona","Cria Hit BR",23,30,14,"3532001"
28,"spotify:track:2gLUZtZN1gfercLP9guft3","Léo Santana, Melody","Desliza (""Ólhinho"" No Corpinho)","Universal Music Ltda.",22,27,27,"3501720"
29,"spotify:track:4JaUZ7HAQRvyG2Vc7J2GVb","Luan Pereira, Léo Foguete, Mc Don Juan","NUNCA ESQUECIDO","Som Livre",29,55,2,"3497233"
30,"spotify:track:1yJYseCZJYRHZkl1DJ3tLs","Mayke & Rodrigo, Panda","Bebe, Beija e Trai - Ao Vivo","WM Brazil",26,26,9,"3417443"
31,"spotify:track:17tg01y3RhlfRKMnd333yL","Danilo e Davi","Apaga Apaga Apaga - Ao Vivo","Som Livre",1,29,65,"3397518"
32,"spotify:track:1I6TdHxz61Kf9EFje0dQvg","Luan Santana","OLHO MARROM - Ao Vivo em Lisboa","Sony Music Entertainment",25,32,19,"3314779"
33,"spotify:track:0pkUneJOTi0uHF4Eqf3T6r","NATTAN, Anitta","Eu Tô Querendo De Novo - Ao Vivo","Nattan",33,34,3,"3277695"
34,"spotify:track:5Nj2UVsxXAvhfYNpcre3al","Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN","FAMOSINHA","BR MUSIC DIREITOS MUSICAIS LTDA.",1,24,38,"3179555"
35,"spotify:track:5L0d4gFfxGNITmevcFfHnA","NandaTsunami, Stick, Bvga Beatz, Torelli","P.I.T.T.Y. (Parecendo Uma Cafetina)","NandaTsunami",35,57,4,"3081786"
36,"spotify:track:4kqz2VSAmiLm06X90jmktL","MC GP, MC Meno K, Aaron Modesto, MC RN do Capão, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc Negão Original","Semi Nua","Universal Music Ltda.",36,38,5,"3026646"
37,"spotify:track:7tesyGMnAFNI0l2xaxcFKi","Henrique & Juliano","Saudade De Quem Eu Sou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",11,33,47,"3024651"
38,"spotify:track:44CTudFZ0kbaIF9n0jk7oU","Matheus & Kauan, Ana Castela","Ilusão De Ótica - Ao Vivo","Universal Music Ltda (S&D)",11,31,54,"2978965"
39,"spotify:track:1N19UVD4GRBFT6UrDaX6rk","Turma do Pagode, Grupo Menos É Mais","Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo)","Sony Music Entertainment",15,36,80,"2963444"
40,"spotify:track:2ejSYn4SfoE07mXPlnYVED","Rafa e Junior, Hugo & Guilherme, DJ Ari SL","Ama Um Maloqueiro","Rafa e Junior",4,35,37,"2958671"
41,"spotify:track:1CqUGmt2Cyn2vvvAyQKJZQ","Danilo e Davi","Não Mexe nas Minhas Gavetas - Ao Vivo","Som Livre",41,-1,1,"2817525"
42,"spotify:track:1bWYjhtGuje05MGLOAQvpj","Yasmin Sensação","Fanatismo","Ideia Distro Digital",13,39,8,"2794518"
43,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,37,75,"2790997"
44,"spotify:track:473DqaeIno75pBbp0bNrkT","Matheus Vargas, Cleber & Cauan","Desocupa","MV Produções Artisticas",24,42,17,"2729090"
45,"spotify:track:2j7IPPMZt5nE5R4r2AbKZ8","Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records","12 Horas / Pra Você Acreditar - Ao Vivo","MJ Records.",18,41,44,"2652086"
46,"spotify:track:7w5Q1hqnEtRwmPqflWI5Ql","Thales Lessa, Luan Pereira, Guilherme & Benuto","Dedinho de Por Aliança - Ao Vivo","WM Brazil",40,40,4,"2632173"
47,"spotify:track:5k7JSycp97vL45zSOoUsTE","Henrique & Juliano","Seja Ex (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",20,44,71,"2598223"
48,"spotify:track:1FoV9rUsKIecaQpSap2YLn","Guilherme & Benuto, Luan Santana","Quarto 67 - Ao Vivo","Sony Music Entertainment",45,46,20,"2587120"
49,"spotify:track:5jXXQY6LLlEtEWMDL6XcaP","Mc Lele JP, DJ Oreia, Mc DR, Gubeatz, MC Ryan SP, Mc Negão Original","Chatão","GRINGOS WORLD PRODUTORA",49,50,8,"2560828"
50,"spotify:track:4QZqSqxdcgAbtZle4MS4ph","Gusttavo Lima","Retrovisor","Sony Music Entertainment",13,45,25,"2500756"
51,"spotify:track:65O1EyYSg0Leyf0li6Vzah","Dj Yuri Pedrada, Nilo, MC Meno K, Mc Livinho, Mc Negão Original, MC Jvila, MC Ryan SP, Mc Paiva ZS, MC GDL","SET DJ YURI PEDRADA - TRAVA CHIP","GR6 Music",51,54,7,"2490253"
52,"spotify:track:4jHrB8ZcGoFbSMVq2FXzmk","Gusttavo Lima","Cama e Coração","Sony Music Entertainment",43,60,7,"2484189"
53,"spotify:track:2De1EHbIhepIVLHZ16bySE","Veigh, Supernova Ent","Talvez você precise de mim","Supernova Entertainment",17,48,32,"2471234"
54,"spotify:track:4l2Fyw7EYB5XjcKwqcwuHQ","DJ Zigão, MC Roger","Tô na Brasilia com o Zigão","MSTT RECORDS",18,51,19,"2378606"
55,"spotify:track:7Ar8LA0VWbPNI2Oa4aRdeQ","Felipe e Rodrigo","Esquina","MK Records",55,76,2,"2353271"
56,"spotify:track:3p58wJmZqIc9RjsdeZ5Jfq","Mc Negão Original, MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix","Vou pela Madrugada","Cria Hit BR",23,47,30,"2344226"
57,"spotify:track:4c4tcqYfqiFc527gqNdRE5","Clayton & Romário, Zé Felipe","Se Eu Te Perdoar - Ao Vivo","WM Brazil",6,62,21,"2335447"
58,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",4,58,18,"2258030"
59,"spotify:track:0qZwqMsGSClyrKzbVbRto9","Diego & Arnaldo, Zé Neto & Cristiano","Vai Cair Água - Ao Vivo","Som Livre",21,61,27,"2218494"
60,"spotify:track:27rqWKpmFCD0Mmw3XABBOW","DJ YAN MARIOTO, MC Marlon PH, BIG MC","Eu Vou Cuspir","LP Record's",60,-1,1,"2214727"
61,"spotify:track:6IFF888dQ0P6ilbj4kL6G8","Grupo Menos É Mais","Aquele Lugar - Ao Vivo","Som Livre",15,52,51,"2214103"
62,"spotify:track:6OPfBo0J6yqzSY9WxNlbA5","MC Willian, DJ Japa NK, DJ DAVI DOGDOG","Valentino","Cria Hit BR",23,56,23,"2169794"
63,"spotify:track:5aMgTcyBPH90hWHhbNKTwR","Diego & Victor Hugo","Entregador de Flor - Ao Vivo em Brasília","Sony Music Entertainment",4,59,73,"2167010"
64,"spotify:track:4ZuUJilJAe5MSA8dXHdOXR","MC Tuto, DJ Oreia","2026","Universal Music Ltda.",38,53,6,"2132302"
65,"spotify:track:2GylVVMD21R4SqgAt8gGC5","Felipe Amorim, Vitão, BIN, Malibu","Eu Vou na Sua Casa","One Play",2,43,33,"2100734"
66,"spotify:track:4TvVqX9HOMTvDJXYHxHbq7","Diego & Victor Hugo","Errado o Triplo (Ôh Perigo) - Ao Vivo","Sony Music Entertainment",66,-1,1,"2092014"
67,"spotify:track:1h0yBDChztCJRTqmI5U6ou","MORADA","É Tudo Sobre Você / Ser Mudado - Ao Vivo","Onimusic",50,71,48,"2016290"
68,"spotify:track:39KwMv89TaEdaBrvk28AMC","Felipe e Rodrigo","Dois Gumes (Ao Vivo)","MK Records",42,63,13,"2011414"
69,"spotify:track:38jMHjnOAJDR4QUdk3IXsw","Murilo Huff, Marília Mendonça","Dois Enganados","M Show",49,65,182,"2009098"
70,"spotify:track:6bor3RIvmpmz5c435liCs9","Júnior e Cézar","Cheiro De Culpado - Ao Vivo","Universal Music Ltda.",67,70,12,"1981185"
71,"spotify:track:6zxthXT7GUBX83vRmQiN3x","Felipe e Rodrigo","Caos De Alguém (Ao Vivo)","MK Records",6,75,29,"1964871"
72,"spotify:track:6AsHmmj1Yhismp19s1WAuW","Paulo Pires, Ellen Nery, GREGO, ÉaBest, Menordj","Medley de Arrocha","ÉaBest",72,82,2,"1937299"
73,"spotify:track:07kLShG3HTeLXTqnFCqNAJ","Henrique & Juliano","Amigo Da Minha Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",18,73,57,"1916920"
74,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",42,69,18,"1916055"
75,"spotify:track:2YKc5o2kQ6e1Pch1DwpjkO","Matheus & Kauan, Lauana Prado","Admita - Ao Vivo","Universal Music Ltda (S&D)",75,80,2,"1903087"
76,"spotify:track:4pOGEJRVOuaa9oyy7qTGf6","Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo","Fui Mlk","WMD",1,68,63,"1902005"
77,"spotify:track:139GP8jhf8QyVBKm6EIw8k","Mariana Pimenta, Guilherme & Benuto","Já Era","Sony Music Entertainment",77,-1,1,"1896707"
78,"spotify:track:2KINhc9Jf5Z6IxdJ3xM07Z","MC Meno K, Fepache, DJ Oreia, DJ Hyago","A Firma Segue Lucrando","BOLOLO REC",59,72,12,"1872610"
79,"spotify:track:4TnEIYOXZ9KBGHOIqG5Xs5","PEDRO SAMPAIO, Marina Sena","ESCADA DO PRÉDIO","WM Brazil",8,79,38,"1865860"
80,"spotify:track:5oI9blwsXC8AkTWw6wASY8","Matuê","Máquina do Tempo","Sony Music Entertainment",2,78,124,"1845302"
81,"spotify:track:5wTHqpJDnoGW562HQW1BmC","KayBlack, Vulgo FK, Veigh, Fepache, Galdino, H4lfmeasures, Honaiser, Murillo e LT no Beat","TENTAR SER BREVE 🤷🏾‍♀️","WM Brazil",38,84,10,"1832619"
82,"spotify:track:035Q417M83JnP3wvSlyFEK","Julliany Souza","Quem É Esse? - Ao Vivo","Julliany Souza",53,92,47,"1820794"
83,"spotify:track:5cGieTJ0FQC2JXqSH4OJpg","NATTAN, Zé Felipe","Homem É Homem, Moleque É Moleque","Nattan",16,64,11,"1811794"
84,"spotify:track:2ON6eCdX4sfBuY22KHYSgj","Mc Don Juan, Boladin 211, Dj Felipe Maia, DJ Kaioken","Ela Sai de Provocação","WM Brazil",84,140,6,"1801089"
85,"spotify:track:6II8HGRVkvVUy0uIM4X5Qq","Marina Sena","Lua Cheia","Sony Music Entertainment",85,97,5,"1798438"
86,"spotify:track:2655xYZ347fG2N6OjkoMQ8","Jorge & Mateus","Logo Eu","Som Livre",81,117,67,"1756376"
87,"spotify:track:6YAK1Sle1Wl7jOurqwWCfh","DJ DUARTE, DJ ORBITAL, Dj Rs","MONTAGEM CAMERA LENTA","Prime Funk",20,77,14,"1752217"
88,"spotify:track:0IBCX7PC9NcfFLuyoHxTNt","Zé Neto & Cristiano","Escondendo o Ouro - Ao Vivo","Som Livre",8,91,37,"1743735"
89,"spotify:track:03Xt1TTim0FhR5fS48DLhE","Grupo Menos É Mais","Brinda Aê - Ao Vivo","Som Livre",87,88,7,"1739341"
90,"spotify:track:7MnT7msJZg3XBAS0OTfGrB","Legião Urbana","Tempo Perdido","EMI Brazil",61,93,109,"1719795"
91,"spotify:track:75cbS6bJO0yUVXKVrRdSgv","Grupo Chocolate, Turma do Pagode","Alô Virgínia - Ao Vivo","ORIGINAL MUSIC BRASIL",16,66,8,"1704745"
92,"spotify:track:4oDxxFLVQMOdiSKf3YGgEq","Lukão Mec, Dj Adah, Lado Sul","Passa O Teu Bigode","Universal Music Ltda.",49,67,5,"1686985"
93,"spotify:track:5EMdMjFDucmNsD80Y0mjEI","Marina Sena","Numa Ilha","Sony Music Entertainment",74,74,11,"1681329"
94,"spotify:track:0Ao4OLBAduB4y8H80EKqTO","Natanzinho Lima","Sonho de Amor - Ao Vivo","Sua Música Digital",52,96,22,"1638406"
95,"spotify:track:65vJAh07BdwurqR9SRa6f8","Ferrugem, Sorriso Maroto","Apaguei Pra Todos - Ao Vivo","WM Brazil",17,83,94,"1637571"
96,"spotify:track:5YG4rxeltvw2KmOy0dW4z9","DJ YUZAK, MC BN, Mc RN Original","Montagem Sarra Sarra","Mandelão Records",32,94,12,"1625927"
97,"spotify:track:0AWbhOimtlECEsQP0H5J6Q","Marina Sena, Psirico","CARNAVAL","Sony Music Entertainment",97,-1,1,"1623163"
98,"spotify:track:588PdhJdtsuypJdUb4ms4K","Dj Luan Gomes, Mc Ws da leste, Delleon, Tropa da W&S","PEGA A MALDADE DA BANDIDA","DJ LUAN GOMES - W&S Music",98,-1,1,"1616291"
99,"spotify:track:280QfKhmWGn3LbyB39aA7u","Léo Foguete","Cópia Proibida","Sua Música Digital",5,87,66,"1603347"
100,"spotify:track:7fFXRzdVsW8nNIjgYwL5Pf","Henry Freitas, Nuzio Medeiros, Kadu Martins","Superfantasticamente (Superfantastico)","Sony Music Entertainment",75,104,7,"1600241"
101,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",71,-1,8,"1596906"
102,"spotify:track:4mevJ3Ki58x4cQgWheMAPd","Jorge & Mateus","Sol Nos Olhos","Som Livre",27,103,13,"1593489"
103,"spotify:track:5bPVaf87iW31GGfmk2yqsd","Dj Guuh, Mc Rodrigo do CN","VAI NO CHÃO BANDIDA","Prodok Music Group",47,85,31,"1573245"
104,"spotify:track:1NPnoibZZyeILxD4mpvfAy","Panda, MJ Records","Um Dia Te Levo Comigo / Do Brasil à Argentina - Ao Vivo","MJ Records.",89,101,15,"1566991"
105,"spotify:track:7aOv4uSAmiB9XKnkibqSdo","cjnobeat, Mc Morena, Mc Gw","Até Quebrar a Cama 2.0","cjnobeat",80,105,16,"1553415"
106,"spotify:track:79Wou8NwYEFzTyDQudjENF","Diego & Victor Hugo","Desbloqueado - Ao Vivo","Sony Music Entertainment",17,178,79,"1551964"
107,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",30,123,43,"1550690"
108,"spotify:track:4SHKz1SM7aikyK9WLAuN1J","Grupo Menos É Mais","Tarde Demais / Mágica / Oh! Chuva - Ao Vivo","Som Livre",52,108,26,"1545326"
109,"spotify:track:42AIPMFY5Plqxr4Mw6Bhx9","Henry Freitas","Me Fala Qual Necessidade - Ao Vivo","Sony Music Entertainment",109,-1,1,"1536952"
110,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",86,109,83,"1522434"
111,"spotify:track:3kpWSH8AGR9MkGinPA4XDJ","Get Worship, Get Records, Melk Villar, Vinicius Cruz","Um Novo Dia - Ao Vivo","Get Records",89,89,5,"1520168"
112,"spotify:track:3lKOC96UdjCG47HZDJVyih","Simone Mendes","Saudade Proibida - Ao Vivo","Universal Music Ltda.",1,98,44,"1519186"
113,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,90,154,"1515203"
114,"spotify:track:3M4HJl7D77l86gL1QXGJHG","Lauana Prado, Simone Mendes","Saudade Burra - Ao Vivo","Universal Music Ltda.",11,99,56,"1499601"
115,"spotify:track:0d2OevhRY98n6MJIAt9zLh","DJ MTN, DJ ML ORIGINAL, DJ LKC ORIGINAL, Mc Oliveira, MC Star Rj, FreesTyle Sounds","Ritmo Lilly Wood","FreesTyle Sounds",115,153,2,"1494002"
116,"spotify:track:4pFClSkP1eieghNTjVgf0J","Mc Lele JP, DJ Japa NK, DJ Victor Falcão","Se Quiser Pode Ir","GRINGOS WORLD PRODUTORA",116,-1,1,"1489573"
117,"spotify:track:3nCuLb5HKpHYpUY3u47KG1","Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records","Tem Que Ser Você / O Que Combina Comigo É Você - Ao Vivo","MJ Records.",88,107,22,"1478397"
118,"spotify:track:6B8pYtoS3XHrc821hExWf6","Natiruts, Amani Kush","Tudo Vai Dar Certo","Sony Music Entertainment",118,200,5,"1459960"
119,"spotify:track:69sdOLKjgnwdA2smmct2a9","Gabriel Guedes de Almeida","Santo Pra Sempre - Ao Vivo","Onimusic",93,118,31,"1458491"
120,"spotify:track:4YQ37NPJlIUMFo8Kq51heS","DJ TOPO, Natiruts, Yuri Redicopa, Ryuchi","QUANDO VOCÊ SE FOI CHOREI (SORRI, SOU REI)","Sony Music Entertainment",120,-1,1,"1452902"
121,"spotify:track:708yXS1fLm1gAXFyIQxtX2","Henrique & Juliano","Romântico (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",25,113,66,"1446986"
122,"spotify:track:6fPALIGFkjmlHKuiiZLRl6","Sotam, Rob","Foi assim","KZN Records",122,148,10,"1445754"
123,"spotify:track:79nMK3bCPAzKd70WiHCv5S","Lauana Prado, Murilo Huff","Pra Você Lembrar De Mim - Ao Vivo","Universal Music Ltda.",123,-1,1,"1444494"
124,"spotify:track:79MxbO0fmeREiSUdODnqaq","Luan Pereira, Ana Castela","ORÇAMENTO - Ao Vivo","Som Livre",26,95,9,"1443166"
125,"spotify:track:3lyolTZROCL7dY6kv2RawB","Murilo Huff, Natanzinho Lima","Vida de Cão / Ponto Final - Ao Vivo","M Show",121,121,9,"1427608"
126,"spotify:track:5QbtKOsjbEGkx0GMiQGBZt","fhop music, Hamilton Rabelo","Tu és + Águas Purificadoras - Ao Vivo","FHOP Music",32,134,95,"1423474"
127,"spotify:track:6Tp4LCJ5r5IJaEf8lnlPfG","Henrique & Juliano","De Trás Pra Frente (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",17,111,173,"1420247"
128,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",5,139,76,"1402987"
129,"spotify:track:3cwVKjzKSTfvacYJF6Tkub","Léo Foguete","Última Noite - Solo","Sua Música Digital",5,112,69,"1396345"
130,"spotify:track:2KGv51jgAz8OTjNPyRryfq","Jorge & Mateus","Pra Sempre Com Você - Ao Vivo","Som Livre",35,106,65,"1369302"
131,"spotify:track:5RJubPh66tvUWCBoJ1GwEY","Matheus Fernandes, Felipe Amorim","Morena Jambo - Ao Vivo","Som Livre",100,120,8,"1366005"
132,"spotify:track:5lKHrBigpyKZM6uMvbOGh2","Natiruts, Claudia Leitte","Sorri, Sou Rei (feat. Claudia Leitte)","Sony Music Entertainment",104,146,5,"1364623"
133,"spotify:track:1qyiBNYS01TjMkmoeTLJXN","Matuê","A Morte do Autotune","30PRAUM",33,129,95,"1361684"
134,"spotify:track:7AzoZQzRbizrjArCAlRkbS","Raffa Torres","CASAIS TROCADOS","Raffa Torres",134,152,2,"1359317"
135,"spotify:track:1mRqeViSSY5ir944Xp9p2j","LUDMILLA, Emilia, Latto","BOTA","SEM QUERER MUSIC",102,102,2,"1358688"
136,"spotify:track:6gquljDBW7rE6mCBzmTRxo","Henrique & Diego, Simone & Simaria","Raspão (feat. Simone & Simaria) - Ao Vivo","Sony Music Entertainment",6,190,92,"1356217"
137,"spotify:track:6m8AgjfI28ER6odzMxmHtR","Racionais MC's","Vida Loka, Pt. 1","Boogie Naipe",83,160,64,"1331888"
138,"spotify:track:7pBPXkaVQaP3Y3Wwfkpvbn","Hugo & Guilherme, Wesley Safadão","Mentirosa - Ao Vivo","Som Livre",6,130,24,"1320494"
139,"spotify:track:4KNp4EZh6K7qL9lVt3OL3G","DJ Japa NK, Zago, Mc Lele JP","Hoje Eu Contei 100K No 7","2025 Kondzilla Nova Era",89,-1,9,"1310903"
140,"spotify:track:7snQQk1zcKl8gZ92AnueZW","Guns N' Roses","Sweet Child O' Mine","Guns N Roses P&D",102,149,46,"1302769"
141,"spotify:track:3nI0piSOxAik2RCpHGloB7","Charlie Brown Jr.","Só Os Loucos Sabem","Best",82,138,42,"1301856"
142,"spotify:track:4dGx53NJZJyuuLP5ownH1p","Wesley Safadão, Natanzinho Lima","Mentira Estampada","Wesley Safadao",11,124,72,"1296918"
143,"spotify:track:5TKTBDb9p1npApJLuQLd7M","Matuê, BNYX, Azul Wynter, Bryan Yepes","BACKSTAGE","30PRAUM",41,135,8,"1291780"
144,"spotify:track:2ThEetsRrVOEoCNpoFVDjM","Felipe e Rodrigo","Melhor Me Bloquear (Ao Vivo)","MK Records",96,133,24,"1288007"
145,"spotify:track:7bukHRNgGLRySTJEVvLoIR","Henrique & Juliano","Briga Feia (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",22,131,171,"1287225"
146,"spotify:track:5asabafNzfAzjUecDvuNES","Henrique & Juliano","Aquela Pessoa (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",34,122,210,"1277737"
147,"spotify:track:36HbKaih4chZlpK6C9HBBr","Vitor Santana","João 20 + pra Sempre - Ao Vivo","Vitor Santana",43,147,46,"1268066"
148,"spotify:track:0zxWyvrKyz031tFfBnkYLr","Henrique & Juliano","Como É Que A Gente Fica (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",23,128,168,"1262414"
149,"spotify:track:4lbPwb1Beo7JU2VwuJRTeR","Henrique & Diego, MC Guime","Suíte 14 - Ao Vivo","Sony Music Entertainment",61,143,27,"1259591"
150,"spotify:track:6ATNNv8tZF61fa7VwDH89j","Alexsander Lucio","O Fogo Arderá - Ao Vivo","ID1736 - Céu Music",87,171,30,"1258163"
151,"spotify:track:4Hk1gmBr2KVEXr3hHwSgUi","DG e Batidão Stronda, Mc Davi, J. Eskine, MC G15","Mãe Solteira","FORTAL MUSIC",1,116,43,"1252804"
152,"spotify:track:2o2xhyri4aJUtgMGkf5P0J","ANAVITÓRIA, Lenine","Lisboa","F/SIMAS",83,159,63,"1250074"
153,"spotify:track:3Hd5fVKydmRK2vjhXVxqgU","Vitor Limma","Amor de Fim de Noite / Por Favor / Nem Aí - Ao Vivo","3 Desejos Produções Artísticas",50,162,24,"1248969"
154,"spotify:track:6gFQhcUOhNXaq965kYEdsH","Delacruz, Maria, Ducon, Luiz Lins, Diomedes Chinaski, BK, Kayuá, Pineapple StormTv","Poesia Acústica #2: Sobre Nós","Pineapple StormTV",91,-1,106,"1245073"
155,"spotify:track:6JH5wCoto58vgqa61jvazc","Brandão85, Matuê","JAPONÊS","30PRAUM",42,136,10,"1243001"
156,"spotify:track:4yEKHiUQA70cjfWnEL2m13","Drops INA","É Ele","Onimusic",73,157,66,"1241656"
157,"spotify:track:7qjZnBKE73H4Oxkopwulqe","sombr","back to friends","Warner Records",100,185,20,"1239523"
158,"spotify:track:3wOVc6yaWVvn40pToer2y3","Panda, MJ Records","Porcelanato - Ao Vivo","Sony Music Entertainment",127,127,2,"1230392"
