rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
159,"spotify:track:5JC2ezFSbkVi4Js4byzKoj","MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Pineapple StormTv","Poesia Acústica #6 Era uma Vez","Pineapple StormTV",18,-1,231,"1228931"
160,"spotify:track:1UvWx2hgpxlF7HPbwLSmIY","O Rappa","Anjos (Pra quem tem fé)","WM Brazil",140,163,12,"1224002"
161,"spotify:track:6VTTVe35DoNzhd2DEYJqpU","Kaique e Felipe, Guilherme & Benuto","Entrei De Gaiato - Ao Vivo","Sony Music Entertainment",161,-1,1,"1221505"
162,"spotify:track:10M1koRXx1iKAR67VW2CxE","Henrique & Juliano","5 Km (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",159,165,15,"1217448"
163,"spotify:track:3RDv5uDgHJS8wBdPkoCXUF","2ZDinizz, Leborato, HHR","Beatriz","HHR Records",137,180,4,"1209213"
164,"spotify:track:7jCgslBhuPF61B6yk90VYb","MC Ryan SP, Mc IG, DJ Japa NK, Nilo, Boladin 211, MC LUUKY, Mc Negão Original","Sexta Feira Hoje Tem","WM Brazil",72,170,51,"1207839"
165,"spotify:track:2jpbtp5N679x92uB8s8p9h","Suel, Grupo Menos É Mais","Vitamina C - Ao Vivo","Virgin Music Label And Artist Services (S&D)",83,142,69,"1205405"
166,"spotify:track:0cQVqPuHQP4KEwc7ZUQmj6","The Neighbourhood","Sweater Weather","Columbia",79,150,160,"1201534"
167,"spotify:track:4GHq9Xla9KO6SWo7a8uvNw","PEDRO SAMPAIO, Mc Th, MC Nito","SEQUÊNCIA CARAMELO","WM Brazil",137,137,4,"1201341"
168,"spotify:track:4bioqBfAE9nhxwecok2cYB","Dj Gustomares, MC Flavinho, Iraqui ZL","Bandido problemático","TREM",45,173,17,"1198371"
169,"spotify:track:4JYyktVuU06M2I8sTAVjAw","Dj Luan Gomes, DJ DAVI DOGDOG, DJ Japa NK, MC Meno K, Teko Bolado","SENTA POCA (POSSO ATÉ NÃO TE DAR FLORES)","JNK Records",90,144,13,"1195750"
170,"spotify:track:3aDV90V6vHUSYKKYDLNdQ8","Israel & Rodolffo, Jorge & Mateus","Marca Evidente - Ao Vivo","DAMASCENO MUSIC",58,175,58,"1194634"
171,"spotify:track:2pu7F1pbK5Yy1G9vR9LtjR","Hugo & Guilherme, Grupo Menos É Mais","Ele E Ela - Ao Vivo","Som Livre",118,195,7,"1189500"
172,"spotify:track:0hB6UKgc3iKTphmGuWpNOg","Prod Gomes, DJ Gomes Original, Yuri Redicopa, Bisqui","Faz assim","Rua B Records",52,168,18,"1188069"
173,"spotify:track:3u3G8q8xzUv3ujZ59DLKzU","Zezé Di Camargo & Luciano","Sem Medo de Ser Feliz","Columbia",116,161,8,"1184999"
174,"spotify:track:0vFVkEDrV58pAPEtKJLvP5","Songs Five Music, José Jr","Yeshua - Ao Vivo","The Bow",97,125,38,"1177877"
175,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",69,188,98,"1176820"
176,"spotify:track:6ccKu0LwJzOhLAxBwP2PTk","Jorge & Mateus","Os Anjos Cantam","Som Livre",134,141,14,"1176707"
177,"spotify:track:3zXIfbjxSzPMNP6JDZsQsi","Orochi, Kizzy","Mitsubishi","Mainstreet Records",119,-1,46,"1167558"
178,"spotify:track:0rosNwHC9T8YNu3EvXLPfX","Ferrugem","Me Bloqueia (Ao Vivo)","WM Brazil",65,182,62,"1164864"
179,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",33,-1,80,"1160120"
180,"spotify:track:55lijDD6OAjLFFUHU9tcDm","RAYE","WHERE IS MY HUSBAND!","Human Re Sources",180,187,2,"1146420"
181,"spotify:track:7bNgXJ9MgGG7xOkyz9SLOY","PEDRO SAMPAIO, Irmãs de Pau, Mc Gw, Tasha Kaiala, Clementaum","SEQUÊNCIA CUNT (feat. Clementaum)","WM Brazil",181,-1,1,"1142489"
182,"spotify:track:29DLL9iGJZFwtGyubk5g9v","Mc Jacaré, Mc Negão Original, DJ Japa NK","Eu Até Gosto de Você","Croco Hits",68,176,35,"1141925"
183,"spotify:track:5q0NlM6Pm8Pp3orq7zGiRn","Matheus & Kauan, Jorge & Mateus","Quarta Cadeira - Ao Vivo","Universal Music Ltda.",10,155,129,"1131964"
184,"spotify:track:161dJFOgyuYcgKg0AzYuAh","Prod.Nifour, Mc Gw, CACAU CHUU, Storys Funk","Ela ké Leitada","Storys Funk",184,-1,1,"1131581"
185,"spotify:track:6a5RR2DHmUCFyr3CCpItwA","Zé Felipe, Bellagi","Pretin","Som Livre",185,-1,1,"1130515"
186,"spotify:track:0wC5n42Q23ZLYnrJmreKcb","Matheus & Kauan","Deus Perdoa - Ao Vivo","Universal Music Ltda (S&D)",103,191,7,"1130242"
187,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",40,-1,93,"1125149"
188,"spotify:track:2je7f5dovpUabOqTSfyD5V","Grupo Menos É Mais","Jejum de Amor / Caixa Postal / Vida Vazia - Ao Vivo","Som Livre",63,174,29,"1124804"
189,"spotify:track:2Z1DmmPWD3Lm0dWAxMfjxG","MC Jvila, Mc Negão Original, DJ Dael, DJ Guh Mix","Pirocada Quente","Legenda Records",11,197,49,"1123658"
190,"spotify:track:1daiWH5HMrDH9I8r3LIhqb","Bruno & Barretto, CountryBeat","Gerente da Sicredi","Bruto Memo New",26,164,17,"1116265"
191,"spotify:track:10MsXPpQLz5ZrOEZxTtkIm","Ana Castela","Olha Onde Eu Tô","Ana Castela",15,154,35,"1114298"
192,"spotify:track:4TBIfr533GxVCrnuAMpYPX","Ferrugem","Apagar (Fundo Raso)","WM Brazil",66,184,33,"1113600"
193,"spotify:track:0sy2mtvcM7V5ETtmQIbGVt","Orochi, Filipe Ret, Portugal No Beat","Van Cleef","Mainstreet Records",51,132,32,"1105485"
194,"spotify:track:2BwO5K8Q7EPAJSGze3AAh9","Sabrina Carpenter","Manchild","Island Records",52,-1,12,"1102067"
195,"spotify:track:0TBwd8gAbZV8uPo1Ub6Ymb","Léo Santana","Marquinha De Fitinha - Ao Vivo","Universal Music Ltda.",195,-1,1,"1100407"
196,"spotify:track:7cQP81lQ8b9uO0ZC1b5mcB","Guilherme & Benuto, Xand Avião","Mudar Pra Lua - Ao Vivo","Sony Music Entertainment",118,183,9,"1093834"
197,"spotify:track:5ntUQs7jxnUH8SukZy4830","Vitor Limma, Yan","Meu Jeito de Amar / Final de Tarde - Ao Vivo","3 Desejos Produções Artísticas",66,-1,26,"1090709"
198,"spotify:track:60194PPtpd4w0rkmxRgmIF","Mc IG, MC Jvila, DJ Glenner","Que Papo é Esse IG? (Boca de Sacola)","WM Brazil",198,-1,1,"1090073"
199,"spotify:track:3QaPy1KgI7nu9FJEQUgn6h","Billie Eilish","WILDFLOWER","Darkroom/Interscope Records",66,-1,49,"1082926"
200,"spotify:track:77HhVmRv7IxDqkyMxElSrK","Anitta, Mc Danny, HITMAKER","Sei Que Tu Me Odeia","Universal Music Ltda.",3,169,25,"1081896"
