rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
33,"spotify:track:588PdhJdtsuypJdUb4ms4K","Dj Luan Gomes, Mc Ws da leste, Delleon, Tropa da W&S","PEGA A MALDADE DA BANDIDA","DJ LUAN GOMES - W&S Music",14,21,12,"3033568"
34,"spotify:track:3jhyw60F61gc7nC4dblqtC","PEDRO SAMPAIO, MC Meno K, Melody","JETSKI","Sony Music Entertainment",1,27,18,"3031022"
35,"spotify:track:7kLZlMAsV9Kx7RynqQaTiG","Anitta","Desgraça","Anitta",35,-1,1,"2906875"
36,"spotify:track:1YyQcX3oM8YsMTKeYFpoKx","Clayton & Romário, Zé Neto & Cristiano","Não Namora - Ao Vivo","WM Brazil",36,40,7,"2901271"
37,"spotify:track:48SYVECjCIwWWsqogDHWVF","Luan Pereira, Panda","10 SEGUNDOS","Som Livre",25,46,8,"2873567"
38,"spotify:track:0UbftifCuaos8xnNT1K8Us","MJ Records, Panda, Ícaro e Gilmar, Humberto & Ronaldo, Luan Pereira, Bruno & Denner, Mariana Fagundes, Rafael Quadros, CDB","Insegurança / Fim de Noite - Ao Vivo","Sony Music Entertainment",38,164,2,"2871160"
39,"spotify:track:3lJMJl6alsAqw5OiXOOdVi","Mc Livinho, Mc Pedrinho, Perera DJ, DJ JB Mix","Se Saudade Sentir (Se Prepara 3)","GR6 Music",39,86,2,"2853055"
40,"spotify:track:6QFCMUUq1T2Vf5sFUXcuQ7","Justin Bieber, Nicki Minaj","Beauty And A Beat","RBMG/Def Jam",40,95,2,"2757875"
41,"spotify:track:0PdE8XqWrtlWxDG8FEjvy0","Anitta, Los Brasileros","Meia Noite","Anitta",41,-1,1,"2741056"
42,"spotify:track:7yNf9YjeO5JXUE3JEBgnYc","Dominic Fike","Babydoll","Columbia",34,35,9,"2693160"
43,"spotify:track:3xgrWGYrqZVL7aAvZTm2MA","Henrique & Juliano","Saudade De Quem Eu Sou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",11,60,58,"2665886"
44,"spotify:track:6niGCULksHzD0NHyX3zCuB","Marília Mendonça","Foi por Conveniência","Som Livre",44,65,17,"2665329"
45,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,66,86,"2637883"
46,"spotify:track:7G8V8LiyyqwzSlsQLiaitN","Mc Lele JP, DJ Guh Mix","Toma Gostosona","Cria Hit BR",23,37,25,"2582847"
47,"spotify:track:20dAJsyno9ZoBLJtqgQnUI","BTS","Hooligan","BIGHIT MUSIC",8,31,5,"2566329"
48,"spotify:track:2a9WkloaIu64sryr4JTdTi","Panda, Gusttavo Lima, MJ Records","Calcinha de Renda - Ao Vivo","Sony Music Entertainment",11,43,21,"2550142"
49,"spotify:track:5WNTWK6ISkfnkth9JwxvCp","Anitta, Shakira","Choka Choka","Anitta",23,23,2,"2531241"
50,"spotify:track:5jP9oqulg2Dz6yLwLYj5KO","Henrique & Juliano","Seja Ex (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",20,63,82,"2530362"
51,"spotify:track:4ksSf8cL3VlUvQSkFcRHy3","Henrique & Juliano","Até Você Voltar - Ao Vivo","Som Livre",45,45,55,"2524480"
52,"spotify:track:1JUmsSEfVwhdJCVBG83XGU","PEDRO SAMPAIO, Mc Gw, Mc Jhey, Mc Rodrigo do CN, MC Nito","SEQUÊNCIA FEITICEIRA","WM Brazil",2,41,34,"2519101"
53,"spotify:track:2rKkfc4VZ74FQDc1FF1Zo6","BTS","Body to Body","BIGHIT MUSIC",6,33,5,"2499774"
54,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,68,165,"2473093"
55,"spotify:track:6Exec6nPRIwvAEu3N8pVnT","Felipe e Rodrigo","Dois Gumes (Ao Vivo)","MK Records",42,77,24,"2470774"
56,"spotify:track:3bmpXHVie1GTy37OkXJ7Vc","BTS","2.0","BIGHIT MUSIC",16,36,5,"2470586"
57,"spotify:track:44CTudFZ0kbaIF9n0jk7oU","Matheus & Kauan, Ana Castela","Ilusão De Ótica - Ao Vivo","Universal Music Ltda (S&D)",11,55,65,"2454376"
58,"spotify:track:2ejSYn4SfoE07mXPlnYVED","Rafa e Junior, Hugo & Guilherme, DJ Ari SL","Ama Um Maloqueiro","Rafa e Junior",4,61,48,"2391479"
59,"spotify:track:65vJAh07BdwurqR9SRa6f8","Ferrugem, Sorriso Maroto","Apaguei Pra Todos - Ao Vivo","WM Brazil",17,62,105,"2390606"
60,"spotify:track:2YKc5o2kQ6e1Pch1DwpjkO","Matheus & Kauan, Lauana Prado","Admita - Ao Vivo","Universal Music Ltda (S&D)",50,54,13,"2346237"
61,"spotify:track:0U8Wcq8R6kzY5PNlon3nbJ","Anitta, Marina Sena","Mandinga","Anitta",61,-1,1,"2331941"
62,"spotify:track:2WYuivMCuOQbxhaatuWUCN","Mc Lele JP, MC Leozinho ZS, MC GH Original, MC Menor ZL, DJ GORDINHO DA VF, MC Meno K, MC PR","Vai Tomando Pock Pock","GRINGOS WORLD PRODUTORA",13,49,29,"2325711"
63,"spotify:track:3RDv5uDgHJS8wBdPkoCXUF","2ZDinizz, Leborato, HHR","Beatriz","HHR Records",44,44,15,"2275078"
64,"spotify:track:1N19UVD4GRBFT6UrDaX6rk","Turma do Pagode, Grupo Menos É Mais","Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo)","Sony Music Entertainment",15,69,91,"2271150"
65,"spotify:track:6gkbtMtioHgtyGjrMel6ei","Olivia Rodrigo","drop dead","Olivia Rodrigo PS",65,-1,1,"2237479"
66,"spotify:track:7dLw4FM0rYgwJEzkbwRVr1","Aaron Modesto, Mc Magal, MC Meno K, DJ Glenner","Pra Não Esquecer De Mim","GR6 Music",66,154,2,"2232807"
67,"spotify:track:6omKlm9PHL3w95NzNtVDZd","MC Tuto, DJ Oreia","Faz Parte De Mim","Universal Music Ltda.",10,57,11,"2210671"
68,"spotify:track:5puMdJT0vTBEnn0k0Cnah4","Filho do Piseiro","Raparigas","Elite Music",26,58,11,"2177596"
69,"spotify:track:2rryVhIBu2bvOz96BjViVV","Panda, MJ Records","Corpo Nu - Ao Vivo","Sony Music Entertainment",69,82,6,"2173321"
70,"spotify:track:0dNNhmOSnE6fOcXkNRO3uF","Simone Mendes","Direitos Iguais - Ao Vivo","Universal Music Ltda.",70,71,4,"2150843"
71,"spotify:track:0b61A7v9agI08BG21jJPQ9","BTS","they don’t know ’bout us","BIGHIT MUSIC",19,47,5,"2150208"
72,"spotify:track:5L0d4gFfxGNITmevcFfHnA","NandaTsunami, Stick, Bvga Beatz, Torelli","P.I.T.T.Y. (Parecendo Uma Cafetina)","NandaTsunami",33,56,15,"2103838"
73,"spotify:track:7nVZlsK0RkoUWM9aZh3NBl","Felipe e Rodrigo","Podcast (Ao Vivo)","MK Records",73,80,4,"2072084"
74,"spotify:track:6IFF888dQ0P6ilbj4kL6G8","Grupo Menos É Mais","Aquele Lugar - Ao Vivo","Som Livre",15,84,62,"2059302"
75,"spotify:track:4B4Q7zfd0aHcuhQBfCRnH5","BTS","NORMAL","BIGHIT MUSIC",15,48,5,"2027292"
76,"spotify:track:2GY3DHh5ApNhnkYSjh9Bc8","Diego & Victor Hugo","Beijei A Cura - Ao Vivo","Sony Music Entertainment",76,-1,1,"2026937"
77,"spotify:track:5tg21NdePCn5m8F9BXOEeJ","BTS","Aliens","BIGHIT MUSIC",14,50,5,"1990408"
78,"spotify:track:2IFND3phjzIG1RcPnHh2hP","BTS","Like Animals","BIGHIT MUSIC",17,52,5,"1986416"
79,"spotify:track:0KmrKOdScRDVYwWS8hkkdv","BTS","FYA","BIGHIT MUSIC",13,53,5,"1969609"
80,"spotify:track:3umoKiuIgHFDaboDpRn6BB","MC GP, MC Meno K, Aaron Modesto, MC RN do Capão, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc Negão Original","Semi Nua","Universal Music Ltda.",26,70,16,"1966063"
81,"spotify:track:035Q417M83JnP3wvSlyFEK","Julliany Souza","Quem É Esse? - Ao Vivo","Julliany Souza",53,64,58,"1963976"
82,"spotify:track:1wrA9K1P177mkPNt9BB2OZ","Jeninho, Mariana Fagundes","Peão Todo Tatuado","Beat Music",82,90,5,"1962953"
83,"spotify:track:5oI9blwsXC8AkTWw6wASY8","Matuê","Máquina do Tempo","Sony Music Entertainment",2,72,135,"1919943"
84,"spotify:track:4KXzMDCXK7VM3jUGibJse5","Zé Neto & Cristiano","Quase Todo Dia - Ao Vivo","Som Livre",84,121,2,"1887086"
85,"spotify:track:34dG0eoSn6ixDyTyurb94X","Jorge & Mateus, Matheus & Kauan","Gaivota","Som Livre",51,110,11,"1867680"
86,"spotify:track:1h0yBDChztCJRTqmI5U6ou","MORADA","É Tudo Sobre Você / Ser Mudado - Ao Vivo","Onimusic",46,59,59,"1865174"
87,"spotify:track:1NPnoibZZyeILxD4mpvfAy","Panda, MJ Records","Um Dia Te Levo Comigo / Do Brasil à Argentina - Ao Vivo","MJ Records.",79,97,26,"1848702"
88,"spotify:track:6nNtdCNvY30m0PNejEIzdL","Fernando & Sorocaba, Hugo & Guilherme","Teus Segredos - Ao Vivo","F&S Producoes Artisticas",70,87,6,"1844805"
89,"spotify:track:03Xt1TTim0FhR5fS48DLhE","Grupo Menos É Mais","Brinda Aê - Ao Vivo","Som Livre",70,106,18,"1839128"
90,"spotify:track:0UTzWSuoLHFl2JB8ObzQqy","Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records","12 Horas / Pra Você Acreditar - Ao Vivo","Sony Music Entertainment",18,98,55,"1835831"
91,"spotify:track:2De1EHbIhepIVLHZ16bySE","Veigh, Supernova Ent","Talvez você precise de mim","Supernova Entertainment",17,73,43,"1815067"
92,"spotify:track:1ZNolq7VI7efGlh2hb2VVr","BTS","Into the Sun","BIGHIT MUSIC",36,74,5,"1810143"
93,"spotify:track:1I6TdHxz61Kf9EFje0dQvg","Luan Santana","OLHO MARROM - Ao Vivo em Lisboa","Sony Music Entertainment",25,42,30,"1806418"
94,"spotify:track:7snQQk1zcKl8gZ92AnueZW","Guns N' Roses","Sweet Child O' Mine","Guns N Roses P&D",85,85,57,"1801785"
95,"spotify:track:5aMgTcyBPH90hWHhbNKTwR","Diego & Victor Hugo","Entregador de Flor - Ao Vivo em Brasília","Sony Music Entertainment",4,78,84,"1799279"
96,"spotify:track:3u3G8q8xzUv3ujZ59DLKzU","Zezé Di Camargo & Luciano","Sem Medo de Ser Feliz","Columbia",96,102,19,"1793853"
97,"spotify:track:3VegC0PZiHjGxb80DER8XU","BTS","Merry Go Round","BIGHIT MUSIC",20,67,5,"1788044"
98,"spotify:track:7MgQdSpQLrrobRreaqSUzP","Mc Lele JP, DJ Oreia, Mc DR, Gubeatz, MC Ryan SP, Mc Negão Original","Chatão","GRINGOS WORLD PRODUTORA",29,83,19,"1781653"
99,"spotify:track:0qZwqMsGSClyrKzbVbRto9","Diego & Arnaldo, Zé Neto & Cristiano","Vai Cair Água - Ao Vivo","Som Livre",21,94,38,"1767330"
100,"spotify:track:6czM6UMQD9qE5GAUp68oud","Justin Bieber, Chance the Rapper","Confident","RBMG/Def Jam",100,103,2,"1762976"
101,"spotify:track:5ZYiTxJvGRcplXrDhtRMKm","Anitta, Liniker","Caminhador","Anitta",101,-1,1,"1760948"
102,"spotify:track:7MnT7msJZg3XBAS0OTfGrB","Legião Urbana","Tempo Perdido","EMI Brazil",61,92,120,"1758480"
103,"spotify:track:5Nj2UVsxXAvhfYNpcre3al","Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN","FAMOSINHA","BR MUSIC DIREITOS MUSICAIS LTDA.",1,81,49,"1738009"
104,"spotify:track:4SHKz1SM7aikyK9WLAuN1J","Grupo Menos É Mais","Tarde Demais / Mágica / Oh! Chuva - Ao Vivo","Som Livre",52,158,37,"1721013"
105,"spotify:track:2NB3fpuHCFsJ1vuaZkRhp5","Heitor Santos","Sina de Ofélia","ProMusic Digital",105,-1,1,"1711425"
106,"spotify:track:1XpVhaI4HzWrhRWIpdfyJB","BTS","Please","BIGHIT MUSIC",30,75,5,"1704278"
107,"spotify:track:6s3w7SUVtmm68Bw5KrKMh0","BTS","One More Night","BIGHIT MUSIC",27,76,5,"1699510"
108,"spotify:track:4mWvUyxAax81We11pYY4up","Mc Iguinho Ct, Mc Negão Original, Aaron Modesto, Mc Dena, MC GP, MC Ryan SP, MC Willian, DJ Guh Mix, DU'L, MC RN do Capão, Marquinho no Beat","Semi Nua 2","Universal Music Ltda.",49,79,7,"1695099"
109,"spotify:track:0w6r5qCpDyHTssq15PBlgv","CountryBeat, Mc Jacaré, DJ JHOW BEATS","Te Amei","CountryBeat",109,-1,1,"1668750"
110,"spotify:track:7mxojgcpmGboRM1TH1uzmQ","Anitta, Ponto De Equilíbrio","Deus Existe","Anitta",110,-1,1,"1628866"
111,"spotify:track:2KGv51jgAz8OTjNPyRryfq","Jorge & Mateus","Pra Sempre Com Você - Ao Vivo","Som Livre",35,93,76,"1617530"
112,"spotify:track:5EMdMjFDucmNsD80Y0mjEI","Marina Sena","Numa Ilha","Sony Music Entertainment",74,107,22,"1605198"
113,"spotify:track:79nMK3bCPAzKd70WiHCv5S","Lauana Prado, Murilo Huff","Pra Você Lembrar De Mim - Ao Vivo","Universal Music Ltda.",81,89,11,"1593430"
114,"spotify:track:3p58wJmZqIc9RjsdeZ5Jfq","Mc Negão Original, MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix","Vou pela Madrugada","Cria Hit BR",23,96,41,"1568341"
115,"spotify:track:6epn3r7S14KUqlReYr77hA","Justin Bieber, Ludacris","Baby","RBMG/Def Jam",115,168,2,"1566818"
116,"spotify:track:473DqaeIno75pBbp0bNrkT","Matheus Vargas, Cleber & Cauan","Desocupa","MV Produções Artisticas",24,113,28,"1564657"
117,"spotify:track:10DHqS0nSXdPwGu1VyjTkR","Felipe e Rodrigo","Caos De Alguém (Ao Vivo)","MK Records",6,112,40,"1560955"
118,"spotify:track:6gquljDBW7rE6mCBzmTRxo","Henrique & Diego, Simone & Simaria","Raspão (feat. Simone & Simaria) - Ao Vivo","Sony Music Entertainment",6,105,103,"1543926"
119,"spotify:track:1Otolzb8QH4OnBc0zlbjjF","Zé Neto & Cristiano","Oi, Tudo Bem? - Ao Vivo","Som Livre",119,192,2,"1540462"
120,"spotify:track:5FOy6KydSZWIJwdtLUj0FS","Anitta, Melly","Ternura","Anitta",120,-1,1,"1532858"
121,"spotify:track:6iok3n58Pi7tFIaecGKfo5","Mayke & Rodrigo, Kaique e Felipe","Te Perdi Pros Paredão - Ao Vivo","WM Brazil",117,120,7,"1517212"
122,"spotify:track:7iBATFYW03nTefCrkadzWb","Mc Jacaré, MC LUUKY, dj andreoli","Vingança","Universal Music Ltda (S&D)",122,-1,1,"1515686"
123,"spotify:track:2BwO5K8Q7EPAJSGze3AAh9","Sabrina Carpenter","Manchild","Island Records",52,88,23,"1508521"
124,"spotify:track:0Ao4OLBAduB4y8H80EKqTO","Natanzinho Lima","Sonho de Amor - Ao Vivo","Sua Música Digital",52,156,33,"1506976"
125,"spotify:track:3plyGpDgzfrnZbpElpfioV","BTS","No. 29","BIGHIT MUSIC",33,91,5,"1499596"
126,"spotify:track:1haTu99Drbh0fs7d09UNPu","Henrique Casttro, Grupo Menos É Mais","Nem Pagando","Universal Music Ltda.",54,160,7,"1498679"
127,"spotify:track:6kA5f7aeOCsGplrPRww1Ez","Henrique & Juliano","Amigo Da Minha Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",18,124,68,"1496259"
128,"spotify:track:6B8pYtoS3XHrc821hExWf6","Natiruts, Amani Kush","Tudo Vai Dar Certo","Sony Music Entertainment",93,115,16,"1495376"
129,"spotify:track:0vFVkEDrV58pAPEtKJLvP5","Songs Five Music, José Jr","Yeshua - Ao Vivo","The Bow",97,125,41,"1492764"
130,"spotify:track:3CRbffdoBzqDqp8h1G5qti","Anitta, Luedji Luna","Bemba","Anitta",130,-1,1,"1483072"
131,"spotify:track:1UvWx2hgpxlF7HPbwLSmIY","O Rappa","Anjos (Pra quem tem fé)","WM Brazil",114,133,21,"1478959"
132,"spotify:track:4vVTI94F9uJ8lHNDWKv0i2","Sean Kingston, Justin Bieber","Eenie Meenie","Epic/Beluga Heights",132,140,2,"1473463"
133,"spotify:track:01FtUiVEcS8JDru6llRRUy","Anitta","Várias Quejas","Anitta",133,-1,1,"1466974"
134,"spotify:track:42AIPMFY5Plqxr4Mw6Bhx9","Henry Freitas","Me Fala Qual Necessidade - Ao Vivo","Sony Music Entertainment",103,119,12,"1464445"
135,"spotify:track:36HbKaih4chZlpK6C9HBBr","Vitor Santana","João 20 + pra Sempre - Ao Vivo","Vitor Santana",43,101,56,"1460841"
136,"spotify:track:7hgKeJgEQyjl6JcpudzvzU","BK, Kolo, Evinha","Cacos De Vidro (sample: Esperar pra Ver)","Gigantes",23,100,49,"1460316"
137,"spotify:track:7wfHnTinwOLmYktsMZz3bo","Mc J9, MC Ryan SP, DJ Guh Mix, Mc Don Juan, Mc Negão Original, Mc Alan JR, Menor Richard, Mc IG, DJ Japa NK","Se Eu Ficar Pá Nem Me Testa (feat. Mc Negão Original, Mc Alan JR, Menor Richard, Mc IG & DJ Japa NK)","Bololo Records",111,117,7,"1448576"
138,"spotify:track:5v747rXdm2NzkchPoMjb2U","Grupo Menos É Mais","Champanhe - Ao Vivo","Som Livre",138,-1,1,"1444782"
139,"spotify:track:6fPALIGFkjmlHKuiiZLRl6","Sotam, Rob","Foi assim","KZN Records",85,99,21,"1438386"
140,"spotify:track:09CtPGIpYB4BrO8qb1RGsF","Justin Bieber","Sorry","RBMG/Def Jam",38,163,34,"1438033"
141,"spotify:track:4cG14mZ54puI4WWLULBrsC","MC GP, MC Leozinho ZS, Fepache, DU'L","S de Solteiro","Legenda Records",108,108,3,"1426729"
142,"spotify:track:0TXpv5zESNCpMZvC0mnJcU","Netto Brito, Pablo","A Cena","Imagine Music co",131,131,4,"1425854"
143,"spotify:track:4JSROzfWqKccwZ68DX1aJe","Luan Santana","Tudo Que Você Quiser - Ao Vivo","Som Livre",123,123,6,"1404765"
144,"spotify:track:6II8HGRVkvVUy0uIM4X5Qq","Marina Sena","Lua Cheia","Sony Music Entertainment",81,126,16,"1400111"
145,"spotify:track:0IBCX7PC9NcfFLuyoHxTNt","Zé Neto & Cristiano","Escondendo o Ouro - Ao Vivo","Som Livre",8,134,48,"1399641"
146,"spotify:track:3nI0piSOxAik2RCpHGloB7","Charlie Brown Jr.","Só Os Loucos Sabem","Best",82,132,53,"1394437"
147,"spotify:track:5GYbkDveRD2I8M5ZJ14hWn","Justin Bieber, Jaden","Never Say Never","RBMG/Def Jam",147,173,2,"1390230"
148,"spotify:track:50kpGaPAhYJ3sGmk6vplg0","Justin Bieber","Love Yourself","RBMG/Def Jam",89,198,34,"1385643"
149,"spotify:track:4H9ZFTGkTG8Frqhqsxrgrs","BK, Luccas Carlos, Nansy Silvvz, Gigantes","Músicas de amor nunca mais","Gigantes",101,109,41,"1384809"
150,"spotify:track:69reWZKMmkwA7x27jBNK1Z","Felipe Rodrigues","Tudo É Perda - Ao Vivo","Felipe Rodrigues",135,135,8,"1382376"
151,"spotify:track:1zkAvehCkCCNDQxTWUY1BI","Henrique & Juliano","De Trás Pra Frente (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",17,161,184,"1372280"
152,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",4,114,29,"1369738"
153,"spotify:track:19QGIdhhRCB303eGVUQyZM","O Rappa","Auto-reverse","WM Brazil",153,-1,3,"1366858"
154,"spotify:track:0Jn2mV8cW1bkTGkyuB26Fs","Fred & Fabrício","Te Amar É Meu Talento - Ao Vivo","Som Livre",111,111,3,"1362749"
155,"spotify:track:6m8AgjfI28ER6odzMxmHtR","Racionais MC's","Vida Loka, Pt. 1","Boogie Naipe",83,127,75,"1358570"
156,"spotify:track:2gLUZtZN1gfercLP9guft3","Léo Santana, Melody","Desliza (""Ólhinho"" No Corpinho)","Universal Music Ltda.",13,143,38,"1358406"
157,"spotify:track:392sOlpw4k1moGsIvkSqtP","Felipe e Rodrigo","Esquina","MK Records",55,148,13,"1356471"
158,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",86,137,94,"1351509"
159,"spotify:track:65O1EyYSg0Leyf0li6Vzah","Dj Yuri Pedrada, Nilo, MC Meno K, Mc Livinho, Mc Negão Original, MC Jvila, MC Ryan SP, Mc Paiva ZS, MC GDL","SET DJ YURI PEDRADA - TRAVA CHIP","GR6 Music",51,122,18,"1347886"
160,"spotify:track:280QfKhmWGn3LbyB39aA7u","Léo Foguete","Cópia Proibida","Sua Música Digital",5,170,77,"1344952"
161,"spotify:track:0cQVqPuHQP4KEwc7ZUQmj6","The Neighbourhood","Sweater Weather","Columbia",79,116,170,"1344521"
162,"spotify:track:5TKTBDb9p1npApJLuQLd7M","Matuê, BNYX, Azul Wynter, Bryan Yepes","BACKSTAGE","30PRAUM",41,128,19,"1340945"
163,"spotify:track:2M6M1f5SVQqamxeyItWZxo","AgroPlay, Ana Castela, CountryBeat","Era Sol Que Me Faltava","Paralogy",11,145,18,"1340365"
164,"spotify:track:0rosNwHC9T8YNu3EvXLPfX","Ferrugem","Me Bloqueia (Ao Vivo)","WM Brazil",65,188,72,"1338788"
165,"spotify:track:3oTuTpF1F3A7rEC6RKsMRz","Dave, Tems","Raindance (feat. Tems)","Neighbourhood",104,104,5,"1335242"
166,"spotify:track:6ccKu0LwJzOhLAxBwP2PTk","Jorge & Mateus","Os Anjos Cantam","Som Livre",134,183,25,"1334381"
