rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
167,"spotify:track:1eJkYhVgo49gndzoCVAwaR","NATTAN, Zé Vaqueiro","Aproveita Que Eu Tô Brigado - Ao Vivo","Nattan",167,-1,1,"1332574"
168,"spotify:track:6gFQhcUOhNXaq965kYEdsH","Delacruz, Maria, Ducon, Luiz Lins, Diomedes Chinaski, BK, Kayuá, Pineapple StormTv","Poesia Acústica #2: Sobre Nós","Pineapple StormTV",91,150,117,"1332053"
169,"spotify:track:1V4aIqx3WJd4wyjcHM5rdU","Anitta, Rincon Sapiência, KING Saints","Nanã","Anitta",169,-1,1,"1332049"
170,"spotify:track:7BodzPDMnkSi75ngUgjN9x","Anitta, Ebony, Papatinho","Vai Dar Caô","Anitta",170,-1,1,"1323144"
171,"spotify:track:3lKOC96UdjCG47HZDJVyih","Simone Mendes","Saudade Proibida - Ao Vivo","Universal Music Ltda.",1,193,55,"1321489"
172,"spotify:track:598ubU6RFZCKFIuqYM81s9","Henrique & Juliano","Aquela Pessoa (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",34,-1,220,"1298378"
173,"spotify:track:5W7OZVxOtnQsPVLOEUvu1G","Yan, Sorriso Maroto","Fica com Deus - Ao Vivo","WM Brazil",138,-1,13,"1296929"
174,"spotify:track:3XLY1NoGu6RPGYaRjGX68T","Henrique & Juliano","Como É Que A Gente Fica (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",23,189,179,"1284483"
175,"spotify:track:7J1uxwnxfQLu4APicE5Rnj","Michael Jackson","Billie Jean","Epic",175,-1,1,"1282387"
176,"spotify:track:0aq5sraSVIpEHY9MZWZDyG","Anitta, Os Garotin","Caso de Amor","Anitta",176,-1,1,"1276640"
177,"spotify:track:4c4tcqYfqiFc527gqNdRE5","Clayton & Romário, Zé Felipe","Se Eu Te Perdoar - Ao Vivo","WM Brazil",6,186,32,"1275483"
178,"spotify:track:7D9BJEcWwRqvQVqPbj1dbF","Preta Gil","Sinais de fogo","WM Brazil",127,157,7,"1275217"
179,"spotify:track:54TwNxgRorpA9lsStXcv0k","Cristiano Araújo","Caso Indefinido - Ao Vivo","Som Livre",102,181,14,"1274031"
180,"spotify:track:76qXdJtgMsCccgwbbLsy5v","Panda, MJ Records","Nos Bares da Cidade / Sem Direção - Ao Vivo","MJ Records.",129,-1,15,"1265326"
181,"spotify:track:1FoV9rUsKIecaQpSap2YLn","Guilherme & Benuto, Luan Santana","Quarto 67 - Ao Vivo","Sony Music Entertainment",45,-1,30,"1265296"
182,"spotify:track:1qyiBNYS01TjMkmoeTLJXN","Matuê","A Morte do Autotune","30PRAUM",33,142,106,"1264696"
183,"spotify:track:4lbPwb1Beo7JU2VwuJRTeR","Henrique & Diego, MC Guime","Suíte 14 - Ao Vivo","Sony Music Entertainment",61,178,38,"1259885"
184,"spotify:track:2o2xhyri4aJUtgMGkf5P0J","ANAVITÓRIA, Lenine","Lisboa","F/SIMAS",83,162,74,"1258983"
185,"spotify:track:4DAzkOviyivt556hQPKgjQ","MC Willian, DJ Japa NK, DJ DAVI DOGDOG","Valentino","Cria Hit BR",23,146,34,"1257815"
186,"spotify:track:3OWSHDzbEdLPQ30vjRxOxo","Fernandinho","Santo Pra Sempre - Ao Vivo no Mineirão","Faz Chover Produções LTDA.",150,179,12,"1255728"
187,"spotify:track:2T6bX3rxdMc9V7ErfOB5yG","El De Las R's","Beretta (De Los Cerros La Escuela)","Dinero Nuevo Records",167,167,4,"1253883"
188,"spotify:track:3M4HJl7D77l86gL1QXGJHG","Lauana Prado, Simone Mendes","Saudade Burra - Ao Vivo","Universal Music Ltda.",11,-1,66,"1251028"
189,"spotify:track:5q0NlM6Pm8Pp3orq7zGiRn","Matheus & Kauan, Jorge & Mateus","Quarta Cadeira - Ao Vivo","Universal Music Ltda.",10,190,137,"1250836"
190,"spotify:track:58lPXPuE7deTicTvsdvVbL","Dexhenry, DJ QUIRINO, Yuri Redicopa, Ascending","Esse Cupido Não Me Ajuda","Ascending Recordz",19,136,20,"1250124"
191,"spotify:track:5QbtKOsjbEGkx0GMiQGBZt","fhop music, Hamilton Rabelo","Tu és + Águas Purificadoras - Ao Vivo","FHOP Music",32,153,106,"1248387"
192,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",48,155,73,"1246127"
193,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",42,141,29,"1243081"
194,"spotify:track:2pu7F1pbK5Yy1G9vR9LtjR","Hugo & Guilherme, Grupo Menos É Mais","Ele E Ela - Ao Vivo","Som Livre",118,-1,17,"1241605"
195,"spotify:track:4pOGEJRVOuaa9oyy7qTGf6","Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo","Fui Mlk","WMD",1,147,74,"1241602"
196,"spotify:track:27rqWKpmFCD0Mmw3XABBOW","DJ YAN MARIOTO, MC Marlon PH, BIG MC","Eu Vou Cuspir","LP Record's",51,130,12,"1241557"
197,"spotify:track:2655xYZ347fG2N6OjkoMQ8","Jorge & Mateus","Logo Eu","Som Livre",65,152,78,"1240765"
198,"spotify:track:5JC2ezFSbkVi4Js4byzKoj","MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Pineapple StormTv","Poesia Acústica #6 Era uma Vez","Pineapple StormTV",18,185,242,"1238965"
199,"spotify:track:3wOVc6yaWVvn40pToer2y3","Panda, MJ Records","Porcelanato - Ao Vivo","Sony Music Entertainment",83,200,7,"1238001"
200,"spotify:track:7evftBiobEwWOwfxiTnnKc","Jorge & Mateus","Calma","Som Livre",133,169,8,"1234694"
