rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
15,"spotify:track:6B7ot6Wlqf7zt3FCkYl2FJ","Grupo Menos É Mais, NATTAN","Pela Última Vez - Ao Vivo","Som Livre",3,17,28,"4091455"
16,"spotify:track:1JUmsSEfVwhdJCVBG83XGU","PEDRO SAMPAIO, Mc Gw, Mc Jhey, Mc Rodrigo do CN, MC Nito","SEQUÊNCIA FEITICEIRA","WM Brazil",2,16,27,"3991827"
17,"spotify:track:020De83tFmcTrgEpzdUCNS","Mc Lele JP, MC Leozinho ZS, MC GH Original, MC Menor ZL, DJ GORDINHO DA VF, MC Meno K, MC PR","Vai Tomando Pock Pock","GRINGOS WORLD PRODUTORA",13,20,22,"3859765"
18,"spotify:track:1lokGTw8YKDexcSPtQ8AQ3","MC Meno K, Oruam, Fepache","Lembrei de Tu","WM Brazil",14,14,3,"3850010"
19,"spotify:track:6omKlm9PHL3w95NzNtVDZd","MC Tuto, DJ Oreia","Faz Parte De Mim","Universal Music Ltda.",10,10,4,"3811370"
20,"spotify:track:4y93vvzu2h8MITw7YyUTcI","Henrique & Juliano","Última Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,23,75,"3778619"
21,"spotify:track:6tUdNbB9aYbX0sUDXOzX1u","Diego & Victor Hugo","Tubarões - Ao Vivo","Sony Music Entertainment",1,22,55,"3681209"
22,"spotify:track:0dI5yI0wplyuwBMEGKXeJC","Felipe e Rodrigo","Ignora (Ao Vivo)","MK Records",17,24,13,"3634650"
23,"spotify:track:1yJYseCZJYRHZkl1DJ3tLs","Mayke & Rodrigo, Panda","Bebe, Beija e Trai - Ao Vivo","WM Brazil",23,26,13,"3543403"
24,"spotify:track:2a9WkloaIu64sryr4JTdTi","Panda, Gusttavo Lima, MJ Records","Calcinha de Renda - Ao Vivo","Sony Music Entertainment",11,12,14,"3384712"
25,"spotify:track:25CffgwZg6vlUdCsHJijZo","Panda, Ícaro e Gilmar, MJ Records","Baqueado - Ao Vivo","MJ Records.",9,30,50,"3268015"
26,"spotify:track:3umoKiuIgHFDaboDpRn6BB","MC GP, MC Meno K, Aaron Modesto, MC RN do Capão, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc Negão Original","Semi Nua","Universal Music Ltda.",26,31,9,"3207625"
27,"spotify:track:1N19UVD4GRBFT6UrDaX6rk","Turma do Pagode, Grupo Menos É Mais","Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo)","Sony Music Entertainment",15,33,84,"3015899"
28,"spotify:track:7G8V8LiyyqwzSlsQLiaitN","Mc Lele JP, DJ Guh Mix","Toma Gostosona","Cria Hit BR",23,46,18,"2990626"
29,"spotify:track:44CTudFZ0kbaIF9n0jk7oU","Matheus & Kauan, Ana Castela","Ilusão De Ótica - Ao Vivo","Universal Music Ltda (S&D)",11,35,58,"2967750"
30,"spotify:track:5jXXQY6LLlEtEWMDL6XcaP","Mc Lele JP, DJ Oreia, Mc DR, Gubeatz, MC Ryan SP, Mc Negão Original","Chatão","GRINGOS WORLD PRODUTORA",30,43,12,"2967320"
31,"spotify:track:48SYVECjCIwWWsqogDHWVF","Luan Pereira, Panda","10 SEGUNDOS","Som Livre",31,-1,1,"2847679"
32,"spotify:track:4tgLMOHoZlWRmEMclryt6T","Oruam, Chefin, Salvador Da Rima, Real Fuba, Elow, Kabeh, Vertigo, NovaChance","Gangstar","MSTT Records",32,42,3,"2830202"
33,"spotify:track:3LZcSnTOCRalXwMXvkZnLZ","Murilo Huff","Saudade Estranha - Du Nada - Ao Vivo","M Show",33,-1,1,"2711161"
34,"spotify:track:5L0d4gFfxGNITmevcFfHnA","NandaTsunami, Stick, Bvga Beatz, Torelli","P.I.T.T.Y. (Parecendo Uma Cafetina)","NandaTsunami",33,51,8,"2691816"
35,"spotify:track:5k7JSycp97vL45zSOoUsTE","Henrique & Juliano","Seja Ex (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",20,52,75,"2674703"
36,"spotify:track:17tg01y3RhlfRKMnd333yL","Danilo e Davi","Apaga Apaga Apaga - Ao Vivo","Som Livre",1,40,69,"2652434"
37,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,45,79,"2645575"
38,"spotify:track:2ejSYn4SfoE07mXPlnYVED","Rafa e Junior, Hugo & Guilherme, DJ Ari SL","Ama Um Maloqueiro","Rafa e Junior",4,47,41,"2622836"
39,"spotify:track:0HixceBFegrCY3GFBB7SlQ","Mari Fernandez, Grelo, Natanzinho Lima","Saudade do Carai","Som Livre",18,37,15,"2599337"
40,"spotify:track:2De1EHbIhepIVLHZ16bySE","Veigh, Supernova Ent","Talvez você precise de mim","Supernova Entertainment",17,48,36,"2558142"
41,"spotify:track:1I6TdHxz61Kf9EFje0dQvg","Luan Santana","OLHO MARROM - Ao Vivo em Lisboa","Sony Music Entertainment",25,28,23,"2556295"
42,"spotify:track:7tesyGMnAFNI0l2xaxcFKi","Henrique & Juliano","Saudade De Quem Eu Sou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",11,39,51,"2506025"
43,"spotify:track:1CqUGmt2Cyn2vvvAyQKJZQ","Danilo e Davi","Não Mexe nas Minhas Gavetas - Ao Vivo","Som Livre",25,25,5,"2486784"
44,"spotify:track:5Nj2UVsxXAvhfYNpcre3al","Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN","FAMOSINHA","BR MUSIC DIREITOS MUSICAIS LTDA.",1,50,42,"2461008"
45,"spotify:track:0UTzWSuoLHFl2JB8ObzQqy","Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records","12 Horas / Pra Você Acreditar - Ao Vivo","Sony Music Entertainment",18,61,48,"2451713"
46,"spotify:track:2gLUZtZN1gfercLP9guft3","Léo Santana, Melody","Desliza (""Ólhinho"" No Corpinho)","Universal Music Ltda.",13,36,31,"2433934"
47,"spotify:track:2s4nhrlWTnmzSnGFH5pyAM","Anitta, Felipe Amorim, HITMAKER","GOSTOSIN","Universal Music Ltda.",17,29,13,"2386393"
48,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",14,27,12,"2384297"
49,"spotify:track:1h0yBDChztCJRTqmI5U6ou","MORADA","É Tudo Sobre Você / Ser Mudado - Ao Vivo","Onimusic",49,58,52,"2380434"
50,"spotify:track:1mnMkTvrPi4iTblXaRvOoi","Gusttavo Lima, Luis Fonsi","Vagabundo","Sony Music Entertainment",13,21,21,"2339073"
51,"spotify:track:38jMHjnOAJDR4QUdk3IXsw","Murilo Huff, Marília Mendonça","Dois Enganados","M Show",49,70,186,"2241141"
52,"spotify:track:1FoV9rUsKIecaQpSap2YLn","Guilherme & Benuto, Luan Santana","Quarto 67 - Ao Vivo","Sony Music Entertainment",45,53,24,"2203034"
53,"spotify:track:2KGv51jgAz8OTjNPyRryfq","Jorge & Mateus","Pra Sempre Com Você - Ao Vivo","Som Livre",35,68,69,"2196482"
54,"spotify:track:5oI9blwsXC8AkTWw6wASY8","Matuê","Máquina do Tempo","Sony Music Entertainment",2,75,128,"2182261"
55,"spotify:track:58lPXPuE7deTicTvsdvVbL","Dexhenry, DJ QUIRINO, Yuri Redicopa, Ascending","Esse Cupido Não Me Ajuda","Ascending Recordz",19,62,13,"2179068"
56,"spotify:track:3p58wJmZqIc9RjsdeZ5Jfq","Mc Negão Original, MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix","Vou pela Madrugada","Cria Hit BR",23,69,34,"2123491"
57,"spotify:track:39KwMv89TaEdaBrvk28AMC","Felipe e Rodrigo","Dois Gumes (Ao Vivo)","MK Records",42,78,17,"2053813"
58,"spotify:track:4ZuUJilJAe5MSA8dXHdOXR","MC Tuto, DJ Oreia","2026","Universal Music Ltda.",34,34,10,"2042841"
59,"spotify:track:035Q417M83JnP3wvSlyFEK","Julliany Souza","Quem É Esse? - Ao Vivo","Julliany Souza",53,66,51,"2026525"
60,"spotify:track:6OPfBo0J6yqzSY9WxNlbA5","MC Willian, DJ Japa NK, DJ DAVI DOGDOG","Valentino","Cria Hit BR",23,82,27,"1990409"
61,"spotify:track:27rqWKpmFCD0Mmw3XABBOW","DJ YAN MARIOTO, MC Marlon PH, BIG MC","Eu Vou Cuspir","LP Record's",54,72,5,"1983385"
62,"spotify:track:34dG0eoSn6ixDyTyurb94X","Jorge & Mateus, Matheus & Kauan","Gaivota","Som Livre",51,57,4,"1982926"
63,"spotify:track:6IFF888dQ0P6ilbj4kL6G8","Grupo Menos É Mais","Aquele Lugar - Ao Vivo","Som Livre",15,65,55,"1974639"
64,"spotify:track:5TKTBDb9p1npApJLuQLd7M","Matuê, BNYX, Azul Wynter, Bryan Yepes","BACKSTAGE","30PRAUM",41,97,12,"1941717"
65,"spotify:track:2lTm559tuIvatlT1u0JYG2","Bad Bunny","BAILE INoLVIDABLE","Rimas Entertainment LLC.",40,44,4,"1914317"
66,"spotify:track:2655xYZ347fG2N6OjkoMQ8","Jorge & Mateus","Logo Eu","Som Livre",66,81,71,"1892882"
67,"spotify:track:5aMgTcyBPH90hWHhbNKTwR","Diego & Victor Hugo","Entregador de Flor - Ao Vivo em Brasília","Sony Music Entertainment",4,84,77,"1883118"
68,"spotify:track:4TvVqX9HOMTvDJXYHxHbq7","Diego & Victor Hugo","Errado o Triplo (Ôh Perigo) - Ao Vivo","Sony Music Entertainment",44,56,5,"1874439"
69,"spotify:track:4JaUZ7HAQRvyG2Vc7J2GVb","Luan Pereira, Léo Foguete, Mc Don Juan","NUNCA ESQUECIDO","Som Livre",24,38,6,"1859347"
70,"spotify:track:473DqaeIno75pBbp0bNrkT","Matheus Vargas, Cleber & Cauan","Desocupa","MV Produções Artisticas",24,73,21,"1855873"
71,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",4,77,22,"1855185"
72,"spotify:track:6bor3RIvmpmz5c435liCs9","Júnior e Cézar","Cheiro De Culpado - Ao Vivo","Universal Music Ltda.",32,32,16,"1846762"
73,"spotify:track:0IBCX7PC9NcfFLuyoHxTNt","Zé Neto & Cristiano","Escondendo o Ouro - Ao Vivo","Som Livre",8,83,41,"1837528"
74,"spotify:track:65O1EyYSg0Leyf0li6Vzah","Dj Yuri Pedrada, Nilo, MC Meno K, Mc Livinho, Mc Negão Original, MC Jvila, MC Ryan SP, Mc Paiva ZS, MC GDL","SET DJ YURI PEDRADA - TRAVA CHIP","GR6 Music",51,80,11,"1833477"
75,"spotify:track:0qZwqMsGSClyrKzbVbRto9","Diego & Arnaldo, Zé Neto & Cristiano","Vai Cair Água - Ao Vivo","Som Livre",21,71,31,"1832598"
76,"spotify:track:65vJAh07BdwurqR9SRa6f8","Ferrugem, Sorriso Maroto","Apaguei Pra Todos - Ao Vivo","WM Brazil",17,85,98,"1816088"
77,"spotify:track:2M6M1f5SVQqamxeyItWZxo","AgroPlay, Ana Castela, CountryBeat","Era Sol Que Me Faltava","Paralogy",11,63,11,"1795562"
78,"spotify:track:1bWYjhtGuje05MGLOAQvpj","Yasmin Sensação","Fanatismo","Ideia Distro Digital",13,74,12,"1780901"
79,"spotify:track:7MnT7msJZg3XBAS0OTfGrB","Legião Urbana","Tempo Perdido","EMI Brazil",61,94,113,"1769145"
80,"spotify:track:1NPnoibZZyeILxD4mpvfAy","Panda, MJ Records","Um Dia Te Levo Comigo / Do Brasil à Argentina - Ao Vivo","MJ Records.",80,96,19,"1765904"
81,"spotify:track:4l2Fyw7EYB5XjcKwqcwuHQ","DJ Zigão, MC Roger","Tô na Brasilia com o Zigão","MSTT RECORDS",18,86,23,"1754861"
82,"spotify:track:6II8HGRVkvVUy0uIM4X5Qq","Marina Sena","Lua Cheia","Sony Music Entertainment",82,87,9,"1745457"
83,"spotify:track:03Xt1TTim0FhR5fS48DLhE","Grupo Menos É Mais","Brinda Aê - Ao Vivo","Som Livre",70,89,11,"1742317"
84,"spotify:track:4c4tcqYfqiFc527gqNdRE5","Clayton & Romário, Zé Felipe","Se Eu Te Perdoar - Ao Vivo","WM Brazil",6,79,25,"1694845"
85,"spotify:track:1DwscornXpj8fmOmYVlqZt","PinkPantheress, Zara Larsson","Stateside + Zara Larsson","Warner Records",85,-1,1,"1647354"
86,"spotify:track:6fPALIGFkjmlHKuiiZLRl6","Sotam, Rob","Foi assim","KZN Records",86,95,14,"1632677"
87,"spotify:track:07kLShG3HTeLXTqnFCqNAJ","Henrique & Juliano","Amigo Da Minha Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",18,103,61,"1624766"
88,"spotify:track:3RDv5uDgHJS8wBdPkoCXUF","2ZDinizz, Leborato, HHR","Beatriz","HHR Records",88,99,8,"1611505"
89,"spotify:track:7Ar8LA0VWbPNI2Oa4aRdeQ","Felipe e Rodrigo","Esquina","MK Records",55,88,6,"1596683"
90,"spotify:track:2YKc5o2kQ6e1Pch1DwpjkO","Matheus & Kauan, Lauana Prado","Admita - Ao Vivo","Universal Music Ltda (S&D)",75,107,6,"1582323"
91,"spotify:track:5EMdMjFDucmNsD80Y0mjEI","Marina Sena","Numa Ilha","Sony Music Entertainment",74,101,15,"1581577"
92,"spotify:track:0AWbhOimtlECEsQP0H5J6Q","Marina Sena, Psirico","CARNAVAL","Sony Music Entertainment",28,55,5,"1574529"
93,"spotify:track:6zxthXT7GUBX83vRmQiN3x","Felipe e Rodrigo","Caos De Alguém (Ao Vivo)","MK Records",6,93,33,"1573179"
94,"spotify:track:2KINhc9Jf5Z6IxdJ3xM07Z","MC Meno K, Fepache, DJ Oreia, DJ Hyago","A Firma Segue Lucrando","BOLOLO REC",59,92,16,"1570879"
95,"spotify:track:6gquljDBW7rE6mCBzmTRxo","Henrique & Diego, Simone & Simaria","Raspão (feat. Simone & Simaria) - Ao Vivo","Sony Music Entertainment",6,102,96,"1555184"
96,"spotify:track:5puMdJT0vTBEnn0k0Cnah4","Filho do Piseiro","Raparigas","Elite Music",96,128,4,"1542405"
97,"spotify:track:1qyiBNYS01TjMkmoeTLJXN","Matuê","A Morte do Autotune","30PRAUM",33,113,99,"1507168"
98,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",49,64,4,"1505393"
99,"spotify:track:69sdOLKjgnwdA2smmct2a9","Gabriel Guedes de Almeida","Santo Pra Sempre - Ao Vivo","Onimusic",93,121,35,"1498610"
100,"spotify:track:3nI0piSOxAik2RCpHGloB7","Charlie Brown Jr.","Só Os Loucos Sabem","Best",82,122,46,"1489940"
