rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
52,"spotify:track:4TvVqX9HOMTvDJXYHxHbq7","Diego & Victor Hugo","Errado o Triplo (Ôh Perigo) - Ao Vivo","Sony Music Entertainment",44,63,7,"2086142"
53,"spotify:track:4tgLMOHoZlWRmEMclryt6T","Oruam, Chefin, Salvador Da Rima, Real Fuba, Elow, Kabeh, Vertigo, NovaChance","Gangstar","MSTT Records",32,44,5,"2079875"
54,"spotify:track:1haTu99Drbh0fs7d09UNPu","Henrique Casttro, Grupo Menos É Mais","Nem Pagando","Universal Music Ltda.",54,72,2,"2066510"
55,"spotify:track:6IFF888dQ0P6ilbj4kL6G8","Grupo Menos É Mais","Aquele Lugar - Ao Vivo","Som Livre",15,57,57,"2025955"
56,"spotify:track:1YyQcX3oM8YsMTKeYFpoKx","Clayton & Romário, Zé Neto & Cristiano","Não Namora - Ao Vivo","WM Brazil",56,101,2,"2024157"
57,"spotify:track:5aMgTcyBPH90hWHhbNKTwR","Diego & Victor Hugo","Entregador de Flor - Ao Vivo em Brasília","Sony Music Entertainment",4,62,79,"2023566"
58,"spotify:track:7yNf9YjeO5JXUE3JEBgnYc","Dominic Fike","Babydoll","Columbia",58,73,4,"2013446"
59,"spotify:track:5oI9blwsXC8AkTWw6wASY8","Matuê","Máquina do Tempo","Sony Music Entertainment",2,50,130,"2009677"
60,"spotify:track:2KGv51jgAz8OTjNPyRryfq","Jorge & Mateus","Pra Sempre Com Você - Ao Vivo","Som Livre",35,49,71,"2009557"
61,"spotify:track:2a9WkloaIu64sryr4JTdTi","Panda, Gusttavo Lima, MJ Records","Calcinha de Renda - Ao Vivo","Sony Music Entertainment",11,58,16,"1964248"
62,"spotify:track:2nkaw0AGEhUzXhykS4TunP","Patrick Costa, Henrique & Juliano, Xand Avião","Lembranças De Amor / Quando Você Some / Morango Do Nordeste / Dou A Vida Por Um Beijo - Ao Vivo","Universal Music Ltda (S&D)",60,162,5,"1946233"
63,"spotify:track:27rqWKpmFCD0Mmw3XABBOW","DJ YAN MARIOTO, MC Marlon PH, BIG MC","Eu Vou Cuspir","LP Record's",51,51,7,"1940631"
64,"spotify:track:3p58wJmZqIc9RjsdeZ5Jfq","Mc Negão Original, MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix","Vou pela Madrugada","Cria Hit BR",23,56,36,"1926128"
65,"spotify:track:1FoV9rUsKIecaQpSap2YLn","Guilherme & Benuto, Luan Santana","Quarto 67 - Ao Vivo","Sony Music Entertainment",45,54,26,"1925871"
66,"spotify:track:035Q417M83JnP3wvSlyFEK","Julliany Souza","Quem É Esse? - Ao Vivo","Julliany Souza",53,60,53,"1921086"
67,"spotify:track:2655xYZ347fG2N6OjkoMQ8","Jorge & Mateus","Logo Eu","Som Livre",65,65,73,"1916034"
68,"spotify:track:58lPXPuE7deTicTvsdvVbL","Dexhenry, DJ QUIRINO, Yuri Redicopa, Ascending","Esse Cupido Não Me Ajuda","Ascending Recordz",19,53,15,"1913058"
69,"spotify:track:39KwMv89TaEdaBrvk28AMC","Felipe e Rodrigo","Dois Gumes (Ao Vivo)","MK Records",42,59,19,"1880708"
70,"spotify:track:3RDv5uDgHJS8wBdPkoCXUF","2ZDinizz, Leborato, HHR","Beatriz","HHR Records",70,84,10,"1865590"
71,"spotify:track:2gLUZtZN1gfercLP9guft3","Léo Santana, Melody","Desliza (""Ólhinho"" No Corpinho)","Universal Music Ltda.",13,52,33,"1856344"
72,"spotify:track:34dG0eoSn6ixDyTyurb94X","Jorge & Mateus, Matheus & Kauan","Gaivota","Som Livre",51,77,6,"1828227"
73,"spotify:track:65O1EyYSg0Leyf0li6Vzah","Dj Yuri Pedrada, Nilo, MC Meno K, Mc Livinho, Mc Negão Original, MC Jvila, MC Ryan SP, Mc Paiva ZS, MC GDL","SET DJ YURI PEDRADA - TRAVA CHIP","GR6 Music",51,76,13,"1785272"
74,"spotify:track:6cx7X0XcCITnhIojf7c36T","CountryBeat, Ana Castela","Quem Que Tá","CountryBeat",74,80,3,"1781528"
75,"spotify:track:0qZwqMsGSClyrKzbVbRto9","Diego & Arnaldo, Zé Neto & Cristiano","Vai Cair Água - Ao Vivo","Som Livre",21,91,33,"1780931"
76,"spotify:track:7MnT7msJZg3XBAS0OTfGrB","Legião Urbana","Tempo Perdido","EMI Brazil",61,64,115,"1780065"
77,"spotify:track:4ZuUJilJAe5MSA8dXHdOXR","MC Tuto, DJ Oreia","2026","Universal Music Ltda.",34,68,12,"1749638"
78,"spotify:track:6swbbMI7aNHRAJgNaP5Ku0","Filho do Piseiro, Claudio Ney & Juliana","Meu Pai Paga Minha Faculdade / Mexe Essa Sanfona / Eu Vou Pra Vaquejada / Vuco Vuco / Rei Do Baralho / Sala De Reboco","Elite Music",78,113,2,"1745472"
79,"spotify:track:03Xt1TTim0FhR5fS48DLhE","Grupo Menos É Mais","Brinda Aê - Ao Vivo","Som Livre",70,87,13,"1737306"
80,"spotify:track:0UTzWSuoLHFl2JB8ObzQqy","Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records","12 Horas / Pra Você Acreditar - Ao Vivo","Sony Music Entertainment",18,71,50,"1708843"
81,"spotify:track:2YKc5o2kQ6e1Pch1DwpjkO","Matheus & Kauan, Lauana Prado","Admita - Ao Vivo","Universal Music Ltda (S&D)",75,92,8,"1705110"
82,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",4,74,24,"1699438"
83,"spotify:track:2M6M1f5SVQqamxeyItWZxo","AgroPlay, Ana Castela, CountryBeat","Era Sol Que Me Faltava","Paralogy",11,86,13,"1675896"
84,"spotify:track:5TKTBDb9p1npApJLuQLd7M","Matuê, BNYX, Azul Wynter, Bryan Yepes","BACKSTAGE","30PRAUM",41,70,14,"1675711"
85,"spotify:track:1NPnoibZZyeILxD4mpvfAy","Panda, MJ Records","Um Dia Te Levo Comigo / Do Brasil à Argentina - Ao Vivo","MJ Records.",79,79,21,"1671711"
86,"spotify:track:6nNtdCNvY30m0PNejEIzdL","Fernando & Sorocaba, Hugo & Guilherme","Teus Segredos - Ao Vivo","F&S Producoes Artisticas",86,-1,1,"1665591"
87,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",14,66,14,"1653974"
88,"spotify:track:2s4nhrlWTnmzSnGFH5pyAM","Anitta, Felipe Amorim, HITMAKER","GOSTOSIN","Universal Music Ltda.",17,67,15,"1645226"
89,"spotify:track:473DqaeIno75pBbp0bNrkT","Matheus Vargas, Cleber & Cauan","Desocupa","MV Produções Artisticas",24,78,23,"1630386"
90,"spotify:track:4l2Fyw7EYB5XjcKwqcwuHQ","DJ Zigão, MC Roger","Tô na Brasilia com o Zigão","MSTT RECORDS",18,75,25,"1628444"
91,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,94,160,"1625517"
92,"spotify:track:7hgKeJgEQyjl6JcpudzvzU","BK, Kolo, Evinha","Cacos De Vidro (sample: Esperar pra Ver)","Gigantes",23,97,44,"1618908"
93,"spotify:track:6B8pYtoS3XHrc821hExWf6","Natiruts, Amani Kush","Tudo Vai Dar Certo","Sony Music Entertainment",93,111,11,"1606821"
94,"spotify:track:6II8HGRVkvVUy0uIM4X5Qq","Marina Sena","Lua Cheia","Sony Music Entertainment",81,81,11,"1603514"
95,"spotify:track:4c4tcqYfqiFc527gqNdRE5","Clayton & Romário, Zé Felipe","Se Eu Te Perdoar - Ao Vivo","WM Brazil",6,93,27,"1586196"
96,"spotify:track:6gquljDBW7rE6mCBzmTRxo","Henrique & Diego, Simone & Simaria","Raspão (feat. Simone & Simaria) - Ao Vivo","Sony Music Entertainment",6,104,98,"1580337"
97,"spotify:track:6fPALIGFkjmlHKuiiZLRl6","Sotam, Rob","Foi assim","KZN Records",85,85,16,"1579698"
98,"spotify:track:4DAzkOviyivt556hQPKgjQ","MC Willian, DJ Japa NK, DJ DAVI DOGDOG","Valentino","Cria Hit BR",23,69,29,"1559153"
99,"spotify:track:07kLShG3HTeLXTqnFCqNAJ","Henrique & Juliano","Amigo Da Minha Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",18,96,63,"1545980"
100,"spotify:track:0IBCX7PC9NcfFLuyoHxTNt","Zé Neto & Cristiano","Escondendo o Ouro - Ao Vivo","Som Livre",8,88,43,"1526147"
