rank,track_name,artist_name,listeners,mbid,url,date,country
156,Sangue Latino,Secos & Molhados,15969,0ea43d27-1223-3e53-8162-f9650168017a,https://www.last.fm/music/Secos+&+Molhados/_/Sangue+Latino,2026-04-19,Brazil
157,So Easy (To Fall In Love),Olivia Dean,15938,17b3a0f2-3819-4b64-8284-dfda276f6a63,https://www.last.fm/music/Olivia+Dean/_/So+Easy+(To+Fall+In+Love),2026-04-19,Brazil
158,Boys Don't Cry,The Cure,15929,0084450d-ee80-4331-ab66-34227997155c,https://www.last.fm/music/The+Cure/_/Boys+Don%27t+Cry,2026-04-19,Brazil
159,SLOW DANCING IN THE DARK,Joji,15916,0131d153-659e-4f84-9482-b67ad9b5ad3b,https://www.last.fm/music/Joji/_/SLOW+DANCING+IN+THE+DARK,2026-04-19,Brazil
160,"One of the Girls (with JENNIE, Lily Rose Depp)",The Weeknd,15913,8847209e-10d3-4c9a-8a7b-53c7544dd9db,"https://www.last.fm/music/The+Weeknd/_/One+of+the+Girls+(with+JENNIE,+Lily+Rose+Depp)",2026-04-19,Brazil
161,HOT TO GO!,Chappell Roan,15886,49a0c2c2-e777-4c0b-896d-1940efef1bea,https://www.last.fm/music/Chappell+Roan/_/HOT+TO+GO%21,2026-04-19,Brazil
162,Feel Good Inc.,Gorillaz,15871,00b527e3-4f83-36b5-b448-e90ff86d9099,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.,2026-04-19,Brazil
163,She Did It Again (feat. Zara Larsson),Tyla,15835,,https://www.last.fm/music/Tyla/_/She+Did+It+Again+(feat.+Zara+Larsson),2026-04-19,Brazil
164,Guess featuring billie eilish,Charli xcx,15714,69f5ed7f-a914-41d8-a2a9-e7d47e9e33a8,https://www.last.fm/music/Charli+xcx/_/Guess+featuring+billie+eilish,2026-04-19,Brazil
165,One Time,Justin Bieber,15710,009febd9-fb5d-34a4-9686-38e5c6469afd,https://www.last.fm/music/Justin+Bieber/_/One+Time,2026-04-19,Brazil
166,Pink Pony Club,Chappell Roan,15709,0ce53184-5289-4792-8f4e-e807b4ebece9,https://www.last.fm/music/Chappell+Roan/_/Pink+Pony+Club,2026-04-19,Brazil
167,Lush Life,Zara Larsson,15665,005e43bc-ada9-4648-b92f-e3da9a48b2f1,https://www.last.fm/music/Zara+Larsson/_/Lush+Life,2026-04-19,Brazil
168,Aerials,System of a Down,15605,094431ef-a693-4daa-9bff-fcb1c107dc08,https://www.last.fm/music/System+of+a+Down/_/Aerials,2026-04-19,Brazil
169,Like Him (feat. Lola Young),"Tyler, The Creator",15600,d2877d7d-2ee9-4260-910d-43c46710d5ff,"https://www.last.fm/music/Tyler,+The+Creator/_/Like+Him+(feat.+Lola+Young)",2026-04-19,Brazil
170,Good Graces,Sabrina Carpenter,15551,3b871a1a-b110-45dc-8867-186942cee61d,https://www.last.fm/music/Sabrina+Carpenter/_/Good+Graces,2026-04-19,Brazil
171,Caju,Liniker,15513,9e8c2f19-c7da-4bf5-9950-d92fa3df479b,https://www.last.fm/music/Liniker/_/Caju,2026-04-19,Brazil
172,Charme,Liniker,15510,0993932e-0abb-45d8-ae19-74976db7f43b,https://www.last.fm/music/Liniker/_/Charme,2026-04-19,Brazil
173,Me chamando de paixão,Jorge Ben Jor,15468,,https://www.last.fm/music/Jorge+Ben+Jor/_/Me+chamando+de+paix%C3%A3o,2026-04-19,Brazil
174,NUEVAYoL,Bad Bunny,15456,0780271f-9882-4e41-ba9a-546c69bcb914,https://www.last.fm/music/Bad+Bunny/_/NUEVAYoL,2026-04-19,Brazil
175,Japonês,Brandão85,15439,,https://www.last.fm/music/Brand%C3%A3o85/_/Japon%C3%AAs,2026-04-19,Brazil
176,get him back!,Olivia Rodrigo,15423,24ff8da1-3795-460d-bee2-f24804cb8007,https://www.last.fm/music/Olivia+Rodrigo/_/get+him+back%21,2026-04-19,Brazil
177,No One Noticed,The Marías,15421,56a4c981-da81-4f1f-a382-bbb94f0ba319,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed,2026-04-19,Brazil
178,Never Getting Laid,Sabrina Carpenter,15385,65241d2a-72ee-459c-ab4d-9dc1883f1675,https://www.last.fm/music/Sabrina+Carpenter/_/Never+Getting+Laid,2026-04-19,Brazil
179,undressed,sombr,15378,4f720de8-5e2b-44df-814c-3fcefb9cb493,https://www.last.fm/music/sombr/_/undressed,2026-04-19,Brazil
180,In the End,Linkin Park,15323,000125d9-cf0d-3354-926b-704befae9577,https://www.last.fm/music/Linkin+Park/_/In+the+End,2026-04-19,Brazil
181,My Kink Is Karma,Chappell Roan,15319,113a3b8f-c055-4802-832b-d33d41e1ebf3,https://www.last.fm/music/Chappell+Roan/_/My+Kink+Is+Karma,2026-04-19,Brazil
182,BRITTANY MURPHY.,Slayyyter,15311,0126bedf-8d0f-442f-8f8b-52b30d95f43c,https://www.last.fm/music/Slayyyter/_/BRITTANY+MURPHY.,2026-04-19,Brazil
183,Mystery of Love,Sufjan Stevens,15305,365171e6-34e2-47cf-bd34-ca4194a8f643,https://www.last.fm/music/Sufjan+Stevens/_/Mystery+of+Love,2026-04-19,Brazil
184,Cacos De Vidro (sample: Esperar pra Ver),BK,15278,,https://www.last.fm/music/BK/_/Cacos+De+Vidro+(sample:+Esperar+pra+Ver),2026-04-19,Brazil
185,OLD FLING$,Slayyyter,15214,f814f2ce-78cb-49cf-be07-d5d24acbbe56,https://www.last.fm/music/Slayyyter/_/OLD+FLING$,2026-04-19,Brazil
186,The Chain - 2004 Remaster,Fleetwood Mac,15209,cd06c484-9319-4376-a104-504871e19756,https://www.last.fm/music/Fleetwood+Mac/_/The+Chain+-+2004+Remaster,2026-04-19,Brazil
187,Every Breath You Take,The Police,15203,00aac12d-7ed9-47d7-93e1-ca7f3712b46b,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take,2026-04-19,Brazil
188,Combo da Sorte,Marina Sena,15183,f06a7cf3-dd19-43d9-a008-6c852c40f6af,https://www.last.fm/music/Marina+Sena/_/Combo+da+Sorte,2026-04-19,Brazil
189,Oceano,Djavan,15177,18212e5b-85a2-384f-b86d-65cd7fe18ea3,https://www.last.fm/music/Djavan/_/Oceano,2026-04-19,Brazil
190,Faint,Linkin Park,15175,051f95e0-b0ca-4ec1-bb6c-4b89c81afc36,https://www.last.fm/music/Linkin+Park/_/Faint,2026-04-19,Brazil
191,"Girl, so confusing featuring lorde",Charli xcx,15173,ee3ed19e-0fcd-46b2-8bcb-5957a39ef3ae,"https://www.last.fm/music/Charli+xcx/_/Girl,+so+confusing+featuring+lorde",2026-04-19,Brazil
192,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,15052,31fcd8eb-9174-4d31-a6fe-5c3a25e3a8c2,https://www.last.fm/music/The+Smiths/_/Heaven+Knows+I%27m+Miserable+Now+-+2011+Remaster,2026-04-19,Brazil
193,We Almost Broke Up Again Last Night,Sabrina Carpenter,15030,03c30fcc-0da4-4c66-bc28-8abddd20a32b,https://www.last.fm/music/Sabrina+Carpenter/_/We+Almost+Broke+Up+Again+Last+Night,2026-04-19,Brazil
194,Pensamentos Intrusivos,Ebony,14998,734e131c-cd9f-41ad-9c6e-3c56587ca62c,https://www.last.fm/music/Ebony/_/Pensamentos+Intrusivos,2026-04-19,Brazil
195,Like a Tattoo,Sade,14871,0d84184d-b41b-371d-80f1-12e1069f6b55,https://www.last.fm/music/Sade/_/Like+a+Tattoo,2026-04-19,Brazil
196,360,Charli xcx,14739,21f963d0-7712-42f3-8526-d4b2e1d5328f,https://www.last.fm/music/Charli+xcx/_/360,2026-04-19,Brazil
197,Cinnamon Girl,Lana Del Rey,14733,111b16ec-fbe7-45b8-9587-64f6cfef8598,https://www.last.fm/music/Lana+Del+Rey/_/Cinnamon+Girl,2026-04-19,Brazil
198,Somewhere I Belong,Linkin Park,14685,03006aa3-8f86-3408-a95a-78566dea652c,https://www.last.fm/music/Linkin+Park/_/Somewhere+I+Belong,2026-04-19,Brazil
199,West Coast,Lana Del Rey,14663,00c61abc-d511-49cd-9669-d5cc3b3682cd,https://www.last.fm/music/Lana+Del+Rey/_/West+Coast,2026-04-19,Brazil
200,First Light,Lana Del Rey,14611,2c18dc93-70d3-4210-a422-b319275f5d23,https://www.last.fm/music/Lana+Del+Rey/_/First+Light,2026-04-19,Brazil
