date,artist_name,track_name,track_playcount,track_listeners,track_rank
2026-04-22,Mc Morena,MTG TAPA NA CARA,214394,44088,2
2026-04-22,Mc Morena,Vem Me Machuca,123023,31979,3
2026-04-22,Mc Morena,Tesão Cabuloso,49861,9580,4
2026-04-22,Mc Morena,Ate quebrar a cama 2.0 - Remix Forró,16731,6438,5
2026-04-22,Mc Morena,Automotivo Outside,24140,6394,6
2026-04-22,Mc Morena,Malícia,9744,3565,7
2026-04-22,Mc Morena,Cheia de Maldade,6882,3433,8
2026-04-22,Mc Morena,Jeito safado,4286,2044,9
2026-04-22,Mc Morena,No Beco Foi Sequenciada,3796,1702,10
2026-04-22,Mc Negão Original,MEDLEY DE IGARATÁ 3,950667,103710,1
2026-04-22,Mc Negão Original,Vou pela Madrugada,395668,48515,2
2026-04-22,Mc Negão Original,Medley de Igaratá 4,230382,46221,3
2026-04-22,Mc Negão Original,Toma Que Toma,208725,30925,4
2026-04-22,Mc Negão Original,Bbzão da Boca Inchada,220921,30793,5
2026-04-22,Mc Negão Original,Medley de Igaratá 6,79392,23805,6
2026-04-22,Mc Negão Original,A Nata,195007,23699,7
2026-04-22,Mc Negão Original,Os Mlk É Ruim,243514,22817,8
2026-04-22,Mc Negão Original,Quando Você Ligou,144847,20765,9
2026-04-22,Mc Negão Original,Ai Se Seu Closet Falasse (Semi Nua),65021,17318,10
2026-04-22,MC Rick,Ela Não Presta,371091,56973,1
2026-04-22,MC Rick,Me Jogou no Lixo,265176,55385,2
2026-04-22,MC Rick,Cupido Fdp 2,219168,39067,3
2026-04-22,MC Rick,Mec Mec Tranquilin,157042,38703,4
2026-04-22,MC Rick,Terminei Com A Ex,231701,35523,5
2026-04-22,MC Rick,Nada Mudou,182086,33731,6
2026-04-22,MC Rick,My Names Mc Rick,148258,27919,7
2026-04-22,MC Rick,Nada Vai Mudar,132048,24829,8
2026-04-22,MC Rick,Alguém Tem Isqueiro,117043,22997,9
2026-04-22,MC Rick,Lá no PPG,133569,21657,10
2026-04-22,MC RN do Capão,Alô Biel,26706,5582,1
2026-04-22,MC RN do Capão,Skunk Achocolatado,35118,4148,2
2026-04-22,MC RN do Capão,Rua de Cima,6811,2338,3
2026-04-22,MC RN do Capão,Pergunta Lá no Capão,8151,1864,4
2026-04-22,MC RN do Capão,Mandrake É a Profissão,7596,1710,5
2026-04-22,MC RN do Capão,Barraco Bomba,3696,1169,6
2026-04-22,MC RN do Capão,Bica na Giratória,6407,1114,7
2026-04-22,MC RN do Capão,Terra da Garoa,2376,775,8
2026-04-22,MC RN do Capão,Nata de Sp,4453,768,9
2026-04-22,MC RN do Capão,Muita Atividade,1939,662,10
2026-04-22,Mc Rodrigo do CN,Amantes da Foda,2107207,206485,1
2026-04-22,Mc Rodrigo do CN,Macetada nas do Job,666601,82336,2
2026-04-22,Mc Rodrigo do CN,Vou Te Macetar,408052,70643,3
2026-04-22,Mc Rodrigo do CN,Amanhã Pinote,85585,18790,4
2026-04-22,Mc Rodrigo do CN,"SEM FRESCURA SEM PIRRACA, SEM MIMIMI",57134,17638,5
2026-04-22,Mc Rodrigo do CN,Joga na Frequência do Radio,45062,14204,6
2026-04-22,Mc Rodrigo do CN,"Sem Frescura, Sem Pirraça",35711,13094,7
2026-04-22,Mc Rodrigo do CN,"Solteiro Eu Vim, Solteiro Eu Vou",24433,10013,8
2026-04-22,Mc Rodrigo do CN,TO NA ATIVIDADE,39267,9304,9
2026-04-22,Mc Rodrigo do CN,Eita Rayane,30280,7388,10
2026-04-22,MC Ryan SP,Namora Aí,472815,80374,1
2026-04-22,MC Ryan SP,Melhor Vibe,369271,50436,2
2026-04-22,MC Ryan SP,Sexta Feira Hoje Tem,260846,36716,3
2026-04-22,MC Ryan SP,Tchau Obrigado,308192,34341,4
2026-04-22,MC Ryan SP,Revoada do Tubarão 3,173766,31824,5
2026-04-22,MC Ryan SP,Revoada do Tubarão,208582,31191,6
2026-04-22,MC Ryan SP,Perfeita,168186,29386,7
2026-04-22,MC Ryan SP,Sereia Me Perdoa,208275,24937,8
2026-04-22,MC Ryan SP,Nois Não é Migo,234812,23313,9
2026-04-22,MC Ryan SP,Google da Minha Vida,106501,21428,10
2026-04-22,MC Tuto,Barbie,917297,135717,1
2026-04-22,MC Tuto,Do Job,502810,91025,2
2026-04-22,MC Tuto,2025,291306,53954,3
2026-04-22,MC Tuto,E Aí Como Que Tá ?,364144,53506,4
2026-04-22,MC Tuto,Gata - Barbie,115384,26843,5
2026-04-22,MC Tuto,Faz Parte De Mim,67412,22386,6
2026-04-22,MC Tuto,Menina,126603,21608,7
2026-04-22,MC Tuto,2026,66193,20270,8
2026-04-22,MC Tuto,Deixa Nós Viver em Paz,51811,11456,9
2026-04-22,MC Tuto,Faixa Pink,38852,9204,10
2026-04-22,Melk Villar,Olha para Mim,11734,1917,1
2026-04-22,Melk Villar,Olha Para Mim - Acústico,2584,648,2
2026-04-22,Melk Villar,Louco Sou,3431,601,3
2026-04-22,Melk Villar,O Amor Venceu,3021,582,4
2026-04-22,Melk Villar,Era Eu,1195,538,5
2026-04-22,Melk Villar,O Que Eu Preciso É de Jesus (Live Session),1625,477,6
2026-04-22,Melk Villar,Amanhecer - Live,2646,437,7
2026-04-22,Melk Villar,O Caminho de Volta,2074,357,8
2026-04-22,Melk Villar,Tudo para Ti,1997,350,9
2026-04-22,Melk Villar,Indiferença,1534,279,10
2026-04-22,Melody,"Love, Love",1105134,119356,1
2026-04-22,Melody,Assalto Perigoso,1018853,111521,2
2026-04-22,Melody,Esa Diva,625157,49948,3
2026-04-22,Melody,No Batidão,192503,32484,4
2026-04-22,Melody,El Baile del Gorila,103744,30535,5
2026-04-22,Melody,Fake Amor 2,170752,25315,6
2026-04-22,Melody,Barbie de Chapéu,104441,21042,7
2026-04-22,Melody,Esa Diva - Benidorm Fest Edit,110202,15816,8
2026-04-22,Melody,Princesinha,76228,11421,9
2026-04-22,Melody,Cara de Anjo (Meiga e Abusada),75623,10927,10
2026-04-22,MORADA,É Tudo Sobre Você - Ao Vivo,520833,52565,1
2026-04-22,MORADA,É Tudo Sobre Você / Ser Mudado - Ao Vivo,340449,45091,2
2026-04-22,MORADA,Só Tu És Santo / Uma Coisa / Deixa Queimar / Quando Ele Vem - Ao Vivo,197780,25248,3
2026-04-22,MORADA,Pra Onde Eu Irei? - Live Church,178409,19882,4
2026-04-22,MORADA,Só Tu És Santo - Ao Vivo,147801,19850,5
2026-04-22,MORADA,Emaús - Ao Vivo,180591,17222,6
2026-04-22,MORADA,Para Que Entre o Rei - Ao Vivo,93005,16850,7
2026-04-22,MORADA,Uma Coisa - Ao Vivo,92084,14926,8
2026-04-22,MORADA,Jesus Em Tua Presença - Ao Vivo,88895,11991,9
2026-04-22,MORADA,OH! Se Fendesses - Ao Vivo,112603,11086,10
2026-04-22,NandaTsunami,P.I.T.T.Y. (Parecendo Uma Cafetina),2565772,186968,1
2026-04-22,NandaTsunami,Oi Linda,1014103,111967,2
2026-04-22,NandaTsunami,Pq Vc Não Me Liga?,1132549,91590,3
2026-04-22,NandaTsunami,Segredo e Feitiço,632633,82134,4
2026-04-22,NandaTsunami,Pisca Duas Vezes,614880,73113,5
2026-04-22,NandaTsunami,Pontos de Aura,446699,65283,6
2026-04-22,NandaTsunami,Faço Acontecer,471097,62509,7
2026-04-22,NandaTsunami,Meu Afeto É Obsceno,441364,59842,8
2026-04-22,NandaTsunami,Solta,279943,45456,9
2026-04-22,NandaTsunami,Preciosa (Interlúdio),181550,40575,10
2026-04-22,Natanzinho Lima,Uma e Quinze da Manhã,250614,51706,1
2026-04-22,Natanzinho Lima,5 Da Manhã,178577,35507,2
2026-04-22,Natanzinho Lima,Me Apaixonei Nessa Morena,101886,25115,3
2026-04-22,Natanzinho Lima,Sonho de Amor - Ao Vivo,128912,25096,4
2026-04-22,Natanzinho Lima,Logo Eu - Ao Vivo,105796,23893,5
2026-04-22,Natanzinho Lima,Mentira Estampada Na Cara,111915,20643,6
2026-04-22,Natanzinho Lima,Vagabundo Apaixonado,80823,18511,7
2026-04-22,Natanzinho Lima,5 da Manhã - Ao Vivo,62565,18199,8
2026-04-22,Natanzinho Lima,Só Mais Uma Vez,63354,17034,9
2026-04-22,Natanzinho Lima,As Lembranças Vão Na Mala,67118,16584,10
2026-04-22,NATTAN,Love Gostosinho - Ao Vivo,964776,124489,1
2026-04-22,NATTAN,Morena,913094,123153,2
2026-04-22,NATTAN,Última Noite,764209,119117,3
2026-04-22,NATTAN,Amor Na Praia,369569,73893,4
2026-04-22,NATTAN,Eu Vou Sentar - Ao Vivo em São Paulo,282437,55325,5
2026-04-22,NATTAN,A Gente Se Entrega,257525,51145,6
2026-04-22,NATTAN,P Q P,317873,49959,7
2026-04-22,NATTAN,Nunca Mais - Ao Vivo,270921,49530,8
2026-04-22,NATTAN,PELADO,382950,48860,9
2026-04-22,NATTAN,Não Me Esqueceu Né?,243453,44875,10
2026-04-22,Orochi,Amor de Fim de Noite,1384851,151111,1
2026-04-22,Orochi,Sereia,1139253,120268,2
2026-04-22,Orochi,Mitsubishi,1108092,103148,3
2026-04-22,Orochi,Mesma História,927272,77856,4
2026-04-22,Orochi,Balão,615558,68977,5
2026-04-22,Orochi,Acende o Isqueiro,496626,64979,6
2026-04-22,Orochi,Celebridade,649332,62662,7
2026-04-22,Orochi,Lobo,505647,54845,8
2026-04-22,Orochi,Fashion,406963,48875,9
2026-04-22,Orochi,CICATRIZES,458649,48769,10
2026-04-22,Oruam,Oh Garota Eu Quero Você Só Pra Mim,783580,113600,1
2026-04-22,Oruam,ROLÉ NA FAVELA DE NAVE,521635,91326,2
2026-04-22,Oruam,Oh Garota Eu Quero Você Só Pra Mim.,313745,72952,3
2026-04-22,Oruam,Lei Anti O.R.U.A.M,312135,38860,4
2026-04-22,Oruam,Papo de Agustinho,283991,37683,5
2026-04-22,Oruam,Para de Mentir,246264,36334,6
2026-04-22,Oruam,"Gucci, Prada",164502,27650,7
2026-04-22,Oruam,22 Meu Vulgo,201563,26523,8
2026-04-22,Oruam,Predestinado,185210,26150,9
2026-04-22,Oruam,Filho do Dono,151488,20463,10
2026-04-22,Panda,Baqueado - Ao Vivo,382985,48690,1
2026-04-22,Panda,Eu Te Seguro - Ao Vivo,264668,44005,2
2026-04-22,Panda,Los Malaventurados No Lloran,311385,37500,3
2026-04-22,Panda,12 Horas / Pra Você Acreditar - Ao Vivo,248340,32775,4
2026-04-22,Panda,Procedimientos Para Llegar A Un Común Acuerdo,209031,24906,5
2026-04-22,Panda,Um Dia Te Levo Comigo / Do Brasil à Argentina - Ao Vivo,90041,23021,6
2026-04-22,Panda,Narcisista Por Excelencia,164354,22898,7
2026-04-22,Panda,Tem Que Ser Você / O Que Combina Comigo É Você - Ao Vivo,106728,20273,8
2026-04-22,Panda,Calcinha de Renda - Ao Vivo,63682,17547,9
2026-04-22,Panda,Nos Bares da Cidade / Sem Direção - Ao Vivo,78887,17149,10
2026-04-22,PEDRO SAMPAIO,ESCADA DO PRÉDIO,2885178,240535,1
2026-04-22,PEDRO SAMPAIO,JETSKI,2819900,231338,2
2026-04-22,PEDRO SAMPAIO,Sequência Feiticeira,2358403,231092,3
2026-04-22,PEDRO SAMPAIO,POCPOC,2002566,196833,4
2026-04-22,PEDRO SAMPAIO,ATENÇÃO,2264419,185219,5
2026-04-22,PEDRO SAMPAIO,DANÇARINA,1639737,177582,6
2026-04-22,PEDRO SAMPAIO,SEQUÊNCIA STRIPTEASE,2058865,177313,7
2026-04-22,PEDRO SAMPAIO,GALOPA,1622895,173039,8
2026-04-22,PEDRO SAMPAIO,SENTADÃO,1115788,160933,9
2026-04-22,PEDRO SAMPAIO,ENSAIO DAS MARAVILHAS,833403,139134,10
2026-04-22,Racionais MC's,"Vida Loka, Pt. 1",2036002,220348,1
2026-04-22,Racionais MC's,Negro Drama,1769654,190618,2
2026-04-22,Racionais MC's,"Vida Loka, Pt. 2",1898428,185176,3
2026-04-22,Racionais MC's,Jesus Chorou,1661413,162465,4
2026-04-22,Racionais MC's,Estilo Cachorro,1193576,143111,5
2026-04-22,Racionais MC's,Jorge Da Capadócia,1104976,136847,6
2026-04-22,Racionais MC's,Eu Sou 157,1045241,127391,7
2026-04-22,Racionais MC's,Da Ponte Pra Cá,899734,114622,8
2026-04-22,Racionais MC's,A Vida É Desafio,747780,109656,9
2026-04-22,Racionais MC's,"Capítulo 4, Versículo 3",720230,105640,10
2026-04-22,Simone Mendes,Erro Gostoso - Ao Vivo,1417018,131307,1
2026-04-22,Simone Mendes,Dois Fugitivos - Ao Vivo,1308763,78322,2
2026-04-22,Simone Mendes,Dois Tristes - Ao Vivo,633702,68539,3
2026-04-22,Simone Mendes,Me Ama Ou Me Larga - Ao Vivo,511364,42687,4
2026-04-22,Simone Mendes,Saudade Proibida - Ao Vivo,424321,41039,5
2026-04-22,Simone Mendes,Mulher Foda - Ao Vivo,411965,36203,6
2026-04-22,Simone Mendes,Meu Pra Sempre Não Era Meu - Ao Vivo,123717,23364,7
2026-04-22,Simone Mendes,Mesa Vermelha,49990,17412,8
2026-04-22,Simone Mendes,Caso Sem Nome - Ao Vivo,80654,16696,9
2026-04-22,Simone Mendes,Pior Parte - Ao Vivo,111469,14786,10
2026-04-22,Stick,Fuel,4216,1210,1
2026-04-22,Stick,No Groovy,1573,468,2
2026-04-22,Stick,Grind,1092,347,3
2026-04-22,Stick,Stoning,997,295,4
2026-04-22,Stick,Disposable,888,269,5
2026-04-22,Stick,Zero,797,242,6
2026-04-22,Stick,Conditional,730,242,7
2026-04-22,Stick,Taught To Lose,826,240,8
2026-04-22,Stick,Long Division,245,75,9
2026-04-22,Stick,Drinking and Driving,253,69,10
2026-04-22,Taylor Swift,Blank Space,28086292,1822211,1
2026-04-22,Taylor Swift,Cruel Summer,48979512,1686669,2
2026-04-22,Taylor Swift,Shake It Off,18762376,1619672,3
2026-04-22,Taylor Swift,Style,33924367,1587015,4
2026-04-22,Taylor Swift,cardigan,44888235,1542710,5
2026-04-22,Taylor Swift,Love Story,14352629,1492773,6
2026-04-22,Taylor Swift,You Belong with Me,13722644,1430378,7
2026-04-22,Taylor Swift,august,42812404,1371166,8
2026-04-22,Taylor Swift,Anti-Hero,34480720,1344758,9
2026-04-22,Taylor Swift,Lover,27458126,1344542,10
2026-04-22,Torelli,I. Grave - Vivace,44843,18666,1
2026-04-22,Torelli,I. Andante,31686,14596,2
2026-04-22,Torelli,Allegro,32662,14468,3
2026-04-22,Torelli,I. (Andante),28449,12881,4
2026-04-22,Torelli,Andante - Allegro,26593,12321,5
2026-04-22,Torelli,Grave. Vivace,16076,8371,6
2026-04-22,Torelli,Concerto No 6 in C minor - Allegro,6476,3347,7
2026-04-22,Torelli,"Trumpet Concerto in D major, G. 28: I. Allegro",5088,2480,8
2026-04-22,Torelli,Concerto No 2 in E minor - Allegro,4500,2406,9
2026-04-22,Torelli,Concerto No 2 in E minor - Presto,4192,2267,10
2026-04-22,Veigh,Novo Balanço,3425249,198712,1
2026-04-22,Veigh,Engana Dizendo Que Ama,2228822,154131,2
2026-04-22,Veigh,Talvez você precise de mim,1747095,126852,3
2026-04-22,Veigh,Vida Chique,1702514,123520,4
2026-04-22,Veigh,Mandraka,1540838,105441,5
2026-04-22,Veigh,Clickbait,1262455,100424,6
2026-04-22,Veigh,Artista Genérico,1279681,96884,7
2026-04-22,Veigh,Meio Pá,1205372,89706,8
2026-04-22,Veigh,Perdoa Por Tudo Vida,1252663,89361,9
2026-04-22,Veigh,Bandana 2,1162642,80078,10
2026-04-22,Vinicius Cruz,Irresistível Amor,617,102,1
2026-04-22,Vinicius Cruz,Rendido a Ti,285,73,2
2026-04-22,Vinicius Cruz,PRAIA NOVA,3,3,3
2026-04-22,Vinicius Cruz,Olha o GÁÁÁSS!!!!,11,2,4
2026-04-22,Vinicius Cruz,Olha o GÁÁÁSS,2,2,5
2026-04-22,Vinicius Cruz,Gordo grita ó o gás e vizinhos ficam pistola,3,1,6
2026-04-22,Vinicius Cruz,Noname,1,1,7
2026-04-22,Vitinho Imperador,Eu Me Apaixonei,385900,74746,1
2026-04-22,Vitinho Imperador,Volta Rapariga,147278,34007,2
2026-04-22,Vitinho Imperador,Ela É Linda - Ao Vivo,72181,20513,3
2026-04-22,Vitinho Imperador,Sem Limites para Sonhar,25434,9553,4
2026-04-22,Vitinho Imperador,Ela É Linda,18160,4872,5
2026-04-22,Vitinho Imperador,Foge Comigo Agora,17210,4850,6
2026-04-22,Vitinho Imperador,Indecente,8588,3731,7
2026-04-22,Vitinho Imperador,Pouca Roupa,8788,3584,8
2026-04-22,Vitinho Imperador,Se Rapariga Fosse Flor,6611,2914,9
2026-04-22,Vitinho Imperador,Baby Fala pra Mim,6043,2684,10
2026-04-22,Xand Avião,Superação Digital,133073,27915,1
2026-04-22,Xand Avião,Algo Mais (Amante) - Ao Vivo,131553,27027,2
2026-04-22,Xand Avião,Ela Aperta a Minha Mente,59712,17752,3
2026-04-22,Xand Avião,Primeiro Passo / Ânsia / Volta Vai - Ao Vivo,62557,17179,4
2026-04-22,Xand Avião,"Não é o Lugar, é a Pessoa",55344,16226,5
2026-04-22,Xand Avião,Inquilina - Ao Vivo,56382,16133,6
2026-04-22,Xand Avião,Não Pode Se Apaixonar,62483,16132,7
2026-04-22,Xand Avião,Novinha do Onlyfans,39430,12882,8
2026-04-22,Xand Avião,Casal Raiz - Ao Vivo,58364,12127,9
2026-04-22,Xand Avião,Quantas Bocas - Ao Vivo,44606,9967,10
2026-04-22,Yasmin Sensação,Fanatismo,429599,76784,1
2026-04-22,Yasmin Sensação,Meu Bem Querer,136539,29976,2
2026-04-22,Yasmin Sensação,Quero o Seu Amor,47548,14937,3
2026-04-22,Yasmin Sensação,Dependente,53857,13853,4
2026-04-22,Yasmin Sensação,Romance com Safadeza,29710,12382,5
2026-04-22,Yasmin Sensação,Confidencial,16294,7477,6
2026-04-22,Yasmin Sensação,Disk Me,15612,6539,7
2026-04-22,Yasmin Sensação,Quatro Sorrisos,12987,5488,8
2026-04-22,Yasmin Sensação,Mais Que Uma Saudade,14968,5457,9
2026-04-22,Yasmin Sensação,Raiva de Você,10081,4018,10
2026-04-22,Ícaro e Gilmar,Voltável - Ao Vivo,160778,14877,1
2026-04-22,Ícaro e Gilmar,Diferentona,111029,14562,2
2026-04-22,Ícaro e Gilmar,A Viola e Eu - Ao Vivo,142549,12877,3
2026-04-22,Ícaro e Gilmar,24 Horas de Amor / Só Dá Você na Minha Vida / Pense em Mim / Talismã (Ao Vivo),98967,12358,4
2026-04-22,Ícaro e Gilmar,Trauma - Ao Vivo,82003,9998,5
2026-04-22,Ícaro e Gilmar,"Rosas, Versos e Vinhos / Sou Fã / Difícil (Ao Vivo)",57840,8168,6
2026-04-22,Ícaro e Gilmar,Convite de Casamento / Degrau da Escada (Ao Vivo),49521,7220,7
2026-04-22,Ícaro e Gilmar,M de Mulher (Ao Vivo),52945,7156,8
2026-04-22,Ícaro e Gilmar,Quando Você Quiser / Não Faz Mais Isso Comigo - Ao Vivo,36295,7021,9
2026-04-22,Ícaro e Gilmar,Logo Logo - Ao Vivo,64919,6596,10
