rank,artist_name,listeners,mbid,url,date,country
1,Sabrina Carpenter,120129,1882fe91-cdd9-49c9-9956-8e06a3810bd4,https://www.last.fm/music/Sabrina+Carpenter,2026-04-22,Brazil
2,Lady Gaga,113511,650e7db6-b795-4eb5-a702-5ea2fc46c848,https://www.last.fm/music/Lady+Gaga,2026-04-22,Brazil
3,Justin Bieber,110546,e0140a67-e4d1-4f13-8a01-364355bee46e,https://www.last.fm/music/Justin+Bieber,2026-04-22,Brazil
4,Olivia Rodrigo,104060,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,https://www.last.fm/music/Olivia+Rodrigo,2026-04-22,Brazil
5,Anitta,103914,d606b860-cc03-4959-a3fd-3a24bccf2560,https://www.last.fm/music/Anitta,2026-04-22,Brazil
6,Lana Del Rey,102739,b7539c32-53e7-4908-bda3-81449c367da6,https://www.last.fm/music/Lana+Del+Rey,2026-04-22,Brazil
7,Taylor Swift,102179,20244d07-534f-4eff-b4d4-930878889970,https://www.last.fm/music/Taylor+Swift,2026-04-22,Brazil
8,Ariana Grande,101936,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,https://www.last.fm/music/Ariana+Grande,2026-04-22,Brazil
9,Marina Sena,98488,2b1e7c27-2663-43df-9c23-8601e173e6ef,https://www.last.fm/music/Marina+Sena,2026-04-22,Brazil
10,PinkPantheress,95922,7441014f-f8f5-494f-81db-ff166fbc078d,https://www.last.fm/music/PinkPantheress,2026-04-22,Brazil
11,Tame Impala,93504,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,https://www.last.fm/music/Tame+Impala,2026-04-22,Brazil
12,Rihanna,87858,73e5e69d-3554-40d8-8516-00cb38737a1c,https://www.last.fm/music/Rihanna,2026-04-22,Brazil
13,The Weeknd,85914,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd,2026-04-22,Brazil
14,Charli xcx,80137,260b6184-8828-48eb-945c-bc4cb6fc34ca,https://www.last.fm/music/Charli+xcx,2026-04-22,Brazil
15,"Tyler, The Creator",75974,f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"https://www.last.fm/music/Tyler,+The+Creator",2026-04-22,Brazil
16,Billie Eilish,75609,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,https://www.last.fm/music/Billie+Eilish,2026-04-22,Brazil
17,Chappell Roan,72961,56a55378-f155-48de-80a5-d80104221267,https://www.last.fm/music/Chappell+Roan,2026-04-22,Brazil
18,Paramore,70684,44cf61b8-5197-448a-b82b-cef6ee89fac5,https://www.last.fm/music/Paramore,2026-04-22,Brazil
19,Doja Cat,70626,5df62a88-cac9-490a-b62c-c7c88f4020f4,https://www.last.fm/music/Doja+Cat,2026-04-22,Brazil
20,Beyoncé,70236,859d0860-d480-4efd-970c-c05d5f1776b8,https://www.last.fm/music/Beyonc%C3%A9,2026-04-22,Brazil
21,Arctic Monkeys,70223,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,https://www.last.fm/music/Arctic+Monkeys,2026-04-22,Brazil
22,Harry Styles,68662,7eb1ce54-a355-41f9-8d68-e018b096d427,https://www.last.fm/music/Harry+Styles,2026-04-22,Brazil
23,KATSEYE,66654,abbf7d85-9a7f-4a6c-80bd-bf71f2c7d520,https://www.last.fm/music/KATSEYE,2026-04-22,Brazil
24,BTS,65929,0d79fe8e-ba27-4859-bb8c-2f255f346853,https://www.last.fm/music/BTS,2026-04-22,Brazil
25,Kanye West,65878,,https://www.last.fm/music/Kanye+West,2026-04-22,Brazil
26,NandaTsunami,65065,a79eaa67-a865-406c-b98d-f4512ad198f2,https://www.last.fm/music/NandaTsunami,2026-04-22,Brazil
27,Radiohead,65025,a74b1b7f-71a5-4011-9441-d0b5e4122711,https://www.last.fm/music/Radiohead,2026-04-22,Brazil
28,Madonna,64993,79239441-bfd5-4981-a70c-55c3f15c1287,https://www.last.fm/music/Madonna,2026-04-22,Brazil
29,Linkin Park,64233,f59c5520-5f46-4d2c-b2c4-822eabf53419,https://www.last.fm/music/Linkin+Park,2026-04-22,Brazil
30,Kendrick Lamar,63708,381086ea-f511-4aba-bdf9-71c753dc5077,https://www.last.fm/music/Kendrick+Lamar,2026-04-22,Brazil
31,The Neighbourhood,60893,53b06622-ec51-4924-a554-58b0affde6b5,https://www.last.fm/music/The+Neighbourhood,2026-04-22,Brazil
32,Britney Spears,59779,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,https://www.last.fm/music/Britney+Spears,2026-04-22,Brazil
33,Michael Jackson,58413,f27ec8db-af05-4f36-916e-3d57f91ecf5e,https://www.last.fm/music/Michael+Jackson,2026-04-22,Brazil
34,Djavan,58325,751e517d-9663-4692-8c20-942e16d484c5,https://www.last.fm/music/Djavan,2026-04-22,Brazil
35,Katy Perry,58154,122d63fc-8671-43e4-9752-34e846d62a9c,https://www.last.fm/music/Katy+Perry,2026-04-22,Brazil
36,Addison Rae,57375,610b71d9-fa78-47d6-9073-083922e73840,https://www.last.fm/music/Addison+Rae,2026-04-22,Brazil
37,Frank Ocean,57372,e520459c-dff4-491d-a6e4-c97be35e0044,https://www.last.fm/music/Frank+Ocean,2026-04-22,Brazil
38,PEDRO SAMPAIO,56283,796bc8a9-efd1-43e8-bacf-5eba68835928,https://www.last.fm/music/PEDRO+SAMPAIO,2026-04-22,Brazil
39,Lorde,56072,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,https://www.last.fm/music/Lorde,2026-04-22,Brazil
40,The Smiths,55347,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,https://www.last.fm/music/The+Smiths,2026-04-22,Brazil
41,Charlie Brown Jr.,53110,29b550f2-04a3-4733-b6f5-4e347fac7e11,https://www.last.fm/music/Charlie+Brown+Jr.,2026-04-22,Brazil
42,Zara Larsson,52440,134e6410-6954-45d1-bd4a-0f2d2ad5471d,https://www.last.fm/music/Zara+Larsson,2026-04-22,Brazil
43,Gorillaz,51849,e21857d5-3256-4547-afb3-4b6ded592596,https://www.last.fm/music/Gorillaz,2026-04-22,Brazil
44,Luísa Sonza,51292,ed667cac-2fdb-4401-973b-81c5b4a1717d,https://www.last.fm/music/Lu%C3%ADsa+Sonza,2026-04-22,Brazil
45,System of a Down,50938,cc0b7089-c08d-4c10-b6b0-873582c17fd6,https://www.last.fm/music/System+of+a+Down,2026-04-22,Brazil
46,Jorge Ben Jor,50289,19499124-36d4-4ccc-b28d-04dde3d2076f,https://www.last.fm/music/Jorge+Ben+Jor,2026-04-22,Brazil
47,Bad Bunny,50054,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,https://www.last.fm/music/Bad+Bunny,2026-04-22,Brazil
48,Kali Uchis,49445,d0c7656d-8169-4f77-9dbe-b8f24e40105d,https://www.last.fm/music/Kali+Uchis,2026-04-22,Brazil
49,SZA,49403,272989c8-5535-492d-a25c-9f58803e027f,https://www.last.fm/music/SZA,2026-04-22,Brazil
50,Deftones,49104,7527f6c2-d762-4b88-b5e2-9244f1e34c46,https://www.last.fm/music/Deftones,2026-04-22,Brazil
51,Bruno Mars,49098,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,https://www.last.fm/music/Bruno+Mars,2026-04-22,Brazil
52,Ebony,48779,36e0c533-ffe8-4a88-b846-4d81af8aaf0d,https://www.last.fm/music/Ebony,2026-04-22,Brazil
53,Demi Lovato,48559,faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,https://www.last.fm/music/Demi+Lovato,2026-04-22,Brazil
54,Drake,48494,9fff2f8a-21e6-47de-a2b8-7f449929d43f,https://www.last.fm/music/Drake,2026-04-22,Brazil
55,BK,48252,28d7452b-c83b-4f43-98af-e233a146f59d,https://www.last.fm/music/BK,2026-04-22,Brazil
56,Fleetwood Mac,48042,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,https://www.last.fm/music/Fleetwood+Mac,2026-04-22,Brazil
57,Miley Cyrus,46618,7e9bd05a-117f-4cce-87bc-e011527a8b18,https://www.last.fm/music/Miley+Cyrus,2026-04-22,Brazil
58,ROSALÍA,46117,25f3abd9-63b5-471a-bd25-feb9672dfa11,https://www.last.fm/music/ROSAL%C3%8DA,2026-04-22,Brazil
59,Matuê,46106,be42aaaa-9703-41dc-b2eb-de03e30f83b9,https://www.last.fm/music/Matu%C3%AA,2026-04-22,Brazil
