date,artist_name,spotify_id,followers,popularity
2026-04-22,Aaron Modesto,48yaM25WLHmQZXx5NN3DYH,41501,68
2026-04-22,Boladin 211,2xOLGU5UNLV3KQSFteF8ZW,786575,70
2026-04-22,Bvga Beatz,7saGN6a32YNpiMPo2SWJxE,68717,69
2026-04-22,cjnobeat,4fKJ81BAFxuwAFUI3B1BXM,75148,66
2026-04-22,Diego & Victor Hugo,3k68C6mNMJL6OaAdWeW2ZF,4296606,75
2026-04-22,Dj Andrabeat,1Zg9Zp2NMNIBUiazqAHr1C,48801,65
2026-04-22,DJ DAVI DOGDOG,5ffbqOCrcxCejQ7oqfWXm9,153802,75
2026-04-22,Dj Felipe Maia,5xtHPJpaKmn16wr3JNA0na,15064,55
2026-04-22,DJ GORDINHO DA VF,2isWi9fP3idxCaGPPEelEQ,29843,69
2026-04-22,DJ Guh Mix,3zG4hHVlA4xIX5jwvOa2KD,239125,74
2026-04-22,DJ Japa NK,1bpnl8qbR9GxmiNlkEufW6,1118697,82
2026-04-22,DJ Kaioken,1aQbanZ6xPrOtTYtsMdm3Q,5844,55
2026-04-22,DJ Oreia,1b8S7EPzdckRyIh0uSbOMI,577831,76
2026-04-22,DU'L,4bJqqUCbQmRxziUoxUz5mS,13004,69
2026-04-22,Felipe e Rodrigo,7gZu6kPnY9enEi5FvgTO4F,662970,75
2026-04-22,Grelo,1eIYP01ZLPKEExhcV6xFgt,1267947,69
2026-04-22,Grupo Menos É Mais,6vTqEFbTtTRJsuIpzZgjxi,7660147,83
2026-04-22,Gubeatz,3onpHCaIChS7saQn7fYncx,13796,60
2026-04-22,Gusttavo Lima,7MiDcPa6UiV3In7lIM71IN,24035376,81
2026-04-22,Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,33092645,86
2026-04-22,Julliany Souza,0d71FlLkqZzdpEQifcngQq,1013355,70
2026-04-22,Júnior e Cézar,5fWvTvWy2NCaVy8pFmWIvk,134868,66
2026-04-22,Léo Santana,7KVJCU4z5L4EUHILL8aMxR,2507543,71
2026-04-22,Mari Fernandez,0BHm7qbh3ENxvXzkQAG7MP,4187673,72
2026-04-22,Marina Sena,6CwfuxIqcltXDGjfZsMd9A,6303321,75
2026-04-22,Marquinho no Beat,4Z9aFsrQeXQbKIOryEkfqe,137670,70
2026-04-22,Mc Brinquedo,1SZXYhJz4sqEss888VmWLP,1128601,69
2026-04-22,Mc Don Juan,7Lmrb6KcIzfkmgbtokjsAL,5331539,75
2026-04-22,Mc DR,4d175LvxCzxt5vHbJyv49q,362209,58
2026-04-22,MC GH Original,6TlHQuC7PJX1Ki2AjN7YAy,46784,63
2026-04-22,MC GP,5s27i7oqhNWIcE4HeoVdq0,2424243,78
2026-04-22,Mc Gw,0f1IECbrVV952unZkzrsg2,1640955,80
2026-04-22,Mc IG,2q9wk5fkeU2C9CgCKdh4AN,12856642,80
2026-04-22,Mc Jacaré,6qrqAYlS6lUj2BVXax7SZW,1459190,77
2026-04-22,Mc Jhey,34giN3qeTOdgDSJIdtIMdm,521703,71
2026-04-22,Mc Lele JP,1mV9h1AwhRXSjBFcYpajgY,1661649,82
2026-04-22,MC Leozinho ZS,6VyttZwyEMGBl90oGdKCB8,931091,73
2026-04-22,MC Meno K,1CbQrKvCpEnekM3QMGJtXK,1045083,85
2026-04-22,MC Menor ZL,7vtCvjMGmRijbRIvScJmkO,146942,62
2026-04-22,Mc Morena,28QnIZpWxKcxuSk4iRLUgX,54872,69
2026-04-22,Mc Negão Original,4LHTgACY32k94VDjenF0nP,1955126,81
2026-04-22,MC Rick,1mvpEXClANunyiHFtAXCxt,1716171,70
2026-04-22,MC RN do Capão,0ktgQZv6VIj48TP9VupyFB,112431,65
2026-04-22,Mc Rodrigo do CN,54bV1pHNm5h5EcEgMis1RC,356343,77
2026-04-22,MC Ryan SP,75i9GaW2MJUgt4BkdUnuUY,8348089,85
2026-04-22,MC Tuto,6aoGgTKGqtsjj48ymcNs4Z,2689556,80
2026-04-22,Melk Villar,2aE9MDAGfmKUGmTTKWjKCn,75513,59
2026-04-22,Melody,2P1puQXmG48EVLBrHbum1J,780899,62
2026-04-22,MORADA,4az97MtWmBQ5Db3GfDh9j9,4908044,79
2026-04-22,NandaTsunami,0bTjZS6jUVce4Sa7aMIFYk,259602,68
2026-04-22,Natanzinho Lima,0Il5vC8lqunSFNav4mMLxU,2721273,78
2026-04-22,NATTAN,1SXhEXzOTF7YeuQX59m7pT,4098310,74
2026-04-22,Orochi,3rfM2cGqF6DB0kUyytMkXx,9663142,76
2026-04-22,Oruam,4yGgbQJMq9orWypwqtdzYT,5171706,76
2026-04-22,Panda,5qIpstBGrGteJZg1xIvbiz,671128,84
2026-04-22,PEDRO SAMPAIO,5wbf52LA6kcaboHSN6NEF1,3502606,77
2026-04-22,Racionais MC's,29CQLw9uLWsl8Qkz9holfr,10150723,72
2026-04-22,Simone Mendes,2eK9gcJQ6uqVvJL63dnOM3,4125673,76
2026-04-22,Stick,3ZGr7nQBXDU2WhyXgRVbt0,1211164,65
2026-04-22,Taylor Swift,06HL4z0CvFAxyc27GXpf02,155594573,97
2026-04-22,Torelli,0iGlEKhYsOH3m6K7SHHJ2z,17320,32
