date,artist_name,track_name,track_playcount,track_listeners,track_rank
2026-04-18,Panda,Eu Te Seguro - Ao Vivo,256306,43230,2
2026-04-18,Panda,Los Malaventurados No Lloran,311327,37489,3
2026-04-18,Panda,12 Horas / Pra Você Acreditar - Ao Vivo,247021,32658,4
2026-04-18,Panda,Procedimientos Para Llegar A Un Común Acuerdo,209000,24899,5
2026-04-18,Panda,Narcisista Por Excelencia,164299,22887,6
2026-04-18,Panda,Um Dia Te Levo Comigo / Do Brasil à Argentina - Ao Vivo,88467,22726,7
2026-04-18,Panda,Tem Que Ser Você / O Que Combina Comigo É Você - Ao Vivo,106055,20198,8
2026-04-18,Panda,Calcinha de Renda - Ao Vivo,62063,17284,9
2026-04-18,Panda,Nos Bares da Cidade / Sem Direção - Ao Vivo,78205,17033,10
2026-04-18,Xand Avião,Superação Digital,133035,27909,1
2026-04-18,Xand Avião,Algo Mais (Amante) - Ao Vivo,131455,26991,2
2026-04-18,Xand Avião,Ela Aperta a Minha Mente,59662,17743,3
2026-04-18,Xand Avião,Primeiro Passo / Ânsia / Volta Vai - Ao Vivo,62502,17161,4
2026-04-18,Xand Avião,Não Pode Se Apaixonar,62483,16132,5
2026-04-18,Xand Avião,"Não é o Lugar, é a Pessoa",54788,16110,6
2026-04-18,Xand Avião,Inquilina - Ao Vivo,56259,16102,7
2026-04-18,Xand Avião,Novinha do Onlyfans,39406,12873,8
2026-04-18,Xand Avião,Casal Raiz - Ao Vivo,58337,12119,9
2026-04-18,Xand Avião,Quantas Bocas - Ao Vivo,44562,9958,10
2026-04-18,Orochi,Amor de Fim de Noite,1382840,150890,1
2026-04-18,Orochi,Sereia,1137648,120134,2
2026-04-18,Orochi,Mitsubishi,1105752,102974,3
2026-04-18,Orochi,Mesma História,926265,77765,4
2026-04-18,Orochi,Balão,614859,68903,5
2026-04-18,Orochi,Acende o Isqueiro,495702,64868,6
2026-04-18,Orochi,Celebridade,648080,62543,7
2026-04-18,Orochi,Lobo,505109,54780,8
2026-04-18,Orochi,CICATRIZES,458159,48719,9
2026-04-18,Orochi,Fashion,405484,48690,10
2026-04-18,Mari Fernandez,Comunicação Falhou - Ao Vivo,591104,75327,1
2026-04-18,Mari Fernandez,Parada Louca,443534,69518,2
2026-04-18,Mari Fernandez,"Não, Não Vou",354638,58561,3
2026-04-18,Mari Fernandez,Página De Ex - Ao Vivo,402370,38211,4
2026-04-18,Mari Fernandez,Love Absurdo,160531,32844,5
2026-04-18,Mari Fernandez,Saudade do Carai,209817,31351,6
2026-04-18,Mari Fernandez,Deixa Eu Viver - Ao Vivo,237223,30414,7
2026-04-18,Mari Fernandez,Pode Apostar - Ao Vivo,158250,26570,8
2026-04-18,Mari Fernandez,Intuição - Ao Vivo,162567,24794,9
2026-04-18,Mari Fernandez,Só de Imaginar - Ao Vivo,156526,24629,10
2026-04-18,PEDRO SAMPAIO,ESCADA DO PRÉDIO,2875413,239851,1
2026-04-18,PEDRO SAMPAIO,JETSKI,2800619,230258,2
2026-04-18,PEDRO SAMPAIO,Sequência Feiticeira,2345531,230148,3
2026-04-18,PEDRO SAMPAIO,POCPOC,2000012,196552,4
2026-04-18,PEDRO SAMPAIO,ATENÇÃO,2262608,185013,5
2026-04-18,PEDRO SAMPAIO,DANÇARINA,1638848,177433,6
2026-04-18,PEDRO SAMPAIO,SEQUÊNCIA STRIPTEASE,2054510,177063,7
2026-04-18,PEDRO SAMPAIO,GALOPA,1621826,172883,8
2026-04-18,PEDRO SAMPAIO,SENTADÃO,1115036,160749,9
2026-04-18,PEDRO SAMPAIO,ENSAIO DAS MARAVILHAS,831328,138771,10
2026-04-18,Léo Santana,"Desliza (""Ólhinho"" No Corpinho)",1171057,154101,1
2026-04-18,Léo Santana,Zona De Perigo,146380,55177,2
2026-04-18,Léo Santana,Surra De Toma - Ao Vivo,173522,48770,3
2026-04-18,Léo Santana,Posturado e calmo,136970,47615,4
2026-04-18,Léo Santana,Contatinho - Ao Vivo,113683,41240,5
2026-04-18,Léo Santana,Santinha - Ao Vivo,60286,24815,6
2026-04-18,Léo Santana,Marquinha De Fitinha - Ao Vivo,70594,23571,7
2026-04-18,Léo Santana,Posso Beijar Sua Boca ?,73762,17361,8
2026-04-18,Léo Santana,Cama Repetida,40902,15891,9
2026-04-18,Léo Santana,Solinho Da Rabeta,30370,12211,10
2026-04-18,Simone Mendes,Erro Gostoso - Ao Vivo,1415995,131182,1
2026-04-18,Simone Mendes,Dois Fugitivos - Ao Vivo,1308292,78272,2
2026-04-18,Simone Mendes,Dois Tristes - Ao Vivo,633081,68456,3
2026-04-18,Simone Mendes,Me Ama Ou Me Larga - Ao Vivo,510941,42632,4
2026-04-18,Simone Mendes,Saudade Proibida - Ao Vivo,423550,40930,5
2026-04-18,Simone Mendes,Mulher Foda - Ao Vivo,411721,36160,6
2026-04-18,Simone Mendes,Meu Pra Sempre Não Era Meu - Ao Vivo,123655,23360,7
2026-04-18,Simone Mendes,Mesa Vermelha,49979,17405,8
2026-04-18,Simone Mendes,Caso Sem Nome - Ao Vivo,80576,16688,9
2026-04-18,Simone Mendes,Pior Parte - Ao Vivo,111404,14778,10
2026-04-18,NATTAN,Love Gostosinho - Ao Vivo,964270,124441,1
2026-04-18,NATTAN,Morena,910904,122872,2
2026-04-18,NATTAN,Última Noite,761685,118751,3
2026-04-18,NATTAN,Amor Na Praia,369569,73893,4
2026-04-18,NATTAN,Eu Vou Sentar - Ao Vivo em São Paulo,282011,55225,5
2026-04-18,NATTAN,A Gente Se Entrega,257421,51121,6
2026-04-18,NATTAN,P Q P,317642,49910,7
2026-04-18,NATTAN,Nunca Mais - Ao Vivo,270569,49478,8
2026-04-18,NATTAN,PELADO,382474,48789,9
2026-04-18,NATTAN,Não Me Esqueceu Né?,243003,44784,10
2026-04-18,Natanzinho Lima,Uma e Quinze da Manhã,249779,51563,1
2026-04-18,Natanzinho Lima,5 Da Manhã,177737,35369,2
2026-04-18,Natanzinho Lima,Me Apaixonei Nessa Morena,101231,24954,3
2026-04-18,Natanzinho Lima,Sonho de Amor - Ao Vivo,127230,24805,4
2026-04-18,Natanzinho Lima,Logo Eu - Ao Vivo,105442,23827,5
2026-04-18,Natanzinho Lima,Mentira Estampada Na Cara,111557,20540,6
2026-04-18,Natanzinho Lima,Vagabundo Apaixonado,80641,18482,7
2026-04-18,Natanzinho Lima,5 da Manhã - Ao Vivo,62416,18155,8
2026-04-18,Natanzinho Lima,Só Mais Uma Vez,63001,16917,9
2026-04-18,Natanzinho Lima,As Lembranças Vão Na Mala,66980,16559,10
2026-04-18,Ícaro e Gilmar,Voltável - Ao Vivo,160138,14771,1
2026-04-18,Ícaro e Gilmar,Diferentona,111013,14560,2
2026-04-18,Ícaro e Gilmar,A Viola e Eu - Ao Vivo,142309,12849,3
2026-04-18,Ícaro e Gilmar,24 Horas de Amor / Só Dá Você na Minha Vida / Pense em Mim / Talismã (Ao Vivo),98967,12358,4
2026-04-18,Ícaro e Gilmar,Trauma - Ao Vivo,81983,9997,5
2026-04-18,Ícaro e Gilmar,"Rosas, Versos e Vinhos / Sou Fã / Difícil (Ao Vivo)",57840,8168,6
2026-04-18,Ícaro e Gilmar,Convite de Casamento / Degrau da Escada (Ao Vivo),49521,7220,7
2026-04-18,Ícaro e Gilmar,M de Mulher (Ao Vivo),52945,7156,8
2026-04-18,Ícaro e Gilmar,Quando Você Quiser / Não Faz Mais Isso Comigo - Ao Vivo,35947,6939,9
2026-04-18,Ícaro e Gilmar,Logo Logo - Ao Vivo,64890,6595,10
2026-04-18,Mc IG,3 Dias Virado,1214583,164091,1
2026-04-18,Mc IG,Noite Fria,776866,92022,2
2026-04-18,Mc IG,"Faz Completo, Chefe",836810,86098,3
2026-04-18,Mc IG,400K,915621,85521,4
2026-04-18,Mc IG,Sorriso no Rosto,694519,82735,5
2026-04-18,Mc IG,Ninguém Tá Puro,834942,70934,6
2026-04-18,Mc IG,Diz Aí Qual é o Plano?,493574,62557,7
2026-04-18,Mc IG,"É Isso Bebê, Tá Certa!",394206,56487,8
2026-04-18,Mc IG,"Olá, Moça",616958,55012,9
2026-04-18,Mc IG,Fernando de Noronha,487521,54048,10
2026-04-18,Racionais MC's,"Vida Loka, Pt. 1",2032501,220006,1
2026-04-18,Racionais MC's,Negro Drama,1767415,190414,2
2026-04-18,Racionais MC's,"Vida Loka, Pt. 2",1895318,184919,3
2026-04-18,Racionais MC's,Jesus Chorou,1658942,162276,4
2026-04-18,Racionais MC's,Estilo Cachorro,1191433,142875,5
2026-04-18,Racionais MC's,Jorge Da Capadócia,1099953,136426,6
2026-04-18,Racionais MC's,Eu Sou 157,1043752,127237,7
2026-04-18,Racionais MC's,Da Ponte Pra Cá,898447,114510,8
2026-04-18,Racionais MC's,A Vida É Desafio,746369,109467,9
2026-04-18,Racionais MC's,"Capítulo 4, Versículo 3",718062,105416,10
2026-04-18,Veigh,Novo Balanço,3422336,198529,1
2026-04-18,Veigh,Engana Dizendo Que Ama,2226435,153968,2
2026-04-18,Veigh,Talvez você precise de mim,1736903,126282,3
2026-04-18,Veigh,Vida Chique,1700634,123381,4
2026-04-18,Veigh,Mandraka,1539504,105373,5
2026-04-18,Veigh,Clickbait,1261525,100346,6
2026-04-18,Veigh,Artista Genérico,1276234,96667,7
2026-04-18,Veigh,Meio Pá,1204171,89617,8
2026-04-18,Veigh,Perdoa Por Tudo Vida,1251691,89300,9
2026-04-18,Veigh,Bandana 2,1161313,79981,10
2026-04-18,MC Ryan SP,Namora Aí,472690,80350,1
2026-04-18,MC Ryan SP,Melhor Vibe,368782,50379,2
2026-04-18,MC Ryan SP,Sexta Feira Hoje Tem,259654,36530,3
2026-04-18,MC Ryan SP,Tchau Obrigado,307768,34301,4
2026-04-18,MC Ryan SP,Revoada do Tubarão 3,173613,31799,5
2026-04-18,MC Ryan SP,Revoada do Tubarão,208303,31153,6
2026-04-18,MC Ryan SP,Perfeita,168058,29367,7
2026-04-18,MC Ryan SP,Sereia Me Perdoa,207947,24896,8
2026-04-18,MC Ryan SP,Nois Não é Migo,233869,23193,9
2026-04-18,MC Ryan SP,Google da Minha Vida,106464,21424,10
2026-04-18,MORADA,É Tudo Sobre Você - Ao Vivo,519848,52469,1
2026-04-18,MORADA,É Tudo Sobre Você / Ser Mudado - Ao Vivo,339016,44913,2
2026-04-18,MORADA,Só Tu És Santo / Uma Coisa / Deixa Queimar / Quando Ele Vem - Ao Vivo,197212,25173,3
2026-04-18,MORADA,Pra Onde Eu Irei? - Live Church,178175,19867,4
2026-04-18,MORADA,Só Tu És Santo - Ao Vivo,147576,19819,5
2026-04-18,MORADA,Emaús - Ao Vivo,180202,17186,6
2026-04-18,MORADA,Para Que Entre o Rei - Ao Vivo,92894,16829,7
2026-04-18,MORADA,Uma Coisa - Ao Vivo,91907,14903,8
2026-04-18,MORADA,Jesus Em Tua Presença - Ao Vivo,88689,11969,9
2026-04-18,MORADA,OH! Se Fendesses - Ao Vivo,112417,11074,10
2026-04-18,MC GP,ME POSTOU NO DAILY - FESTA DO BIG G,895562,102801,1
2026-04-18,MC GP,300 no 7,1003102,91623,2
2026-04-18,MC GP,Voltei pras putas,266595,58700,3
2026-04-18,MC GP,Ela se Envolve,314378,50923,4
2026-04-18,MC GP,Cola No Ap,379662,33466,5
2026-04-18,MC GP,Ela Posta,200619,30707,6
2026-04-18,MC GP,Ela Vem (SET DJ NENE),291001,27556,7
2026-04-18,MC GP,Semi Nua,130174,23471,8
2026-04-18,MC GP,Mimo Caro,243849,22909,9
2026-04-18,MC GP,Modo Esquece,221831,20990,10
2026-04-18,Felipe e Rodrigo,Gosta De Rua - Ao Vivo,576765,79902,1
2026-04-18,Felipe e Rodrigo,Média Boa - Ao Vivo,243851,46489,2
2026-04-18,Felipe e Rodrigo,Caos De Alguém - Ao Vivo,140175,25600,3
2026-04-18,Felipe e Rodrigo,Oceano - Ao Vivo,210510,23516,4
2026-04-18,Felipe e Rodrigo,Ignora (Ao Vivo),105309,21573,5
2026-04-18,Felipe e Rodrigo,Melhor Me Bloquear - Ao Vivo,113674,21148,6
2026-04-18,Felipe e Rodrigo,Banquinho - Ao Vivo,86398,19520,7
2026-04-18,Felipe e Rodrigo,Saudade Butequeira - Ao Vivo,89197,17730,8
2026-04-18,Felipe e Rodrigo,Aham - Ao Vivo,73515,17723,9
2026-04-18,Felipe e Rodrigo,"Beijo, Fumaça E Mentira - Ao Vivo",59951,13291,10
2026-04-18,Stick,Fuel,4212,1209,1
2026-04-18,Stick,No Groovy,1570,468,2
2026-04-18,Stick,Grind,1092,347,3
2026-04-18,Stick,Stoning,997,295,4
2026-04-18,Stick,Disposable,888,269,5
2026-04-18,Stick,Zero,797,242,6
2026-04-18,Stick,Conditional,730,242,7
2026-04-18,Stick,Taught To Lose,825,240,8
2026-04-18,Stick,Long Division,245,75,9
2026-04-18,Stick,Drinking and Driving,253,69,10
2026-04-18,Mc Don Juan,Amar Amei,644811,140956,1
2026-04-18,Mc Don Juan,A Gente Brigou,449587,103508,2
2026-04-18,Mc Don Juan,EU VOU COM CARINHO ELA QUER COM FORÇA,676486,95460,3
2026-04-18,Mc Don Juan,Oh Novinha,345277,94701,4
2026-04-18,Mc Don Juan,Calendário do Papai,350705,74130,5
2026-04-18,Mc Don Juan,Coração Amoleceu,489572,72501,6
2026-04-18,Mc Don Juan,Se Eu Tiver Solteiro,233041,64277,7
2026-04-18,Mc Don Juan,Preta do Cabelo Cacheado,246454,54845,8
2026-04-18,Mc Don Juan,To Gostando Tanto de Você,183106,43747,9
2026-04-18,Mc Don Juan,Lei do retorno,143808,42796,10
2026-04-18,DU'L,Curva do S,2390,1006,1
2026-04-18,DU'L,A Firma Vai para a Rua,996,529,2
2026-04-18,DU'L,Agora Que Eu Sei,1222,486,3
2026-04-18,DU'L,É Só Uma Fase (Modo Esquece 2),1482,378,4
2026-04-18,DU'L,Querido Céu,1584,263,5
2026-04-18,DU'L,Não Vou Atender,668,259,6
2026-04-18,DU'L,Mc Dena & DU'L On The Radar Freestyle,280,172,7
2026-04-18,DU'L,Mais Caro,223,113,8
2026-04-18,DU'L,E a Grana Me Persegue,68,49,9
2026-04-18,DU'L,Saudade,77,33,10
2026-04-18,Julliany Souza,Quem É Esse? - Ao Vivo,101395,14963,1
2026-04-18,Julliany Souza,Lindo Momento - Ao Vivo,75406,12530,2
2026-04-18,Julliany Souza,Lindo Momento,74678,11924,3
2026-04-18,Julliany Souza,Quem é Esse?,63651,9387,4
2026-04-18,Julliany Souza,Eu e Minha Casa,31532,5377,5
2026-04-18,Julliany Souza,Yeshua,19836,5069,6
2026-04-18,Julliany Souza,Casinha Favorita,16291,3734,7
2026-04-18,Julliany Souza,Canção Que Não Envelhece,23656,3418,8
2026-04-18,Julliany Souza,Meu Carpinteiro,11391,2293,9
2026-04-18,Julliany Souza,A Maior Honra,7537,1967,10
2026-04-18,Mc Lele JP,Toma Gostosona,353252,54330,1
2026-04-18,Mc Lele JP,Eu sou Cantor Não Sou Bandido,425083,51872,2
2026-04-18,Mc Lele JP,Vai Tomando Pock Pock,287520,47644,3
2026-04-18,Mc Lele JP,Chatão,154422,23468,4
2026-04-18,Mc Lele JP,Sou Vitorioso,93545,20724,5
2026-04-18,Mc Lele JP,Famoso Ímã | O poderoso chatão,108980,19723,6
2026-04-18,Mc Lele JP,Tiger Preta,93088,16334,7
2026-04-18,Mc Lele JP,Saca da Twin,90507,15177,8
2026-04-18,Mc Lele JP,Chapa do Chatão,51658,12361,9
2026-04-18,Mc Lele JP,Se Quiser Pode Ir,27727,11104,10
2026-04-18,Mc Negão Original,MEDLEY DE IGARATÁ 3,949053,103548,1
2026-04-18,Mc Negão Original,Vou pela Madrugada,392833,48223,2
2026-04-18,Mc Negão Original,Medley de Igaratá 4,229960,46152,3
2026-04-18,Mc Negão Original,Toma Que Toma,208343,30886,4
2026-04-18,Mc Negão Original,Bbzão da Boca Inchada,220483,30731,5
2026-04-18,Mc Negão Original,Medley de Igaratá 6,79282,23785,6
2026-04-18,Mc Negão Original,A Nata,194540,23649,7
2026-04-18,Mc Negão Original,Os Mlk É Ruim,242871,22775,8
2026-04-18,Mc Negão Original,Quando Você Ligou,144243,20704,9
2026-04-18,Mc Negão Original,Ai Se Seu Closet Falasse (Semi Nua),62417,16744,10
2026-04-18,Grelo,Só Fé,490548,102197,1
2026-04-18,Grelo,De Graça ou Pagando,309092,63709,2
2026-04-18,Grelo,Paredões,177703,37917,3
2026-04-18,Grelo,Perto De Você,99045,24977,4
2026-04-18,Grelo,Vida Loka - Pt 1,67053,19740,5
2026-04-18,Grelo,Longe e Se Querendo,53966,13956,6
2026-04-18,Grelo,Dias De Luta,41743,12434,7
2026-04-18,Grelo,Eu Queria Mudar,24274,8279,8
2026-04-18,Grelo,Alma De Pipa,25212,8159,9
2026-04-18,Grelo,Não Faz Sentido,23834,7572,10
2026-04-18,Marina Sena,Por Supuesto,4792531,304205,1
2026-04-18,Marina Sena,Numa Ilha,5818291,268666,2
2026-04-18,Marina Sena,Lua Cheia,5834988,250716,3
2026-04-18,Marina Sena,CARNAVAL,4246024,220644,4
2026-04-18,Marina Sena,Desmitificar,4714355,211973,5
2026-04-18,Marina Sena,Coisas Naturais,3162022,189318,6
2026-04-18,Marina Sena,Tudo Pra Amar Você,4338612,187294,7
2026-04-18,Marina Sena,Dano Sarrada,3236938,187163,8
2026-04-18,Marina Sena,Voltei Pra Mim,3607276,184217,9
2026-04-18,Marina Sena,Que Tal,3515386,169758,10
2026-04-18,Vitinho Imperador,Eu Me Apaixonei,382512,74262,1
2026-04-18,Vitinho Imperador,Volta Rapariga,147141,33957,2
2026-04-18,Vitinho Imperador,Ela É Linda - Ao Vivo,72002,20457,3
2026-04-18,Vitinho Imperador,Sem Limites para Sonhar,25335,9516,4
2026-04-18,Vitinho Imperador,Ela É Linda,18141,4868,5
2026-04-18,Vitinho Imperador,Foge Comigo Agora,17179,4836,6
2026-04-18,Vitinho Imperador,Indecente,8586,3730,7
2026-04-18,Vitinho Imperador,Pouca Roupa,8771,3577,8
2026-04-18,Vitinho Imperador,Se Rapariga Fosse Flor,6603,2909,9
2026-04-18,Vitinho Imperador,Baby Fala pra Mim,6010,2670,10
2026-04-18,MC Tuto,Barbie,915916,135551,1
2026-04-18,MC Tuto,Do Job,502413,90973,2
2026-04-18,MC Tuto,2025,290820,53861,3
2026-04-18,MC Tuto,E Aí Como Que Tá ?,363942,53483,4
2026-04-18,MC Tuto,Gata - Barbie,115267,26821,5
2026-04-18,MC Tuto,Faz Parte De Mim,65568,21914,6
2026-04-18,MC Tuto,Menina,126297,21567,7
2026-04-18,MC Tuto,2026,65337,20116,8
2026-04-18,MC Tuto,Deixa Nós Viver em Paz,51777,11451,9
2026-04-18,MC Tuto,Faixa Pink,38833,9201,10
2026-04-18,Mc Gw,Ritmo Mexicano,673209,141441,1
2026-04-18,Mc Gw,Atura ou Surta 2,191060,45855,2
2026-04-18,Mc Gw,Beat Distorce Pancada 1.0,145087,28180,3
2026-04-18,Mc Gw,Rave Jogando o L,126747,26294,4
2026-04-18,Mc Gw,Toma Vagabunda Pirocada de Bandido,100946,24609,5
2026-04-18,Mc Gw,Beat Mata Professora,112228,24546,6
2026-04-18,Mc Gw,Xerequinha Pervertida,56399,21603,7
2026-04-18,Mc Gw,Não Olha pra Minha Cara Não,83169,18330,8
2026-04-18,Mc Gw,Barulhinho Do Amor,60675,16806,9
2026-04-18,Mc Gw,Montagem Trava Favela,53870,16512,10
2026-04-18,Diego & Victor Hugo,Tubarões - Ao Vivo,1259257,120064,1
2026-04-18,Diego & Victor Hugo,Entregador de Flor - Ao Vivo em Brasília,561954,83301,2
2026-04-18,Diego & Victor Hugo,Facas - Ao Vivo,409812,74538,3
2026-04-18,Diego & Victor Hugo,Desbloqueado - Ao Vivo,468730,73535,4
2026-04-18,Diego & Victor Hugo,Áudio - Ao Vivo em Brasília,427135,72247,5
2026-04-18,Diego & Victor Hugo,Infarto,380168,71284,6
2026-04-18,Diego & Victor Hugo,O Alvo (feat. Henrique & Juliano) - Ao Vivo,354598,66485,7
2026-04-18,Diego & Victor Hugo,Beijo de Glicose - Ao Vivo,272028,45066,8
2026-04-18,Diego & Victor Hugo,Pirulito Vermelho,159149,32085,9
2026-04-18,Diego & Victor Hugo,A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,153920,31626,10
2026-04-18,Melody,"Love, Love",1104849,119334,1
2026-04-18,Melody,Assalto Perigoso,1018602,111490,2
2026-04-18,Melody,Esa Diva,624534,49915,3
2026-04-18,Melody,No Batidão,192503,32484,4
2026-04-18,Melody,El Baile del Gorila,103543,30486,5
2026-04-18,Melody,Fake Amor 2,170730,25310,6
2026-04-18,Melody,Barbie de Chapéu,104413,21036,7
2026-04-18,Melody,Esa Diva - Benidorm Fest Edit,110082,15809,8
2026-04-18,Melody,Princesinha,76173,11417,9
2026-04-18,Melody,Cara de Anjo (Meiga e Abusada),75607,10926,10
2026-04-18,MC Meno K,Vai Com Bundão,272743,62144,1
2026-04-18,MC Meno K,Uma Cavala Mesmo,228567,59438,2
2026-04-18,MC Meno K,Vou Te Botar,182121,38766,3
2026-04-18,MC Meno K,A Firma Segue Lucrando,150330,31289,4
2026-04-18,MC Meno K,Bola Uma Vela (Trava Chip),89931,30093,5
2026-04-18,MC Meno K,Camisa do Flamengo,108396,27879,6
2026-04-18,MC Meno K,Lembrei De Tu,107001,25733,7
2026-04-18,MC Meno K,Camisa Do Grêmio,91990,22357,8
2026-04-18,MC Meno K,Procedimento da Casa,109113,15905,9
2026-04-18,MC Meno K,Senta Poca,42628,14223,10
2026-04-18,cjnobeat,Até Quebrar a Cama 2.0,852810,124354,1
2026-04-18,cjnobeat,Sigilinho,216635,48048,2
2026-04-18,cjnobeat,MTG - STEREO LOVE,91788,28612,3
2026-04-18,cjnobeat,Senta e Cala a Boca,97345,23999,4
2026-04-18,cjnobeat,Eu Comi Ela uma Vez - Remix,49535,18072,5
2026-04-18,cjnobeat,Ela Quer Sentar Pros Maloka,80348,15646,6
2026-04-18,cjnobeat,Incendeia,56521,13985,7
2026-04-18,cjnobeat,"Calma Amor, Calma Bb (feat. MC MENOR KAUAN)",43266,13293,8
2026-04-18,cjnobeat,Até Quebrar a Cama,23794,11134,9
2026-04-18,cjnobeat,É Tesão ou É Amor,38763,10812,10
2026-04-18,DJ Japa NK,Posso Até Não Te Dar Flores,2372549,209421,1
2026-04-18,DJ Japa NK,Amo Minha Favela,597163,103504,2
2026-04-18,DJ Japa NK,Gauchinha,291320,56213,3
2026-04-18,DJ Japa NK,Comedinha Ficou Bravo,366191,43665,4
2026-04-18,DJ Japa NK,SET DO JAPA NK 2.0,151943,40919,5
2026-04-18,DJ Japa NK,"SET DO JAPA NK 2.0 (feat. MC LUUKY, Mc Jacaré, MC Rodrigo do CN, MC GH do 7, Mc Lele JP, Mc Jvila & Oruam)",123620,32252,6
2026-04-18,DJ Japa NK,Hoje Eu Contei 100K No 7,59030,20618,7
2026-04-18,DJ Japa NK,Vida de Casado é Bom,24325,12303,8
2026-04-18,DJ Japa NK,Por Onde Eu For,31782,5778,9
2026-04-18,DJ Japa NK,Noite Bela Noite Linda,12070,4373,10
2026-04-18,MC Rick,Ela Não Presta,370820,56939,1
2026-04-18,MC Rick,Me Jogou no Lixo,264964,55347,2
2026-04-18,MC Rick,Cupido Fdp 2,218949,39021,3
2026-04-18,MC Rick,Mec Mec Tranquilin,156824,38651,4
2026-04-18,MC Rick,Terminei Com A Ex,231407,35495,5
2026-04-18,MC Rick,Nada Mudou,181778,33675,6
2026-04-18,MC Rick,My Names Mc Rick,148023,27871,7
2026-04-18,MC Rick,Nada Vai Mudar,131935,24813,8
2026-04-18,MC Rick,Alguém Tem Isqueiro,116903,22968,9
2026-04-18,MC Rick,Lá no PPG,133458,21640,10
2026-04-18,Oruam,Oh Garota Eu Quero Você Só Pra Mim,783579,113600,1
2026-04-18,Oruam,ROLÉ NA FAVELA DE NAVE,521342,91275,2
2026-04-18,Oruam,Oh Garota Eu Quero Você Só Pra Mim.,312237,72632,3
2026-04-18,Oruam,Lei Anti O.R.U.A.M,311488,38795,4
2026-04-18,Oruam,Papo de Agustinho,283843,37666,5
2026-04-18,Oruam,Para de Mentir,246114,36315,6
2026-04-18,Oruam,"Gucci, Prada",164451,27642,7
2026-04-18,Oruam,22 Meu Vulgo,201150,26492,8
2026-04-18,Oruam,Predestinado,185049,26131,9
2026-04-18,Oruam,Filho do Dono,151411,20443,10
2026-04-18,Júnior e Cézar,Clone,110656,17915,1
2026-04-18,Júnior e Cézar,Cheiro De Culpado - Ao Vivo,82362,12120,2
2026-04-18,Júnior e Cézar,Golzinho Quadrado - Ao Vivo,25322,3468,3
2026-04-18,Júnior e Cézar,Clone - Ao Vivo,13052,3466,4
2026-04-18,Júnior e Cézar,Devolve,14917,2920,5
2026-04-18,Júnior e Cézar,Picuinha - Ao Vivo,17301,1670,6
2026-04-18,Júnior e Cézar,Na Marra Ou Na Garrafa - Ao Vivo,4645,1367,7
2026-04-18,Júnior e Cézar,Devolve - Ao Vivo,4400,1223,8
2026-04-18,Júnior e Cézar,Das Duas Uma - Ao Vivo,2640,1018,9
