uri,track_name,artist_names,release_date,release_date_precision
spotify:track:7w5Q1hqnEtRwmPqflWI5Ql,Dedinho de Por Aliança - Ao Vivo,"Thales Lessa, Luan Pereira, Guilherme & Benuto",2025-12-03,day
spotify:track:588PdhJdtsuypJdUb4ms4K,PEGA A MALDADE DA BANDIDA,"Dj Luan Gomes, Mc Ws da leste, Delleon, Tropa da W&S",2025-12-10,day
spotify:track:0hB6UKgc3iKTphmGuWpNOg,Faz assim,"Prod Gomes, DJ Gomes Original, Yuri Redicopa, Bisqui",2025-08-02,day
spotify:track:1lokGTw8YKDexcSPtQ8AQ3,Lembrei de Tu,"MC Meno K, Oruam, Fepache",2026-02-11,day
spotify:track:2FBgVaH95hUfKBK8GUbvju,Amo Minha Favela,"DJ Japa NK, MC Meno K",2025-12-11,day
spotify:track:27rqWKpmFCD0Mmw3XABBOW,Eu Vou Cuspir,"DJ YAN MARIOTO, MC Marlon PH, BIG MC",2026-01-09,day
spotify:track:6s3w7SUVtmm68Bw5KrKMh0,One More Night,BTS,2026-03-20,day
spotify:track:36HbKaih4chZlpK6C9HBBr,João 20 + pra Sempre - Ao Vivo,Vitor Santana,2025-12-23,day
spotify:track:6Ap9SM1WkmI4b4Mo2Cpa6f,Última Noite,"NATTAN, Léo Foguete",2024-08-07,day
spotify:track:4DqwiZjicetHqqxl9cUID5,90/10 - Ao Vivo em São Paulo,Maiara & Maraisa,2026-02-05,day
spotify:track:473DqaeIno75pBbp0bNrkT,Desocupa,"Matheus Vargas, Cleber & Cauan",2025-08-14,day
spotify:track:2jNychTlNots7P3bMt41aa,Bondade de Deus,Isaias Saad,2023-11-22,day
spotify:track:10cTvGMAzCyx8CGKO0fB5q,Culpa,Gusttavo Lima,2025-08-13,day
spotify:track:4l2Fyw7EYB5XjcKwqcwuHQ,Tô na Brasilia com o Zigão,"DJ Zigão, MC Roger",2025-09-08,day
spotify:track:1ir8ABEHT52sUQ5IiRYIWZ,Quero Ser o Seu Amor,Marília Tavares,2025-11-12,day
spotify:track:7D9BJEcWwRqvQVqPbj1dbF,Sinais de fogo,Preta Gil,2003-08-04,day
spotify:track:65vJAh07BdwurqR9SRa6f8,Apaguei Pra Todos - Ao Vivo,"Ferrugem, Sorriso Maroto",2024-04-18,day
spotify:track:4JaUZ7HAQRvyG2Vc7J2GVb,NUNCA ESQUECIDO,"Luan Pereira, Léo Foguete, Mc Don Juan",2026-01-22,day
spotify:track:4S1SaaCxQ87nXpA2EfYFj4,Amo Minha Favela,"DJ Japa NK, MC Meno K",2025-12-11,day
spotify:track:2YKc5o2kQ6e1Pch1DwpjkO,Admita - Ao Vivo,"Matheus & Kauan, Lauana Prado",2026-01-21,day
spotify:track:2W8XL6iRGMmGHpqW2TKcXc,Pelo Bem da Minha Saudade,Gusttavo Lima,2025-08-13,day
spotify:track:5cGieTJ0FQC2JXqSH4OJpg,"Homem É Homem, Moleque É Moleque","NATTAN, Zé Felipe",2025-11-21,day
spotify:track:60194PPtpd4w0rkmxRgmIF,Que Papo é Esse IG? (Boca de Sacola),"Mc IG, MC Jvila, DJ Glenner",2026-01-26,day
spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Locked out of Heaven,Bruno Mars,2012-12-05,day
spotify:track:6n9JMoXkXu4lDOu1k6MRpy,Reliquia do 2T,"DJ Gu, MC Vine7, MC Tuto, MC Joãozinho VT, Mc Dkziin, MC Fr da Norte",2026-02-06,day
spotify:track:0dI5yI0wplyuwBMEGKXeJC,Ignora (Ao Vivo),Felipe e Rodrigo,2025-12-04,day
spotify:track:7qRxAsLTfU6PiZ2e5M1ePd,A Pilantra e O Vagabundo - Ao Vivo,"Henry Freitas, Lauana Prado",2026-03-19,day
spotify:track:38Ps9Kui6qJjpVqdBOfN5M,P do Pecado - Ao Vivo,"Grupo Menos É Mais, Simone Mendes",2025-10-16,day
spotify:track:6sGIMrtIzQjdzNndVxe397,So Easy (To Fall In Love),Olivia Dean,2025-09-26,day
spotify:track:0IBCX7PC9NcfFLuyoHxTNt,Escondendo o Ouro - Ao Vivo,Zé Neto & Cristiano,2025-05-22,day
spotify:track:10MsXPpQLz5ZrOEZxTtkIm,Olha Onde Eu Tô,Ana Castela,2025-05-29,day
spotify:track:4GHq9Xla9KO6SWo7a8uvNw,SEQUÊNCIA CARAMELO,"PEDRO SAMPAIO, Mc Th, MC Nito",2025-11-18,day
spotify:track:3OWSHDzbEdLPQ30vjRxOxo,Santo Pra Sempre - Ao Vivo no Mineirão,Fernandinho,2025-04-10,day
spotify:track:7tesyGMnAFNI0l2xaxcFKi,Saudade De Quem Eu Sou - Ao Vivo,Henrique & Juliano,2025-06-27,day
spotify:track:5q0NlM6Pm8Pp3orq7zGiRn,Quarta Cadeira - Ao Vivo,"Matheus & Kauan, Jorge & Mateus",2019-03-22,day
spotify:track:2sZA8JGCtCVe43s0kFtMSI,Eu nunca amei assim / Sobrenatural / Sem Radar - Ao Vivo,Kamisa 10,2024-07-10,day
spotify:track:5BilF1BVNTkMQUKY1nk28k,Tem Que Ser Você / O Que Combina Comigo é Você - Ao Vivo,"Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records",2025-02-20,day
spotify:track:1mRqeViSSY5ir944Xp9p2j,BOTA,"LUDMILLA, Emilia, Latto",2025-11-06,day
spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,Sweater Weather,The Neighbourhood,2013-04-19,day
spotify:track:4JYyktVuU06M2I8sTAVjAw,SENTA POCA (POSSO ATÉ NÃO TE DAR FLORES),"Dj Luan Gomes, DJ DAVI DOGDOG, DJ Japa NK, MC Meno K, Teko Bolado",2025-10-20,day
spotify:track:02kFVcD4kyo5FH8bU8cipP,Ai Se Seu Closet Falasse (Semi Nua),"Mc Negão Original, DJ Guh Mix, Marquinho no Beat",2026-01-12,day
spotify:track:55lijDD6OAjLFFUHU9tcDm,WHERE IS MY HUSBAND!,RAYE,2025-09-19,day
spotify:track:5FVbvttjEvQ8r2BgUcJgNg,Life Goes On,BTS,2020-11-20,day
spotify:track:6VTTVe35DoNzhd2DEYJqpU,Entrei De Gaiato - Ao Vivo,"Kaique e Felipe, Guilherme & Benuto",2026-01-15,day
spotify:track:79MxbO0fmeREiSUdODnqaq,ORÇAMENTO - Ao Vivo,"Luan Pereira, Ana Castela",2025-12-04,day
spotify:track:7t2JELey25yJKmZLA00BJz,Set do Rincon 1,"US Agroboy, Brenno & Matheus, Country Boy, Na Base do Agro, The Roça, Edy Lemond, Dj Chris No Beat, DJ Ari SL, Os Loucotores",2025-12-22,day
spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,1985-02-25,day
spotify:track:39KwMv89TaEdaBrvk28AMC,Dois Gumes - Ao Vivo,Felipe e Rodrigo,2025-11-06,day
spotify:track:0vFVkEDrV58pAPEtKJLvP5,Yeshua - Ao Vivo,"Songs Five Music, José Jr",2019-07-22,day
spotify:track:4YQ37NPJlIUMFo8Kq51heS,"QUANDO VOCÊ SE FOI CHOREI (SORRI, SOU REI)","DJ TOPO, Natiruts, Yuri Redicopa, Ryuchi",2026-01-22,day
spotify:track:4oDxxFLVQMOdiSKf3YGgEq,Passa o Teu Bigode,"Lukão Mec, Dj Adah, Lado Sul",2025-05-30,day
spotify:track:0tSkQYsNPfii3UAHy3VRQy,Meu Neném,"Zé Felipe, Theuzinho, Rafinha RSQ",2026-02-12,day
spotify:track:4y93vvzu2h8MITw7YyUTcI,Última Saudade - Ao Vivo,Henrique & Juliano,2024-12-13,day
spotify:track:3WvQaS0tluzeCN1KR5tiFi,"Não é o Lugar, é a Pessoa","Xand Avião, Henrique & Juliano",2025-10-10,day
spotify:track:3lzZ8IKfeyefBvv7qVbUmR,Surra De Toma - Ao Vivo,Léo Santana,2024-12-18,day
spotify:track:3EJ78dvkCtcUmydRkulQMl,Resenha Na Laje,"Kew, DJGILCASTRO",2026-01-31,day
spotify:track:4G7bbgD2DHORU4frrWoCXp,Posso Até Não Te Dar Flores,"DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",2025-09-11,day
spotify:track:0TXpv5zESNCpMZvC0mnJcU,A Cena,"Netto Brito, Pablo",2026-03-26,day
spotify:track:161dJFOgyuYcgKg0AzYuAh,Ela ké Leitada,"Prod.Nifour, Mc Gw, CACAU CHUU, Storys Funk",2025-12-18,day
spotify:track:77HhVmRv7IxDqkyMxElSrK,Sei Que Tu Me Odeia,"Anitta, Mc Danny, HITMAKER",2024-12-06,day
spotify:track:4Z4TWlYC1xRQFBxO5fuZwG,Panamera,Tony Salles,2025-12-11,day
spotify:track:7yNf9YjeO5JXUE3JEBgnYc,Babydoll,Dominic Fike,2018-10-16,day
spotify:track:1GzvjEdmyUtCuZ538gqmfv,Sofrimento vem - Ao vivo,"Munhoz & Mariano, Rionegro & Solimões",2026-01-30,day
spotify:track:5puMdJT0vTBEnn0k0Cnah4,Raparigas,Filho do Piseiro,2025-12-26,day
spotify:track:5JC2ezFSbkVi4Js4byzKoj,Poesia Acústica #6 Era uma Vez,"MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Pineapple StormTv",2024-10-07,day
spotify:track:4hVTpP7CV9imY9U53p45sX,Anos Luz,Matuê,2017-11-10,day
spotify:track:2NKgvPdAy8FUC5p1l0YnKg,Eu Duvido - Ao Vivo,"Guilherme & Benuto, Panda",2026-03-26,day
spotify:track:2BwO5K8Q7EPAJSGze3AAh9,Manchild,Sabrina Carpenter,2025-08-29,day
spotify:track:3u3G8q8xzUv3ujZ59DLKzU,Sem Medo de Ser Feliz,Zezé Di Camargo & Luciano,1995-12-31,day
spotify:track:3kpWSH8AGR9MkGinPA4XDJ,Um Novo Dia - Ao Vivo,"Get Worship, Get Records, Melk Villar, Vinicius Cruz",2025-07-04,day
spotify:track:4dGx53NJZJyuuLP5ownH1p,Mentira Estampada,"Wesley Safadão, Natanzinho Lima",2024-09-06,day
spotify:track:5QbtKOsjbEGkx0GMiQGBZt,Tu és + Águas Purificadoras - Ao Vivo,"fhop music, Hamilton Rabelo",2024-01-01,day
spotify:track:3aDV90V6vHUSYKKYDLNdQ8,Marca Evidente - Ao Vivo,"Israel & Rodolffo, Jorge & Mateus",2012,year
spotify:track:76qXdJtgMsCccgwbbLsy5v,Nos Bares da Cidade / Sem Direção - Ao Vivo,"Panda, MJ Records",2024-10-10,day
spotify:track:7gtG45ieyQzKtNKobfLd49,American Girls,Harry Styles,2026-03-06,day
spotify:track:4mevJ3Ki58x4cQgWheMAPd,Sol Nos Olhos,Jorge & Mateus,2025-11-06,day
spotify:track:1UvWx2hgpxlF7HPbwLSmIY,Anjos (Pra quem tem fé),O Rappa,2013-08-15,day
spotify:track:2kBxNuYFT0J8w9CD4ugLpJ,Trocaria Tudo - Ao Vivo,"Marcos & Fernando, Henrique & Juliano",2015-06-10,day
spotify:track:3umoKiuIgHFDaboDpRn6BB,Semi Nua,"MC GP, MC Meno K, Aaron Modesto, MC RN do Capão, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc Negão Original",2025-08-08,day
spotify:track:0aKZSEgjHbUngVi04ZrHBz,Processo Delicado,"Hugo Henrique, Ana Castela",2026-02-20,day
spotify:track:7rrzNI9TrcK7HLc5mBHUJn,Hoje Não - Ao Vivo,Israel & Rodolffo,2026-03-05,day
spotify:track:7lZrRxcqaKvrtY76PLyPBD,Apagar (Fundo Raso),Ferrugem,2025-10-17,day
spotify:track:1DwscornXpj8fmOmYVlqZt,Stateside + Zara Larsson,"PinkPantheress, Zara Larsson",2025-10-10,day
spotify:track:1vFgUgPdvxvEBuYnJS03S4,Passo com a Bunda e Sarro,"Prod.Nifour, CACAU CHUU, Storys Funk, MC Nito",2026-01-30,day
spotify:track:0KmrKOdScRDVYwWS8hkkdv,FYA,BTS,2026-03-20,day
spotify:track:6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,2024-05-17,day
spotify:track:0gJ5rxjMmQ1p5cooI33JVi,VAI NO CHÃO BANDIDA,"Dj Guuh, Mc Rodrigo do CN",2024-10-15,day
spotify:track:139GP8jhf8QyVBKm6EIw8k,Já Era,"Mariana Pimenta, Guilherme & Benuto",2026-01-29,day
spotify:track:6iok3n58Pi7tFIaecGKfo5,Te Perdi Pros Paredão - Ao Vivo,"Mayke & Rodrigo, Kaique e Felipe",2026-02-25,day
spotify:track:6k2IgWmtJ0I3CtiKdEqSqe,Neon - Spotify Sessions,Ana Castela,2025-11-06,day
spotify:track:5kuUOpHZlZjL8b7HXkxRsm,Luxúria,"Xamã, Bagua Records, Neo Beats, Matuê",2018-05-24,day
spotify:track:4lbPwb1Beo7JU2VwuJRTeR,Suíte 14 - Ao Vivo,"Henrique & Diego, MC Guime",2015-02-03,day
spotify:track:4rvk9VCJDbB4oSQJATrces,Arrependidaço (Onde Você Anda),Ferrugem,2026-01-22,day
spotify:track:3VegC0PZiHjGxb80DER8XU,Merry Go Round,BTS,2026-03-20,day
spotify:track:6Tp4LCJ5r5IJaEf8lnlPfG,De Trás Pra Frente - Ao Vivo,Henrique & Juliano,2017-07-07,day
spotify:track:5EMdMjFDucmNsD80Y0mjEI,Numa Ilha,Marina Sena,2025-03-31,day
spotify:track:3zXIfbjxSzPMNP6JDZsQsi,Mitsubishi,"Orochi, Kizzy",2020-03-27,day
spotify:track:2IymKkjLxCJzU16fNSUEsF,Última Coca Cola - Ao Vivo,Gustavo Moura & Rafael,2026-01-30,day
spotify:track:45Z3m6yazmAi4jZuW0tzW0,Aperture,Harry Styles,2026-01-22,day
spotify:track:1butVubqmo2gXoAgZiM7hY,Vacilona - Ao Vivo,"Kaique e Felipe, Luan Pereira",2025-08-28,day
spotify:track:2ejSYn4SfoE07mXPlnYVED,Ama Um Maloqueiro,"Rafa e Junior, Hugo & Guilherme, DJ Ari SL",2025-05-22,day
spotify:track:4OZQii2M3Wr2U4oYiUZjCm,MPB (Ela ouve serenata) - Ao Vivo,"Luccas & Rodrigo, CountryBeat",2026-02-26,day
spotify:track:4yEKHiUQA70cjfWnEL2m13,É Ele,Drops INA,2024-08-01,day
spotify:track:2GylVVMD21R4SqgAt8gGC5,Eu Vou na Sua Casa,"Felipe Amorim, Vitão, BIN, Malibu",2025-06-16,day
spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,1998,year
spotify:track:10M1koRXx1iKAR67VW2CxE,5 Km - Ao Vivo,Henrique & Juliano,2017-07-07,day
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,1983-06-17,day
spotify:track:4XYbOhT1tYC5CexattH53S,Lembrei de Tu,Men0 K,2026-01-03,day
spotify:track:4TBIfr533GxVCrnuAMpYPX,Apagar (Fundo Raso),Ferrugem,2026-01-22,day
spotify:track:59D4DOkspUbWyMmbAPQkxZ,VOY A LLeVARTE PA PR,Bad Bunny,2025-01-05,day
spotify:track:5d10gnmbT1MRkPOFjiX5nR,Quem Sente Saudade Sou Eu - Ao Vivo em São Paulo,Maiara & Maraisa,2025-12-18,day
spotify:track:4jHrB8ZcGoFbSMVq2FXzmk,Cama e Coração,Gusttavo Lima,2025-08-13,day
spotify:track:5xtTf3EDkoWJwlSpkEUvF6,Megazord,"Brenno & Matheus, Clayton & Romário",2025-12-26,day
spotify:track:4ukpXdplqDEMk3Fy2i30oI,ME POSTOU NO DAILY - FESTA DO BIG G,"MC GP, Mc Lele JP, DJ DAVI DOGDOG, Dj Andrabeat",2025-11-27,day
spotify:track:6tUdNbB9aYbX0sUDXOzX1u,Tubarões - Ao Vivo,Diego & Victor Hugo,2025-08-07,day
spotify:track:6zxthXT7GUBX83vRmQiN3x,Caos De Alguém - Ao Vivo,Felipe e Rodrigo,2025-08-29,day
spotify:track:7Cf2Hsy3cPlA4e115tElXv,Liberdade Provisória - Live - Ibirapuera / 2019,Henrique & Juliano,2020-05-15,day
spotify:track:2cObbSJVmLR6S2CZMdId4p,Passa O Teu Bigode,"Lukão Mec, Dj Adah, Lado Sul",2025-05-30,day
spotify:track:2ON6eCdX4sfBuY22KHYSgj,Ela Sai de Provocação,"Mc Don Juan, Boladin 211, Dj Felipe Maia, DJ Kaioken",2025-12-11,day
spotify:track:6B7ot6Wlqf7zt3FCkYl2FJ,Pela Última Vez - Ao Vivo,"Grupo Menos É Mais, NATTAN",2025-10-16,day
spotify:track:6h3EEYgtIuOjeqQPIC3H37,Pilantra e Meio,"Eric Land, Natanzinho Lima",2025-01-24,day
spotify:track:5oI9blwsXC8AkTWw6wASY8,Máquina do Tempo,Matuê,2020-09-10,day
spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Bad Bunny,2022-05-06,day
spotify:track:2gfn28JSINCJGLrUimmu0l,Cantada Boba - Ao Vivo,Jorge & Mateus,2024-11-07,day
spotify:track:5p5QetM8bXMWBUuyltZr5w,Eu Quero é Praia,Brenno & Matheus,2025-10-16,day
spotify:track:035Q417M83JnP3wvSlyFEK,Quem É Esse? - Ao Vivo,Julliany Souza,2025-05-27,day
spotify:track:6niGCULksHzD0NHyX3zCuB,Foi por Conveniência,Marília Mendonça,2021-01-15,day
spotify:track:6B8pYtoS3XHrc821hExWf6,Tudo Vai Dar Certo,"Natiruts, Amani Kush",2020-04-23,day
spotify:track:17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,2023-09-15,day
spotify:track:2KINhc9Jf5Z6IxdJ3xM07Z,A Firma Segue Lucrando,"MC Meno K, Fepache, DJ Hyago, DJ Oreia",2025-09-25,day
spotify:track:4W9nFl732s6NdToGaCfiSl,Grau de Maluca - Ao Vivo,"Guilherme & Benuto, Grupo Menos É Mais, Matheus Fernandes",2025-07-03,day
spotify:track:0TBwd8gAbZV8uPo1Ub6Ymb,Marquinha De Fitinha - Ao Vivo,Léo Santana,2025-12-18,day
spotify:track:4tgLMOHoZlWRmEMclryt6T,Gangstar,"Oruam, Chefin, Salvador Da Rima, Real Fuba, Elow, Kabeh, Vertigo, NovaChance",2026-02-06,day
spotify:track:68lbSrXDORS51pmyjZv712,SWIM,BTS,2026-03-20,day
spotify:track:3M4HJl7D77l86gL1QXGJHG,Saudade Burra - Ao Vivo,"Lauana Prado, Simone Mendes",2025-03-07,day
spotify:track:7MzgCL44HTP2noUkTevxzs,Maloqueiro - Ao Vivo,"Natanzinho Lima, Paulo Pires",2025-09-04,day
spotify:track:0sy2mtvcM7V5ETtmQIbGVt,Van Cleef,"Orochi, Filipe Ret, Portugal No Beat",2025-06-13,day
spotify:track:3tA0vALUwrzkTgHcm9j6oJ,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,2018-07-13,day
spotify:track:1daiWH5HMrDH9I8r3LIhqb,Gerente da Sicredi,"Bruno & Barretto, CountryBeat",2025-04-10,day
spotify:track:0Qm3FcWgkif9MeY6lgcX11,Poesia Acústica #9 Melhor Forma,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak",2024-10-07,day
spotify:track:54TwNxgRorpA9lsStXcv0k,Caso Indefinido - Ao Vivo,Cristiano Araújo,2014-11-17,day
spotify:track:3bmpXHVie1GTy37OkXJ7Vc,2.0,BTS,2026-03-20,day
spotify:track:5bPVaf87iW31GGfmk2yqsd,VAI NO CHÃO BANDIDA,"Dj Guuh, Mc Rodrigo do CN",2024-10-15,day
spotify:track:4ZuUJilJAe5MSA8dXHdOXR,2026,"MC Tuto, DJ Oreia",2025-12-18,day
spotify:track:7dNXSf4lS30n1lBfFavQK5,Ignora (Ao Vivo),Felipe e Rodrigo,2026-03-26,day
spotify:track:6Exec6nPRIwvAEu3N8pVnT,Dois Gumes (Ao Vivo),Felipe e Rodrigo,2026-03-26,day
spotify:track:5ealTwFIxSxIaVym9YGXLV,Quero o Seu Amor,Yasmin Sensação,2025-12-29,day
spotify:track:3cwVKjzKSTfvacYJF6Tkub,Última Noite - Solo,Léo Foguete,2024-10-26,day
spotify:track:3LZcSnTOCRalXwMXvkZnLZ,Saudade Estranha - Du Nada - Ao Vivo,Murilo Huff,2026-02-26,day
spotify:track:6gquljDBW7rE6mCBzmTRxo,Raspão (feat. Simone & Simaria) - Ao Vivo,"Henrique & Diego, Simone & Simaria",2017-04-07,day
spotify:track:3wOVc6yaWVvn40pToer2y3,Porcelanato - Ao Vivo,"Panda, MJ Records",2026-01-15,day
spotify:track:2T6bX3rxdMc9V7ErfOB5yG,Beretta (De Los Cerros La Escuela),El De Las R's,2025-10-17,day
spotify:track:2a9WkloaIu64sryr4JTdTi,Calcinha de Renda - Ao Vivo,"Panda, Gusttavo Lima, MJ Records",2025-11-26,day
spotify:track:3xKxxF4yQ7WBgxCtG9LASw,Só Pra Tu,"Anitta, Viviane Batidão",2025-12-04,day
spotify:track:6IFF888dQ0P6ilbj4kL6G8,Aquele Lugar - Ao Vivo,Grupo Menos É Mais,2025-10-16,day
spotify:track:6gFQhcUOhNXaq965kYEdsH,Poesia Acústica #2: Sobre Nós,"Delacruz, Maria, Ducon, Luiz Lins, Diomedes Chinaski, BK, Kayuá, Pineapple StormTv",2024-10-07,day
spotify:track:7AzoZQzRbizrjArCAlRkbS,CASAIS TROCADOS,Raffa Torres,2026-01-08,day
spotify:track:2GfxgssRHvY1azHtaRqKoK,Paredes - Ao Vivo,Jorge & Mateus,2016-02-19,day
spotify:track:7wfHnTinwOLmYktsMZz3bo,"Se Eu Ficar Pá Nem Me Testa (feat. Mc Negão Original, Mc Alan JR, Menor Richard, Mc IG & DJ Japa NK)","Mc J9, MC Ryan SP, DJ Guh Mix, Mc Don Juan, Mc Negão Original, Mc Alan JR, Menor Richard, Mc IG, DJ Japa NK",2026-02-27,day
spotify:track:7Elw15XWLpOi4qzHyAwa9e,Nosso Primeiro Beijo - Ao Vivo,Gloria Groove,2024-05-30,day
spotify:track:4bioqBfAE9nhxwecok2cYB,Bandido problemático,"Dj Gustomares, MC Flavinho, Iraqui ZL",2025-07-25,day
spotify:track:72GqkY2T26u6OzWqf3xkSk,Set Dj Gm 8.0,"Dj GM, MC Paulin da Capital, MC Marks, MC Ryan SP, Love Funk, MC Lemos, Mc Lipi, Mc Lele JP, Mc Magal, Gabb MC, Mc Kadu, MC Cebezinho, Mc Paiva ZS, MC LUUKY",2025-11-29,day
spotify:track:4KNp4EZh6K7qL9lVt3OL3G,Hoje Eu Contei 100K No 7,"DJ Japa NK, Zago, Mc Lele JP",2025-12-17,day
spotify:track:1kWcd9h9HoeXsKaDVhSOtj,Ela - Ao Vivo,"Sorriso Maroto, Ferrugem",2023-09-14,day
spotify:track:1PW3LjmxJqVoQ9nmdbxF9f,"Irmão da Lua, Amigo das Estrelas",Zezé Di Camargo & Luciano,2003-09-15,day
spotify:track:0T6QwkFrB2czW5DWj531rQ,Cuida Bem Dela - Ao Vivo,Henrique & Juliano,2014-08-18,day
spotify:track:65aH3l8LEmRp3HuH5XpKoH,Carnívoro,"Mc Jacaré, Mc Lele JP, Mc Negão Original, DJ Japa NK",2026-02-13,day
spotify:track:1h0yBDChztCJRTqmI5U6ou,É Tudo Sobre Você / Ser Mudado - Ao Vivo,MORADA,2021-06-15,day
spotify:track:2MTPvC5feh2N2vZ7lo6IV1,Próximo Tchau,Gusttavo Lima,2025-08-13,day
spotify:track:6HqkE4XccT7AmAMRSfzOcp,Body Splash,Rey Vaqueiro,2025-09-15,day
spotify:track:6AJTWapHEb5lPsd10TGsPr,Ritmo Lilly Wood,"DJ MTN, DJ ML ORIGINAL, DJ LKC ORIGINAL, Mc Oliveira, MC Star Rj, FreesTyle Sounds",2026-01-16,day
spotify:track:0UTzWSuoLHFl2JB8ObzQqy,12 Horas / Pra Você Acreditar - Ao Vivo,"Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records",2025-02-20,day
spotify:track:5L0d4gFfxGNITmevcFfHnA,P.I.T.T.Y. (Parecendo Uma Cafetina),"NandaTsunami, Stick, Bvga Beatz, Torelli",2025-10-17,day
spotify:track:0LDT8QEHbPA0aawzm9CWP7,Meu Novo Mundo,Charlie Brown Jr.,2013-10-08,day
spotify:track:03Xt1TTim0FhR5fS48DLhE,Brinda Aê - Ao Vivo,Grupo Menos É Mais,2025-12-11,day
spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Ordinary,Alex Warren,2024-09-26,day
spotify:track:48SYVECjCIwWWsqogDHWVF,10 SEGUNDOS,"Luan Pereira, Panda",2026-02-26,day
spotify:track:73SqSkZt2yseVL513HyMgA,AMOR BANDIDO,"J. Eskine, Alef Donk, Oruam",2025-06-27,day
spotify:track:2K4fZTAmEU4zeLWY7gxS0j,Toda Natural,"Paulo Pires, Mc Paiva ZS, ÉaBest, Love Funk",2026-02-05,day
spotify:track:6CeeLpwJUYA4b0xL7eSvzn,Lancinho - Ao Vivo,Turma do Pagode,2012-07-09,day
spotify:track:3JKNgQQI8UVgtGRw2HmsqH,Vaqueirão - Ao Vivo,"Manim Vaqueiro, Talita Mel",2025-12-04,day
spotify:track:2lTm559tuIvatlT1u0JYG2,BAILE INoLVIDABLE,Bad Bunny,2025-01-05,day
spotify:track:7MgQdSpQLrrobRreaqSUzP,Chatão,"Mc Lele JP, DJ Oreia, Mc DR, Gubeatz, MC Ryan SP, Mc Negão Original",2025-08-07,day
spotify:track:5tg21NdePCn5m8F9BXOEeJ,Aliens,BTS,2026-03-20,day
spotify:track:020De83tFmcTrgEpzdUCNS,Vai Tomando Pock Pock,"Mc Lele JP, MC Leozinho ZS, MC GH Original, MC Menor ZL, DJ GORDINHO DA VF, MC Meno K, MC PR",2025-08-07,day
spotify:track:7pBPXkaVQaP3Y3Wwfkpvbn,Mentirosa - Ao Vivo,"Hugo & Guilherme, Wesley Safadão",2024-12-19,day
spotify:track:1mnMkTvrPi4iTblXaRvOoi,Vagabundo,"Gusttavo Lima, Luis Fonsi",2025-12-09,day
spotify:track:2nkaw0AGEhUzXhykS4TunP,Lembranças De Amor / Quando Você Some / Morango Do Nordeste / Dou A Vida Por Um Beijo - Ao Vivo,"Patrick Costa, Henrique & Juliano, Xand Avião",2026-02-05,day
spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,1979-07-27,day
spotify:track:22bl3LPkCHQSBhCAdw8Jwk,Famoso Ímã | O poderoso chatão,"Mc Lele JP, Mc Poze do Rodo, MC Leozinho ZS, DJ GORDINHO DA VF",2026-02-18,day
spotify:track:5Nj2UVsxXAvhfYNpcre3al,FAMOSINHA,"Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN",2025-02-28,day
spotify:track:2oEqioA87yAgx4HMvLtyNt,Fanatismo,Yasmin Sensação,2025-12-09,day
spotify:track:4c4tcqYfqiFc527gqNdRE5,Se Eu Te Perdoar - Ao Vivo,"Clayton & Romário, Zé Felipe",2025-09-11,day
spotify:track:2rKkfc4VZ74FQDc1FF1Zo6,Body to Body,BTS,2026-03-20,day
spotify:track:3oTuTpF1F3A7rEC6RKsMRz,Raindance (feat. Tems),"Dave, Tems",2025-10-23,day
spotify:track:6ryWXzeSbDX5cebOrgjMKL,"World, Hold On - FISHER Rework","Bob Sinclar, Steve Edwards, FISHER",2022-07-08,day
spotify:track:0d2OevhRY98n6MJIAt9zLh,Ritmo Lilly Wood,"DJ MTN, DJ ML ORIGINAL, DJ LKC ORIGINAL, Mc Oliveira, MC Star Rj, FreesTyle Sounds",2025-11-03,day
spotify:track:7MnT7msJZg3XBAS0OTfGrB,Tempo Perdido,Legião Urbana,1986-01-01,day
