Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
12,8,SEQUÊNCIA FEITICEIRA (feat. MC Nito),PEDRO SAMPAIO & MC GW & Mc Jhey & MC Rodrigo do CN,32,3921277,-0.09%,https://www.youtube.com/watch?v=_zKnEm9xPWw
13,21,Gauchinha (feat. MC LUUKY),DJ Japa NK & MC MENO K & MC Ryan SP & MC Brinquedo,16,3793590,0.17%,https://www.youtube.com/watch?v=ps7k1q7PbA4
14,14,Primeira Essência (Ao Vivo),Felipe Rodrigues,23,3735034,0.05%,https://www.youtube.com/watch?v=eO9dUp5goWo
15,11,Amo Minha Favela,DJ Japa NK & MC MENO K,17,3693660,0%,https://www.youtube.com/watch?v=xVxFGVNJvdY
16,n/a,Eu Sou Teu Pai,Valesca Mayssa,77,3628946,n/a,https://www.youtube.com/watch?v=kNJPalON82E
17,12,Vai Tomando Pock Pock (feat. MC MENO K),MC Lele JP & MC Leozinho ZS & MC GH Original & MC Menor ZL & Dj Gordinho da VF,27,3443617,-0.06%,https://www.youtube.com/watch?v=tWjTNxAvlLk
18,13,A Cena,Netto Brito & Pablo,6,3291952,-0.07%,https://www.youtube.com/watch?v=I462VchM2lU
19,20,Quem É Esse?(Live),Julliany Souza,47,3274522,0.01%,https://www.youtube.com/watch?v=0ZF5em0MTwY
20,15,Foi por Conveniência,Marília Mendonça,16,3246856,-0.05%,https://www.youtube.com/watch?v=Dt13Wv6Opeo
21,17,Eu Te Seguro (Ao Vivo),Panda & MJ Records,24,3199272,-0.04%,https://www.youtube.com/watch?v=kI6ywewtYkc
22,24,SET DO JAPA NK 2.0 (feat. MC LUUKY MC Jacaré MC Rodrigo do CN MC GH do 7 MC Lele JP MC Jvila & Oruam),DJ Japa NK & MC Ryan SP & MC MENO K & MC IG,21,2921878,-0.04%,https://www.youtube.com/watch?v=QbdcQV63c2Y
23,19,Pela Última Vez (Ao Vivo),Grupo Menos É Mais & Nattan,33,2874775,-0.12%,https://www.youtube.com/watch?v=iYjz1Ap1VvU
24,22,ME POSTOU NO DAILY - FESTA DO BIG G,MC GP & MC Lele JP & DJ DAVI DOGDOG & DJ ANDRABEAT,28,2717065,-0.16%,https://www.youtube.com/watch?v=hQskOv9b_kg
25,23,Lembrei de Tu,MC MENO K & Oruam & Fepache,8,2660700,-0.14%,https://www.youtube.com/watch?v=StGgzGjZ67Y
26,25,PEGA A MALDADE DA BANDIDA,Dj Luan Gomes & Mc Ws da leste & Delleon & Tropa da W&S,10,2483636,-0.16%,https://www.youtube.com/watch?v=FYz81lpGwsQ
27,27,Sonho de Amor (Ao Vivo),Natanzinho Lima,33,2271700,-0.11%,https://www.youtube.com/watch?v=VnPB-H7Zo7Y
28,44,2.0,BTS,2,2245533,0.18%,https://www.youtube.com/watch?v=_gyultVTesk
29,28,10 Minutos de Freestyle,Oruam & LeodoKick & Gigant,14,2214275,-0.11%,https://www.youtube.com/watch?v=_Lt9ZomgPCQ
30,38,Meu Pai Paga Minha Faculdade / Mexe Essa Sanfona / Eu Vou Pra Vaquejada / Vuco Vuco / Rei Do Baralho / Sala De Reboco(Live), & Claudio Ney & Juliana,8,2181256,0.07%,https://www.youtube.com/watch?v=0692WFAqRxs
31,33,NO BATIDÃO,ZXKAI & slxughter,24,2176723,-0.01%,https://www.youtube.com/watch?v=GXioir-fujY
32,29,Body Splash(Live),Netto Brito,37,2175736,-0.09%,https://www.youtube.com/watch?v=0GLnePaA4e8
33,n/a,Que Se Foda o Cupido (feat. MC Cabelinho & MC MENO K),MC Ryan SP & Mc Poze do Rodo & DJ Japa NK & DJ WILL TN,1,2169418,n/a,https://www.youtube.com/watch?v=I12HAv0ledo
34,26,Amor Dos Outros (Ao Vivo),Henrique & Juliano,38,2161175,-0.23%,https://www.youtube.com/watch?v=0kiCQLdfgVg
35,35,Saudade Proibida (Ao Vivo),Simone Mendes,52,2117915,-0.02%,https://www.youtube.com/watch?v=uEtGTq92Cmk
36,32,Desliza ("Ólhinho" No Corpinho),Léo Santana & Melody,38,2065755,-0.08%,https://www.youtube.com/watch?v=Xxd0-MBsOBs
37,42,Um Beijo por Minuto (25 Milhões) (Ao Vivo),Natanzinho Lima,3,1992647,0.05%,https://www.youtube.com/watch?v=6NfinN3Gg-A
38,34,Me Apaixonei Nessa Morena (Ao Vivo),Natanzinho Lima,40,1981936,-0.1%,https://www.youtube.com/watch?v=KzPau_0Ad7o
39,52,Dizeres,Orgânico & Lourena & Sant & Léo Casa 1 & Rap Box,4,1979241,0.21%,https://www.youtube.com/watch?v=lxhqCcrnTv4
40,30,Até Você Voltar (Ao Vivo),Henrique & Juliano,52,1975031,-0.14%,https://www.youtube.com/watch?v=S6JpneypYvc
41,37,Um Centímetro (feat. Juninho Moraes),Toque Dez,22,1811740,-0.12%,https://www.youtube.com/watch?v=UHY_Znbz6zc
42,40,Talvez você precise de mim,Veigh & Supernova Ent,28,1801703,-0.08%,https://www.youtube.com/watch?v=V2M1Xx50arE
43,39,Brega Funk dos Rosa (feat. Katlen & Leozinn),Void & Robson abreu & Emilly Vick,19,1797719,-0.08%,https://www.youtube.com/watch?v=qgz-ydhRs4s
44,48,Pra Não Pensar em Você (Ao Vivo),Zezé Di Camargo & Luciano,24,1793583,0%,https://www.youtube.com/watch?v=JPITxZbf5H4
45,18,SWIM,BTS,3,1747810,-0.47%,https://www.youtube.com/watch?v=b4iVv91Z6lY
46,36,Déjà Vu (Live),Andrielly Souza,5,1722917,-0.2%,https://www.youtube.com/watch?v=Fh1pE9xjHHw
47,n/a,Hooligan,BTS,2,1701904,n/a,https://www.youtube.com/watch?v=diBO0gMuTXo
48,43,Um Novo Dia (Ao Vivo),Get Worship & Get Records & Melk Villar & Vinicius Cruz,36,1692899,-0.11%,https://www.youtube.com/watch?v=6NvkZY-va0E
49,45,Raparigas,Filho do Piseiro,8,1670210,-0.09%,https://www.youtube.com/watch?v=FvNmjVQwE0o
50,54,Arrependidaço (Onde Você Anda),Ferrugem,4,1646832,0.03%,https://www.youtube.com/watch?v=mILYtp4UHIQ
51,59,Chatão (feat. Mc Negão Original & MC Ryan SP),MC Lele JP & Dj Oreia & Mc DR & Gubeatz,12,1640930,0.08%,https://www.youtube.com/watch?v=7UllbN9itGM
52,41,VEM CAVALGANDO VAI CAVALONA,MC Menor MT & MC Lindão & DJ JHOW BEATS,3,1615614,-0.16%,https://www.youtube.com/watch?v=9TEvvYXFkSU
53,53,Troca de Calçada,Marília Mendonça,37,1515067,-0.06%,https://www.youtube.com/watch?v=WkYqQctOi9g
54,n/a,Saber Quem Sou,Any Gabrielly,28,1508562,n/a,https://www.youtube.com/watch?v=mUVUmG9vOFw
55,50,Calcinha de Renda (Ao Vivo),Panda & Gusttavo Lima & MJ Records,13,1498633,-0.14%,https://www.youtube.com/watch?v=GVSS3lh_lCY
56,47,Semi Nua,MC GP & MC MENO K & Aaron Modesto & MC RN do Capão & DU'L & MC Rick & DJ Guh Mix & Marquinho No Beat & MC Ryan SP & Mc Negão Original,13,1497065,-0.18%,https://www.youtube.com/watch?v=OGzvLeq6too
57,n/a,Deus Proverá,Gabriela Gomes,26,1495103,n/a,https://www.youtube.com/watch?v=1i1673ILdVI
58,n/a,A Casa É Sua,Casa Worship & Julliany Souza & Léo Brandão,55,1467892,n/a,https://www.youtube.com/watch?v=5QHF5OQeFOs
59,n/a,É Tudo sobre Você (Ao Vivo),MORADA,21,1432455,n/a,https://www.youtube.com/watch?v=ePdRgBWhvog
60,n/a,MATADORA,DJ Asul,6,1412840,n/a,https://www.youtube.com/watch?v=9jSq99uN7q0
61,55,Não Me Faça Chorar (Ao Vivo),Priscila Senna & Pablo,14,1406406,-0.11%,https://www.youtube.com/watch?v=tfiHm1cbxe4
62,57,Nome Proibido,Rey Vaqueiro,11,1397966,-0.09%,https://www.youtube.com/watch?v=5yrZab1iEXA
63,66,Beatriz,2ZDinizz & Leborato & HHR,3,1388082,0.02%,https://www.youtube.com/watch?v=NqXnR4a3Tcw
64,n/a,Oh Quão Lindo Esse Nome É (Ao Vivo),Felipe Rodrigues,1,1378909,n/a,https://www.youtube.com/watch?v=fQZjavJe_uo
65,58,Resenha Na Laje,KEW & DJGILCASTRO,9,1365568,-0.1%,https://www.youtube.com/watch?v=O7buVI-wk9I
66,56,Semi Nua 2 (feat. MC GP MC Ryan SP MC Willian DJ Guh Mix DU'L MC RN do Capão & Marquinho No Beat),Mc Iguinho Ct & Mc Negão Original & Aaron Modesto & Mc Dena,5,1358753,-0.13%,https://www.youtube.com/watch?v=RREZkww4imw
67,n/a,IMPERFEITO,Seven Plus & Rayssa Andreoli,10,1352888,n/a,https://www.youtube.com/watch?v=GneZr6ZXcnE
68,62,Cheiro De Culpado (Ao Vivo),Júnior e Cézar,15,1334445,-0.09%,https://www.youtube.com/watch?v=gWYIo3l1oQ4
69,61,Não Me Deixe Esquecer (Ao Vivo),Valesca Mayssa,4,1312353,-0.12%,https://www.youtube.com/watch?v=xkQCzSNRGCs
70,n/a,Ninguém Explica Deus (Ao Vivo) (feat. Gabriela Rocha),Preto no Branco,28,1285385,n/a,https://www.youtube.com/watch?v=LYsaKn8FRhc
71,78,Digno É o Senhor (Live),Felipe Rodrigues,2,1282707,0.1%,https://www.youtube.com/watch?v=Ja0h1aGvMKo
72,89,Raindance,Dave & Tems,2,1251489,0.15%,https://www.youtube.com/watch?v=SOJpE1KMUbo
73,64,Estranhos,Mundo Torajo,5,1243570,-0.11%,https://www.youtube.com/watch?v=mM7bhQekpI4
74,63,Melô De Poucas Ideias (Reggae Funk),DJ SLK Sucessada & mc k.k & Mc Marsha & Lockdown Produtora,3,1225387,-0.14%,https://www.youtube.com/watch?v=LVrcgaE_B10
75,72,Irmão da Lua Amigo das Estrelas,Zezé Di Camargo & Luciano,5,1225230,-0.01%,https://www.youtube.com/watch?v=n7RoCG6O0Ew
76,n/a,Babydoll,Dominic Fike,1,1214628,n/a,https://www.youtube.com/watch?v=-J2rSm8K9_Y
77,86,É Tudo Sobre Você / Ser Mudado (Ao Vivo),MORADA,13,1214460,0.1%,https://www.youtube.com/watch?v=UnEd_pFGWGw
78,79,Sweet Child O' Mine,Guns N' Roses,11,1212672,0.05%,https://www.youtube.com/watch?v=1w7OgIMMRc4
79,94,Peão Todo Tatuado,Jeninho & Mariana Fagundes,2,1208390,0.15%,https://www.youtube.com/watch?v=2yreX_ZCfgM
80,91,Lua Cheia,Marina Sena,11,1184167,0.1%,https://www.youtube.com/watch?v=q0u47Nl7N7M
81,84,Set Dj 2W 03 (feat. MC TAIRON MC Kaio & Mc Josh),MC Luan da BS & DJ 2w & MC Rick & MC Braz,2,1167584,0.03%,https://www.youtube.com/watch?v=flea4LtQ34M
82,71,Saudade do Carai,Mari Fernandez & Grelo & Natanzinho Lima,20,1148792,-0.08%,https://www.youtube.com/watch?v=yc4j-pIq20M
83,68,Se Eu Te Perdoar,Netto Brito,13,1139736,-0.11%,https://www.youtube.com/watch?v=qsVG64XB1PY
84,65,Ignora (Ao Vivo),Felipe & Rodrigo,14,1126234,-0.18%,https://www.youtube.com/watch?v=y15gPbntaLE
85,69,P.I.T.T.Y. (Parecendo Uma Cafetina),NandaTsunami & Stick & Bvga Beatz & Torelli,11,1117148,-0.11%,https://www.youtube.com/watch?v=LcldH2JNN8U
86,80,Anjos (Pra quem tem fé),O Rappa,6,1115598,-0.04%,https://www.youtube.com/watch?v=BPbCLtBl_g4
87,49,Xota Agua Xau Bom Dia,Danado do Recife & Escama Reels & Zoinho no Beat & mc lysa,5,1114715,-0.36%,https://www.youtube.com/watch?v=5Dm8xr8MzDs
88,76,Nada É para Sempre,Desejo de Menina,6,1114138,-0.06%,https://www.youtube.com/watch?v=N0W-bLwqVDA
89,85,Gratidão,Felipe Rodrigues,2,1099445,-0.03%,https://www.youtube.com/watch?v=-oH04gqi0xI
90,95,Gnarly,KATSEYE,22,1091879,0.04%,https://www.youtube.com/watch?v=R2-yomhYAj4
91,88,Iris,The Goo Goo Dolls,2,1083034,0%,https://www.youtube.com/watch?v=NdYWuo9OFAw
92,75,Baile do VJ,Eduardinho dos Teclados,9,1079226,-0.11%,https://www.youtube.com/watch?v=sgT8g3IwPTE
93,n/a,Making Love Out Of Nothing At All,Air Supply,1,1064860,n/a,https://www.youtube.com/watch?v=ogoIxkPjRts
94,74,Calafrio,DJ KN DE VILA VELHA & DJ Arana & MC Ryan SP & MC Jvila & Vulgo FK,4,1054235,-0.13%,https://www.youtube.com/watch?v=YeuMTbTsAF8
95,n/a,That's My Way (feat. Seu Jorge & Leon Mobley),Edi Rock,5,1052718,n/a,https://www.youtube.com/watch?v=ysfm_adxRrI
96,n/a,Sinônimos,Chitãozinho & Xororó & Zé Ramalho,10,1040856,n/a,https://www.youtube.com/watch?v=URN-Ikkc4CI
97,98,Ore Mais,Angélica Azevedo,8,1032987,0%,https://www.youtube.com/watch?v=Q_9eQBWC8O4
98,n/a,Todas As Coisas (Ao Vivo),Fernandinho,16,1032090,n/a,https://www.youtube.com/watch?v=HrdDc0no4Jw
99,93,O Maior Vilão Sou Eu,Sarah Beatriz,8,1027237,-0.02%,https://www.youtube.com/watch?v=1lMFElbRIos
100,96,Hipnotiza,Diggo & Léo Santana,2,1025149,-0.02%,https://www.youtube.com/watch?v=-wV71gxPQlk
