Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,2,JETSKI,PEDRO SAMPAIO & MC MENO K & Melody,13,9678680,-0.11%,https://www.youtube.com/watch?v=7CF5qbw8zec
2,1,Diário de um Cafajeste,Dj Oreia & MC Lele JP & MC Meno K & MC Ryan SP & MC Tuto & Mc Negão Original,19,9365616,-0.14%,https://www.youtube.com/watch?v=WQHYbOy7H2g
3,3,Carnívoro,MC Jacaré & MC Lele JP & Mc Negão Original & DJ Japa NK,8,8365987,0.01%,https://www.youtube.com/watch?v=hToGSAFPwds
4,4,Posso Até Não Te Dar Flores (feat. DJ DAVI DOGDOG),DJ Japa NK & MC MENO K & MC Ryan SP & MC Jacaré,24,6760006,0.04%,https://www.youtube.com/watch?v=ztC8bM-EYOg
5,5,Reliquia do 2T (feat. MC Fr da Norte & Mc Dkziin),MC Vine7 & MC Tuto & MC Joãozinho VT & DJ Gu,6,6196051,0.04%,https://www.youtube.com/watch?v=rIuKKV06CZA
6,7,P do Pecado (Ao Vivo),Grupo Menos É Mais & Simone Mendes,46,5326517,0.01%,https://www.youtube.com/watch?v=eAIivxKZYZw
7,8,SEQUÊNCIA FEITICEIRA (feat. MC Nito),PEDRO SAMPAIO & MC GW & Mc Jhey & MC Rodrigo do CN,29,4956905,-0.06%,https://www.youtube.com/watch?v=_zKnEm9xPWw
8,6,Gangstar,Oruam & Chefin & Salvador Da Rima & Real Fuba,7,4708322,-0.17%,https://www.youtube.com/watch?v=GwccKjN3OWY
9,9,Vai Tomando Pock Pock (feat. MC MENO K),MC Lele JP & MC Leozinho ZS & MC GH Original & MC Menor ZL & DJ GORDINHO DA VF,24,4684972,-0.02%,https://www.youtube.com/watch?v=tWjTNxAvlLk
10,10,Eu Me Apaixonei,Vitinho Imperador,32,4301726,0%,https://www.youtube.com/watch?v=HD2sMiAwpCQ
11,12,Pela Última Vez (Ao Vivo),Grupo Menos É Mais & Nattan,30,3795818,0.01%,https://www.youtube.com/watch?v=iYjz1Ap1VvU
12,11,SET DO JAPA NK 2.0 (feat. MC LUUKY MC Jacaré MC Rodrigo do CN MC GH do 7 MC Lele JP MC Jvila & Oruam),DJ Japa NK & MC Ryan SP & MC MENO K & MC IG,18,3714832,-0.04%,https://www.youtube.com/watch?v=QbdcQV63c2Y
