Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
13,35,Carnívoro,MC Jacaré & MC Lele JP & Mc Negão Original & DJ Japa NK,2,4075196,0.78%,https://www.youtube.com/watch?v=hToGSAFPwds
14,13,Tubarões (Ao Vivo),Diego & Victor Hugo,48,3970395,-0.09%,https://www.youtube.com/watch?v=10XarNSkw0s
15,15,Quem É Esse?(Live),Julliany Souza,38,3611707,-0.1%,https://www.youtube.com/watch?v=0ZF5em0MTwY
16,14,Brega Funk dos Rosa (feat. Katlen & Leozinn),Void & Robson Abreu & Emilly Vick,10,3510874,-0.2%,https://www.youtube.com/watch?v=qgz-ydhRs4s
17,16,Sonho de Amor (Ao Vivo),Natanzinho Lima,24,3344365,-0.13%,https://www.youtube.com/watch?v=VnPB-H7Zo7Y
18,22,NO BATIDÃO,ZXKAI & slxughter,15,3111081,0.03%,https://www.youtube.com/watch?v=GXioir-fujY
19,24,Gauchinha (feat. MC LUUKY),DJ Japa NK & MC MENO K & MC Ryan SP & MC Brinquedo,7,3075071,0.03%,https://www.youtube.com/watch?v=ps7k1q7PbA4
20,19,Eu Te Seguro (Ao Vivo),Panda & MJ Records,15,3042609,-0.06%,https://www.youtube.com/watch?v=kI6ywewtYkc
21,21,Amor Dos Outros (Ao Vivo),Henrique & Juliano,29,2963475,-0.03%,https://www.youtube.com/watch?v=0kiCQLdfgVg
22,18,Me Apaixonei Nessa Morena (Ao Vivo),Natanzinho Lima,31,2900259,-0.12%,https://www.youtube.com/watch?v=KzPau_0Ad7o
23,17,Fanatismo,YASMIN SENSAÇÃO,8,2870038,-0.14%,n/a
24,n/a,Pilota,Void,1,2833461,n/a,https://www.youtube.com/watch?v=I8djDExYcAA
25,81,Pipoca,Emilly Vick & Robson Abreu,2,2797903,1.29%,https://www.youtube.com/watch?v=URaYG2qG30U
26,25,Um Novo Dia (Ao Vivo),Get Worship & Get Records & Melk Villar & Vinicius Cruz,27,2784960,-0.06%,https://www.youtube.com/watch?v=6NvkZY-va0E
27,30,Semi Nua,MC GP & MC MENO K & Aaron Modesto & MC RN do Capão & DU'L & MC Rick & DJ Guh Mix & Marquinho No Beat & MC Ryan SP & Mc Negão Original,4,2757060,0.13%,https://www.youtube.com/watch?v=OGzvLeq6too
28,23,Um Centímetro (feat. Juninho Moraes),Toque Dez,13,2727773,-0.09%,https://www.youtube.com/watch?v=UHY_Znbz6zc
29,26,Body Splash(Live),Netto Brito,28,2676163,-0.05%,https://www.youtube.com/watch?v=0GLnePaA4e8
30,27,Saudade Proibida (Ao Vivo),Simone Mendes,43,2476684,-0.11%,https://www.youtube.com/watch?v=uEtGTq92Cmk
31,28,Até Quebrar a Cama 2.0,cjnobeat & Mc Morena & MC GW,23,2470639,-0.09%,https://www.youtube.com/watch?v=sRc1Fh0y3ZI
32,38,Tudo É Perda (Ao Vivo),Felipe Rodrigues,13,2316977,0.04%,https://www.youtube.com/watch?v=qxzQR5uwWsk
33,32,Até Você Voltar (Ao Vivo),Henrique & Juliano,43,2268610,-0.02%,https://www.youtube.com/watch?v=S6JpneypYvc
34,47,História de um Amigo Meu (Ao Vivo),MC Leozinho ZS & MC Neguinho do Kaxeta,14,2213723,0.16%,https://www.youtube.com/watch?v=nJelgv6tUUA
35,40,Dally (feat. Maneirinho Do Recife Mc Balakinha & Biel Xcamoso),Shevchenko e Elloco,16,2185956,0.03%,https://www.youtube.com/watch?v=K6thL9Pz3gA
36,44,Treme o Bumbum,MC Leléto,5,2041069,0.02%,https://www.youtube.com/watch?v=U6rK_v1il90
37,33,Vingança,Emilly Vick & Void,31,2010748,-0.13%,https://www.youtube.com/watch?v=3nYntR_BmD0
38,39,Santo Pra Sempre (Ao Vivo),Fernandinho,43,1967724,-0.07%,https://www.youtube.com/watch?v=u2FOGNSJfX8
39,37,2026,MC Tuto & Dj Oreia,6,1958127,-0.13%,https://www.youtube.com/watch?v=lsTfgv6JkDs
40,41,Sua Boca Mente (You're Still The One),Zé Felipe & Ana Castela,18,1939272,-0.07%,https://www.youtube.com/watch?v=FCMyTR1SJM8
41,42,Saudade do Carai,Mari Fernandez & Grelo & Natanzinho Lima,11,1908766,-0.08%,https://www.youtube.com/watch?v=yc4j-pIq20M
42,36,Melzinho,Talita Mel & Xand Avião,33,1904804,-0.16%,https://www.youtube.com/watch?v=tvPSPkugS7A
43,43,GOZALO (Ultra Slowed),Ariis,5,1837784,-0.09%,https://www.youtube.com/watch?v=GkqzojRVtGo
44,29,Golden,HUNTR/X & EJAE & AUDREY NUNA & REI AMI & KPop Demon Hunters Cast,31,1834482,-0.3%,https://www.youtube.com/watch?v=yebNIHKAC4A
45,45,Meu Jeito de Amar,Theuzinho,42,1820241,-0.08%,https://www.youtube.com/watch?v=24Ca5PoINOE
46,34,Ela Sai de Provocação,MC Don Juan & Boladin 211 & Dj Felipe Maia & Dj Kaioken,6,1787047,-0.22%,https://www.youtube.com/watch?v=XFo7RaOhpHw
47,n/a,PEGA A MALDADE DA BANDIDA,Dj Luan Gomes & Mc Ws da leste & Delleon & Tropa da W&S,1,1743374,n/a,https://www.youtube.com/watch?v=FYz81lpGwsQ
48,49,Búfalo do Marajó,O Muriel,29,1734458,-0.05%,https://www.youtube.com/watch?v=1dXgB4-JmKo
49,50,Talvez você precise de mim,Veigh & Supernova Ent,19,1724575,-0.04%,https://www.youtube.com/watch?v=V2M1Xx50arE
50,52,Primeira Essência (Ao Vivo),Felipe Rodrigues,15,1723581,-0.02%,https://www.youtube.com/watch?v=eO9dUp5goWo
51,53,Fazer Macete,Afinho do Fluxo & Arthurzinho batedeira & MC Cauazim & Mc Fininho Da RC & Mc Nick,6,1713561,0%,https://www.youtube.com/watch?v=-yoUW90xZck
52,51,Estrela (Ao Vivo),Rey Vaqueiro & Zé Vaqueiro,12,1641641,-0.07%,https://www.youtube.com/watch?v=BpayGeuxgBM
53,48,Vaqueirão (Ao Vivo),Manim Vaqueiro & Talita Mel,5,1613271,-0.14%,https://www.youtube.com/watch?v=9L-VsOwhlXY
54,n/a,Eu Vou Cuspir,DJ YAN MARIOTO & Mc Marlon Ph & BIG MC,1,1605285,n/a,https://www.youtube.com/watch?v=7YYd6g-ESlk
55,54,Não Me Faça Chorar (Ao Vivo),Priscila Senna & Pablo,5,1604476,-0.05%,https://www.youtube.com/watch?v=tfiHm1cbxe4
56,57,10 Minutos de Freestyle,Oruam & LeodoKick & Gigant,5,1517171,-0.04%,https://www.youtube.com/watch?v=_Lt9ZomgPCQ
57,58,Deixa Eu (Ao Vivo),Murilo Huff,19,1476681,-0.06%,https://www.youtube.com/watch?v=ToabLkXUotM
58,63,The Fate of Ophelia,Taylor Swift,15,1471644,-0.02%,https://www.youtube.com/watch?v=ko70cExuzZM
59,46,Montagem Miau (Ultra Slowed),Lenar,8,1459249,-0.26%,n/a
60,56,GOSTOSIN,Anitta & Felipe Amorim & HITMAKER,4,1458072,-0.09%,https://www.youtube.com/watch?v=w6nNddTCzTM
61,64,Zoo,Shakira,8,1457158,-0.03%,https://www.youtube.com/watch?v=Kw3935PH01E
62,59,Cheiro De Culpado (Ao Vivo),Júnior e Cézar,6,1454295,-0.07%,https://www.youtube.com/watch?v=gWYIo3l1oQ4
63,92,P.I.T.T.Y. (Parecendo Uma Cafetina),NandaTsunami & Stick & Bvga Beatz & Torelli,2,1451917,0.34%,https://www.youtube.com/watch?v=LcldH2JNN8U
64,n/a,Gangstar,Oruam & Chefin & Salvador Da Rima & Real Fuba,1,1439094,n/a,https://www.youtube.com/watch?v=GwccKjN3OWY
65,85,Nome Proibido,Rey Vaqueiro,2,1412471,0.21%,https://www.youtube.com/watch?v=5yrZab1iEXA
66,60,Se Eu Te Perdoar,Netto Brito,4,1372610,-0.12%,https://www.youtube.com/watch?v=qsVG64XB1PY
67,69,Sua Vez de Terminar (Ao Vivo),Toque Dez,6,1303722,-0.04%,https://www.youtube.com/watch?v=IEDvym28mlA
68,68,VOCE NA MIRA (Slowed),Hwungii & DJ VGK1,5,1294591,-0.05%,https://www.youtube.com/watch?v=B091oc37QeY
69,55,MONTAGEM REBOLA,ATLXS & DJ FKU,5,1290298,-0.21%,https://www.youtube.com/watch?v=0Ib0ZtLILys
70,74,Chatão (feat. Mc Negão Original & MC Ryan SP),MC Lele JP & Dj Oreia & Mc DR & Gubeatz,3,1284402,-0.02%,https://www.youtube.com/watch?v=7UllbN9itGM
71,75,Fala na Cara (feat. Dj ak beats & Love Funk),Mc Paiva ZS,34,1257792,-0.02%,https://www.youtube.com/watch?v=sX5R9yC27Bk
72,61,Meu Bem Querer,YASMIN SENSAÇÃO,8,1248628,-0.18%,https://www.youtube.com/watch?v=yWs04gxFmiU
73,n/a,THE BOX MEDLEY 12,THE BOX & L7NNON & Orochi & Ajuliacosta & MD Chefe & DomLaike & Neo Beats & Victor WAO & ProdbyFp,1,1247512,n/a,https://www.youtube.com/watch?v=iRMpFQKzXaM
74,67,Biometria,Netto Brito,12,1246912,-0.11%,https://www.youtube.com/watch?v=bS9r47RA_To
75,65,Alô Virgínia (Ao Vivo),Grupo Chocolate & Turma do Pagode,8,1236794,-0.16%,https://www.youtube.com/watch?v=ylPlxGTCejQ
76,83,Ignora (Ao Vivo),Felipe & Rodrigo,5,1215089,0.01%,https://www.youtube.com/watch?v=y15gPbntaLE
77,86,Calcinha de Renda (Ao Vivo),Panda & Gusttavo Lima & MJ Records,4,1197332,0.03%,https://www.youtube.com/watch?v=GVSS3lh_lCY
78,73,MONTAGEM CAMERA LENTA,Dj Duarte & DJ ORBITAL & Dj Rs,10,1167638,-0.11%,https://www.youtube.com/watch?v=x5aEyUy66ds
79,89,Pedido De Socorro (Ao Vivo),Gustavo Mioto,5,1165323,0.02%,https://www.youtube.com/watch?v=Hv53XBYeK7E
80,76,IMPERFEITO,Seven Plus & Rayssa Andreoli,7,1164263,-0.09%,https://www.youtube.com/watch?v=GneZr6ZXcnE
81,n/a,Marquinha De Fitinha (Ao Vivo),Léo Santana,1,1158376,n/a,https://www.youtube.com/watch?v=cxym1Hf9x5k
82,72,DUAS PRINCESAS,Emilly Vick & Katlen,19,1129033,-0.15%,https://www.youtube.com/watch?v=SNzNRTAwYHY
83,87,Van Cleef,Orochi & Filipe Ret & Portugal No Beat,19,1126972,-0.02%,https://www.youtube.com/watch?v=SP1qu6_zw3s
84,n/a,Auê (A Fé Ganhou) (Ao Vivo) (feat. Calmará Midian Nascimento Ana Heloysa & Daniel Alves),Marco Telles Belohuby & Coletivo Candiero,1,1123485,n/a,https://www.youtube.com/watch?v=ze1P41wcH5A
85,71,Treme o Popozão,MC Leléto & Leléto Records,2,1118488,-0.16%,https://www.youtube.com/watch?v=-gyG8PWHa9k
86,91,É Tudo Sobre Você / Ser Mudado (Ao Vivo),MORADA,5,1118032,0%,https://www.youtube.com/watch?v=UnEd_pFGWGw
87,88,Só Tem Eu,Void,15,1115792,-0.03%,https://www.youtube.com/watch?v=QluYQ5eRQ3g
88,90,Lua Cheia,Marina Sena,2,1101447,-0.01%,https://www.youtube.com/watch?v=q0u47Nl7N7M
89,82,Vagabundo,Gusttavo Lima & Luis Fonsi,17,1100674,-0.09%,https://www.youtube.com/watch?v=aaLYhwadeE0
90,78,Tô na Brasilia com o Zigão,DJ Zigão & Mc Roger,18,1081225,-0.15%,https://www.youtube.com/watch?v=78QVCTj7PJg
91,n/a,Ore Mais,Angélica Azevedo,2,1059555,n/a,https://www.youtube.com/watch?v=Q_9eQBWC8O4
92,n/a,DNA (Ao Vivo),Gustavo Mioto,1,1054082,n/a,https://www.youtube.com/watch?v=BgCzjQPwGtM
93,94,Me Refaz (Ao Vivo),Ministério Pra Tua Glória,9,1050041,-0.01%,https://www.youtube.com/watch?v=lI8OpUT3NmQ
94,80,Homem É Homem Moleque É Moleque,Nattan & Zé Felipe,9,1047528,-0.17%,https://www.youtube.com/watch?v=NzzWICQ_gHM
95,97,Quem Ama Sempre Entende (Ao Vivo),Henrique & Juliano,4,1020192,-0.02%,https://www.youtube.com/watch?v=OzDkgc9bVhQ
96,n/a,Tu Podes,Regis Danese,1,1016298,n/a,https://www.youtube.com/watch?v=8Rh3q8odG8Y
97,93,Eu Vou Fazer (Ao Vivo),Kailane Frauches,4,1015824,-0.06%,https://www.youtube.com/watch?v=w2pP1DYZSTg
98,n/a,Vida Loka Pt. 2,Racionais MC's,2,998837,n/a,https://www.youtube.com/watch?v=Fu5kcgz73TY
99,n/a,A Vida É Desafio,Racionais MC's,11,983918,n/a,https://www.youtube.com/watch?v=Wb3rvC6z5ao
100,n/a,Pretin,Zé Felipe & Bellagi,1,942782,n/a,https://www.youtube.com/watch?v=esOIXwdL3Kk
