Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,JETSKI,PEDRO SAMPAIO & MC MENO K & Melody,6,15604406,0.11%,https://www.youtube.com/watch?v=7CF5qbw8zec
2,2,Posso Até Não Te Dar Flores (feat. DJ DAVI DOGDOG),DJ Japa NK & MC MENO K & MC Ryan SP & MC Jacaré,17,10924075,-0.08%,https://www.youtube.com/watch?v=ztC8bM-EYOg
3,3,Diário de um Cafajeste,Dj Oreia & MC Lele JP & MC Meno K & MC Ryan SP & MC Tuto & Mc Negão Original,12,9469869,0.07%,https://www.youtube.com/watch?v=WQHYbOy7H2g
4,4,SEQUÊNCIA FEITICEIRA (feat. MC Nito),PEDRO SAMPAIO & MC GW & Mc Jhey & MC Rodrigo do CN,22,7957120,-0.02%,https://www.youtube.com/watch?v=_zKnEm9xPWw
5,6,P do Pecado (Ao Vivo),Grupo Menos É Mais & Simone Mendes,39,7175363,-0.05%,https://www.youtube.com/watch?v=eAIivxKZYZw
6,5,Vai Tomando Pock Pock (feat. MC MENO K),MC Lele JP & MC Leozinho ZS & MC GH Original & MC Menor ZL & DJ GORDINHO DA VF,17,6884539,-0.1%,https://www.youtube.com/watch?v=tWjTNxAvlLk
7,9,SET DO JAPA NK 2.0 (feat. MC LUUKY MC Jacaré MC Rodrigo do CN MC GH do 7 MC Lele JP MC Jvila & Oruam),DJ Japa NK & MC Ryan SP & MC MENO K & MC IG,11,6180347,0.06%,https://www.youtube.com/watch?v=QbdcQV63c2Y
8,7,Eu Me Apaixonei,Vitinho Imperador,25,6174509,-0.05%,https://www.youtube.com/watch?v=HD2sMiAwpCQ
9,8,Amo Minha Favela,DJ Japa NK & MC MENO K,7,4944255,-0.17%,https://www.youtube.com/watch?v=xVxFGVNJvdY
10,10,Pela Última Vez (Ao Vivo),Grupo Menos É Mais & Nattan,23,4837895,-0.03%,https://www.youtube.com/watch?v=iYjz1Ap1VvU
11,11,Desliza ("Ólhinho" No Corpinho),Léo Santana & Melody,28,4626424,-0.01%,https://www.youtube.com/watch?v=Xxd0-MBsOBs
12,13,ME POSTOU NO DAILY - FESTA DO BIG G,MC GP & MC Lele JP & DJ DAVI DOGDOG & DJ ANDRABEAT,18,4416896,0%,https://www.youtube.com/watch?v=hQskOv9b_kg
13,12,Tubarões (Ao Vivo),Diego & Victor Hugo,47,4384426,-0.02%,https://www.youtube.com/watch?v=10XarNSkw0s
14,14,Brega Funk dos Rosa (feat. Katlen & Leozinn),Void & Robson Abreu & Emilly Vick,9,4373455,0.03%,https://www.youtube.com/watch?v=qgz-ydhRs4s
15,15,Quem É Esse?(Live),Julliany Souza,37,4001348,-0.02%,https://www.youtube.com/watch?v=0ZF5em0MTwY
16,16,Sonho de Amor (Ao Vivo),Natanzinho Lima,23,3825230,-0.06%,https://www.youtube.com/watch?v=VnPB-H7Zo7Y
17,19,Fanatismo,YASMIN SENSAÇÃO,7,3352534,-0.03%,n/a
18,17,Me Apaixonei Nessa Morena (Ao Vivo),Natanzinho Lima,30,3283799,-0.08%,https://www.youtube.com/watch?v=KzPau_0Ad7o
19,20,Eu Te Seguro (Ao Vivo),Panda & MJ Records,14,3247761,0.01%,https://www.youtube.com/watch?v=kI6ywewtYkc
20,21,Deus de Obras Completas (Ao Vivo),Kemilly Santos,52,3063281,-0.01%,https://www.youtube.com/watch?v=Ds200TtR97o
21,23,Amor Dos Outros (Ao Vivo),Henrique & Juliano,28,3060735,0.02%,https://www.youtube.com/watch?v=0kiCQLdfgVg
22,22,NO BATIDÃO,ZXKAI & slxughter,14,3033331,-0.01%,https://www.youtube.com/watch?v=GXioir-fujY
23,25,Um Centímetro (feat. Juninho Moraes),Toque Dez,12,2993645,0.07%,https://www.youtube.com/watch?v=UHY_Znbz6zc
24,29,Gauchinha (feat. MC LUUKY),DJ Japa NK & MC MENO K & MC Ryan SP & MC Brinquedo,6,2992828,0.14%,https://www.youtube.com/watch?v=ps7k1q7PbA4
25,27,Um Novo Dia (Ao Vivo),Get Worship & Get Records & Melk Villar & Vinicius Cruz,26,2974250,0.08%,https://www.youtube.com/watch?v=6NvkZY-va0E
26,26,Body Splash(Live),Netto Brito,27,2827850,0.01%,https://www.youtube.com/watch?v=0GLnePaA4e8
27,24,Saudade Proibida (Ao Vivo),Simone Mendes,42,2788836,-0.02%,https://www.youtube.com/watch?v=uEtGTq92Cmk
28,28,Até Quebrar a Cama 2.0,cjnobeat & Mc Morena & MC GW,22,2719815,0%,https://www.youtube.com/watch?v=sRc1Fh0y3ZI
29,31,Golden,HUNTR/X & EJAE & AUDREY NUNA & REI AMI & KPop Demon Hunters Cast,30,2606407,0.02%,https://www.youtube.com/watch?v=yebNIHKAC4A
30,41,Semi Nua,MC GP & MC MENO K & Aaron Modesto & MC RN do Capão & DU'L & MC Rick & DJ Guh Mix & Marquinho No Beat & MC Ryan SP & Mc Negão Original,3,2437367,0.15%,https://www.youtube.com/watch?v=OGzvLeq6too
31,34,Sobre Nós,Delacruz & Maria & Ducon & Luiz Lins & Diomedes Chinaski & BK & Kayuá,60,2364018,-0.02%,https://www.youtube.com/watch?v=bD6ifecX6rs
32,37,Até Você Voltar (Ao Vivo),Henrique & Juliano,42,2325066,0.06%,https://www.youtube.com/watch?v=S6JpneypYvc
33,49,Vingança,Emilly Vick & Void,30,2301038,0.21%,https://www.youtube.com/watch?v=3nYntR_BmD0
34,32,Ela Sai de Provocação,MC Don Juan & Boladin 211 & Dj Felipe Maia & Dj Kaioken,5,2293906,-0.08%,https://www.youtube.com/watch?v=XFo7RaOhpHw
35,n/a,Carnívoro,MC Jacaré & MC Lele JP & Mc Negão Original & DJ Japa NK,1,2283042,n/a,https://www.youtube.com/watch?v=hToGSAFPwds
36,33,Melzinho,Talita Mel & Xand Avião,32,2270007,-0.07%,https://www.youtube.com/watch?v=tvPSPkugS7A
37,36,2026,MC Tuto & Dj Oreia,5,2252167,0.02%,https://www.youtube.com/watch?v=lsTfgv6JkDs
38,42,Tudo É Perda (Ao Vivo),Felipe Rodrigues,12,2226493,0.07%,https://www.youtube.com/watch?v=qxzQR5uwWsk
39,38,Santo Pra Sempre (Ao Vivo),Fernandinho,42,2116627,-0.03%,https://www.youtube.com/watch?v=u2FOGNSJfX8
40,30,Dally (feat. Maneirinho Do Recife Mc Balakinha & Biel Xcamoso),Shevchenko e Elloco,15,2113715,-0.19%,https://www.youtube.com/watch?v=K6thL9Pz3gA
41,35,Sua Boca Mente (You're Still The One),Zé Felipe & Ana Castela,17,2092891,-0.06%,https://www.youtube.com/watch?v=FCMyTR1SJM8
42,18,Saudade do Carai,Mari Fernandez & Grelo & Natanzinho Lima,10,2084157,-0.41%,https://www.youtube.com/watch?v=yc4j-pIq20M
43,45,GOZALO (Ultra Slowed),Ariis,4,2023870,0.02%,https://www.youtube.com/watch?v=GkqzojRVtGo
44,39,Treme o Bumbum,MC Leléto,4,2004592,-0.07%,https://www.youtube.com/watch?v=U6rK_v1il90
45,40,Meu Jeito de Amar,Theuzinho,41,1985802,-0.07%,https://www.youtube.com/watch?v=24Ca5PoINOE
46,48,Montagem Miau (Ultra Slowed),Lenar,7,1974777,0.03%,n/a
47,46,História de um Amigo Meu (Ao Vivo),MC Leozinho ZS & MC Neguinho do Kaxeta,13,1911825,-0.02%,https://www.youtube.com/watch?v=nJelgv6tUUA
48,43,Vaqueirão (Ao Vivo),Manim Vaqueiro & Talita Mel,4,1883550,-0.07%,https://www.youtube.com/watch?v=9L-VsOwhlXY
49,47,Búfalo do Marajó,O Muriel,28,1832550,-0.06%,https://www.youtube.com/watch?v=1dXgB4-JmKo
50,52,Talvez você precise de mim,Veigh & Supernova Ent,18,1792907,-0.02%,https://www.youtube.com/watch?v=V2M1Xx50arE
