Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,Views,Growth,YouTube URL
15,22,Quem É Esse?(Live),Julliany Souza,50,3042442,0.02%,https://www.youtube.com/watch?v=0ZF5em0MTwY
16,19,Tudo É Perda (Ao Vivo),Felipe Rodrigues,25,3039939,-0.01%,https://www.youtube.com/watch?v=qxzQR5uwWsk
17,16,Gangstar,Oruam & Chefin & Salvador Da Rima & Real Fuba,13,3002313,-0.08%,https://www.youtube.com/watch?v=GwccKjN3OWY
18,11,SET DO JAPA NK 2.0 (feat. MC LUUKY MC Jacaré MC Rodrigo do CN MC GH do 7 MC Lele JP MC Jvila & Oruam),DJ Japa NK & MC Ryan SP & MC MENO K & MC IG,24,2828185,-0.2%,https://www.youtube.com/watch?v=QbdcQV63c2Y
19,20,A Cena,Netto Brito & Pablo,9,2818614,-0.08%,https://www.youtube.com/watch?v=I462VchM2lU
20,18,Vai Tomando Pock Pock (feat. MC MENO K),MC Lele JP & MC Leozinho ZS & MC GH Original & MC Menor ZL & Dj Gordinho da VF,30,2809109,-0.1%,https://www.youtube.com/watch?v=tWjTNxAvlLk
21,9,Se Eu Ficar Pá Nem Me Testa (feat. Mc Negão Original MC ALAN JR Menor richard MC IG & DJ Japa NK),Mc J9 & MC Ryan SP & DJ Guh Mix & MC Don Juan,9,2769104,-0.31%,https://www.youtube.com/watch?v=OrcRaShjGQk
22,15,Gauchinha (feat. MC LUUKY),DJ Japa NK & MC MENO K & MC Ryan SP & MC Brinquedo,19,2758183,-0.16%,https://www.youtube.com/watch?v=ps7k1q7PbA4
23,25,Pela Última Vez (Ao Vivo),Grupo Menos É Mais & Nattan,36,2423035,-0.11%,https://www.youtube.com/watch?v=iYjz1Ap1VvU
24,27,Um Beijo por Minuto (25 Milhões) (Ao Vivo),Natanzinho Lima,6,2350121,-0.07%,https://www.youtube.com/watch?v=6NfinN3Gg-A
25,33,Amor Dos Outros (Ao Vivo),Henrique & Juliano,41,2327234,0.09%,https://www.youtube.com/watch?v=0kiCQLdfgVg
26,24,Amo Minha Favela,DJ Japa NK & MC MENO K,20,2286379,-0.19%,https://www.youtube.com/watch?v=xVxFGVNJvdY
27,28,ME POSTOU NO DAILY - FESTA DO BIG G,MC GP & MC Lele JP & DJ DAVI DOGDOG & DJ ANDRABEAT,31,2264799,-0.08%,https://www.youtube.com/watch?v=hQskOv9b_kg
28,n/a,Billie Jean,Michael Jackson,1,2248649,n/a,https://www.youtube.com/watch?v=Zi_XLOBDo_Y
29,52,Pra Não Esquecer De Mim,Aaron Modesto &  Mc Magal   & MC MENO K & DJ Glenner,2,2141562,0.3%,https://www.youtube.com/watch?v=m66DoR5xL3s
30,39,Ruim de Coração,Zé Felipe,3,2088861,0.07%,https://www.youtube.com/watch?v=_fH1AZ7yDlc
31,32,Sonho de Amor (Ao Vivo),Natanzinho Lima,36,2052535,-0.07%,https://www.youtube.com/watch?v=VnPB-H7Zo7Y
32,n/a,Beat It,Michael Jackson,1,2033905,n/a,https://www.youtube.com/watch?v=oRdxUFDoQe0
33,30,Lembrei de Tu,MC MENO K & Oruam & Fepache,11,2030612,-0.15%,https://www.youtube.com/watch?v=StGgzGjZ67Y
34,35,10 Minutos de Freestyle,Oruam & LeodoKick & Gigant,17,1986443,-0.03%,https://www.youtube.com/watch?v=_Lt9ZomgPCQ
35,37,Body Splash(Live),Netto Brito,40,1919650,-0.04%,https://www.youtube.com/watch?v=0GLnePaA4e8
36,41,PEGA A MALDADE DA BANDIDA,Dj Luan Gomes & Mc Ws da leste & Delleon & Tropa da W&S,13,1842115,-0.02%,https://www.youtube.com/watch?v=FYz81lpGwsQ
37,51,Peão Todo Tatuado,Jeninho & Mariana Fagundes,5,1774306,0.06%,https://www.youtube.com/watch?v=2yreX_ZCfgM
38,44,NO BATIDÃO,ZXKAI & slxughter,27,1761962,-0.04%,https://www.youtube.com/watch?v=GXioir-fujY
39,42,Me Apaixonei Nessa Morena (Ao Vivo),Natanzinho Lima,43,1743727,-0.06%,https://www.youtube.com/watch?v=KzPau_0Ad7o
40,36,Dizeres,Orgânico & Lourena & Sant & Léo Casa 1 & Rap Box,7,1738539,-0.14%,https://www.youtube.com/watch?v=lxhqCcrnTv4
41,40,Pra Não Pensar em Você (Ao Vivo),Zezé Di Camargo & Luciano,27,1697276,-0.13%,https://www.youtube.com/watch?v=JPITxZbf5H4
42,45,Desliza ("Ólhinho" No Corpinho),Léo Santana & Melody,41,1679967,-0.08%,https://www.youtube.com/watch?v=Xxd0-MBsOBs
43,60,Quase Algo (Ao Vivo),Henrique & Juliano,32,1649241,0.11%,https://www.youtube.com/watch?v=oD9izvb3gO0
44,n/a,Primeira Essência (Ao Vivo),Felipe Rodrigues,25,1642477,n/a,https://www.youtube.com/watch?v=eO9dUp5goWo
45,56,Nome Proibido,Rey Vaqueiro,14,1629883,0.05%,https://www.youtube.com/watch?v=5yrZab1iEXA
46,47,Arrependidaço (Onde Você Anda),Ferrugem,7,1628551,-0.06%,https://www.youtube.com/watch?v=mILYtp4UHIQ
47,46,Um Centímetro (feat. Juninho Moraes),Toque Dez,25,1626539,-0.08%,https://www.youtube.com/watch?v=UHY_Znbz6zc
48,50,Talvez você precise de mim,Veigh & Supernova Ent,31,1616607,-0.04%,https://www.youtube.com/watch?v=V2M1Xx50arE
49,43,Mudando de Assunto (En Vivo),Henrique & Juliano,28,1614613,-0.12%,https://www.youtube.com/watch?v=Yi4MQecGdfA
50,n/a,Six Seven,Laurinha Costa & Dj Cabello & Dj Tchouzen & ,1,1613753,n/a,https://www.youtube.com/watch?v=AfJm4CtlcWA
51,n/a,Thriller,Michael Jackson,1,1595726,n/a,https://www.youtube.com/watch?v=sOnqjkJTMaA
52,64,Saber Quem Sou,Any Gabrielly,30,1579357,0.1%,https://www.youtube.com/watch?v=mUVUmG9vOFw
53,61,PINKY UP,KATSEYE,3,1509016,0.02%,https://www.youtube.com/watch?v=7F1ET2XHQfk
54,48,Calcinha de Renda (Ao Vivo),Panda & Gusttavo Lima & MJ Records,16,1473012,-0.15%,https://www.youtube.com/watch?v=GVSS3lh_lCY
55,n/a,Diga Sim Pra Mim,Toque Dez,1,1467946,n/a,https://www.youtube.com/watch?v=z3VkbI2pyAM
56,98,Na Rlk do Paizão (feat. MC Tikão),Gelado no Beat & Mc chefe original & DUCK NO BEAT,2,1465406,0.3%,https://www.youtube.com/watch?v=HQV74jzgRAM
57,78,Meia Noite,Anitta & Los Brasileros,2,1458485,0.13%,https://www.youtube.com/watch?v=xxcJM0wYZGE
58,81,Oi Tudo Bem? (Ao Vivo),Zé Neto & Cristiano,2,1457872,0.18%,https://www.youtube.com/watch?v=vWO2Ui3vHbQ
59,87,Cadeira Cativa (Ao Vivo),Zé Neto & Cristiano,3,1455906,0.21%,https://www.youtube.com/watch?v=lBDDMrUCz1A
60,65,Gabriela,KATSEYE,22,1453957,0.02%,https://www.youtube.com/watch?v=CjnB56tSCQI
61,62,Não Me Deixe Esquecer (Ao Vivo),Valesca Mayssa,7,1443080,-0.01%,https://www.youtube.com/watch?v=xkQCzSNRGCs
62,57,Bola Uma Vela (Trava Chip),MC MENO K & DJ Yuri Pedrada,4,1426311,-0.08%,https://www.youtube.com/watch?v=28rBMPNMbOQ
63,67,Beatriz,2ZDinizz & Leborato & HHR,6,1385524,-0.02%,https://www.youtube.com/watch?v=NqXnR4a3Tcw
64,71,Lobo da Madrugada,Mc Poze do Rodo & MC MENO K & MC Rodrigo do CN & MC Ryan SP & Bielzin & DJ Japa NK & DJ ANDRABEAT,3,1368341,0%,https://www.youtube.com/watch?v=zg5VbFicGC8
65,49,Meu Pai Paga Minha Faculdade / Mexe Essa Sanfona / Eu Vou Pra Vaquejada / Vuco Vuco / Rei Do Baralho / Sala De Reboco(Live), & Claudio Ney & Juliana,11,1334075,-0.22%,https://www.youtube.com/watch?v=0692WFAqRxs
66,66,Semi Nua,MC GP & MC MENO K & Aaron Modesto & MC RN do Capão & DU'L & MC Rick & DJ Guh Mix & Marquinho No Beat & MC Ryan SP & Mc Negão Original,16,1324584,-0.06%,https://www.youtube.com/watch?v=OGzvLeq6too
67,68,Sweet Child O' Mine,Guns N' Roses,14,1316454,-0.06%,https://www.youtube.com/watch?v=1w7OgIMMRc4
68,76,Irmão da Lua Amigo das Estrelas,Zezé Di Camargo & Luciano,8,1308514,0.01%,https://www.youtube.com/watch?v=n7RoCG6O0Ew
69,63,2.0,BTS,5,1304342,-0.1%,https://www.youtube.com/watch?v=_gyultVTesk
70,74,Cheiro De Culpado (Ao Vivo),Júnior e Cézar,18,1304183,-0.04%,https://www.youtube.com/watch?v=gWYIo3l1oQ4
71,80,Déjà Vu (Live),Andrielly Souza,7,1298535,0.05%,https://www.youtube.com/watch?v=Fh1pE9xjHHw
72,84,Gnarly,KATSEYE,25,1283429,0.04%,https://www.youtube.com/watch?v=R2-yomhYAj4
73,n/a,Cuida Bem Dela,Marília Mendonça,1,1245115,n/a,https://www.youtube.com/watch?v=2cdT3Gl1VPs
74,17,Desgraça,Anitta,2,1243245,-0.62%,https://www.youtube.com/watch?v=r20zq0QfVM4
75,69,Insegurança / Fim de Noite (Ao Vivo),MJ Records & Panda & Ícaro e Gilmar & Humberto & Ronaldo & Luan Pereira & Bruno & Denner & Mariana Fagundes & Rafael Quadros & CDB,2,1225606,-0.12%,https://www.youtube.com/watch?v=q6NlbFxmkNE
76,n/a,Oh Quão Lindo Esse Nome É (Ao Vivo),Felipe Rodrigues,3,1215071,n/a,https://www.youtube.com/watch?v=fQZjavJe_uo
77,n/a,Sagrado Profano,Luísa Sonza &  Kayblack,21,1211468,n/a,https://www.youtube.com/watch?v=G3-jmM-aLzs
78,75,Não Me Faça Chorar (Ao Vivo),Priscila Senna & Pablo,17,1202966,-0.08%,https://www.youtube.com/watch?v=tfiHm1cbxe4
79,82,Raindance,Dave & Tems,5,1188063,-0.04%,https://www.youtube.com/watch?v=SOJpE1KMUbo
80,86,Se Eu Te Perdoar,Netto Brito,15,1173777,-0.04%,https://www.youtube.com/watch?v=qsVG64XB1PY
81,58,Cuida Bem Dela (Ao Vivo),Henrique & Juliano,5,1168236,-0.23%,https://www.youtube.com/watch?v=2Q6eFRuYa2w
82,83,Semi Nua 2 (feat. MC GP MC Ryan SP MC Willian DJ Guh Mix DU'L MC RN do Capão & Marquinho No Beat),Mc Iguinho Ct & Mc Negão Original & Aaron Modesto & Mc Dena,8,1160321,-0.06%,https://www.youtube.com/watch?v=RREZkww4imw
83,n/a,Aproveita Que Eu Tô Brigado (Ao Vivo),Nattan & Zé Vaqueiro,1,1149298,n/a,https://www.youtube.com/watch?v=EKGic7WUtdM
84,n/a,Eis-me Aqui (Ao Vivo),Valesca Mayssa,31,1137100,n/a,https://www.youtube.com/watch?v=wdtxqAjWjEU
85,100,É Tudo Sobre Você / Ser Mudado (Ao Vivo),MORADA,16,1136532,0.02%,https://www.youtube.com/watch?v=UnEd_pFGWGw
86,92,Babydoll,Dominic Fike,4,1115993,-0.04%,https://www.youtube.com/watch?v=-J2rSm8K9_Y
87,89,A Tua Palavra,Larissa Pires,3,1100547,-0.06%,https://www.youtube.com/watch?v=5GqS-t-Ryhc
88,85,Hooligan,BTS,5,1097467,-0.11%,https://www.youtube.com/watch?v=diBO0gMuTXo
89,n/a,P.I.T.T.Y. (Parecendo Uma Cafetina),NandaTsunami & Stick & Bvga Beatz & Torelli,13,1096399,n/a,https://www.youtube.com/watch?v=LcldH2JNN8U
90,94,Resenha Na Laje,KEW & DJGILCASTRO,12,1089763,-0.06%,https://www.youtube.com/watch?v=O7buVI-wk9I
91,73,Baby (feat. Ludacris),Justin Bieber,3,1080792,-0.21%,https://www.youtube.com/watch?v=kffacxfA7G4
92,n/a,Don't Stop 'Til You Get Enough,Michael Jackson,1,1079014,n/a,https://www.youtube.com/watch?v=yURRmWtbTbo
93,n/a,Porcelanato (Ao Vivo),Panda & MJ Records,1,1078359,n/a,https://www.youtube.com/watch?v=Ne0hGXnaIY0
94,n/a,Anjos (Pra quem tem fé),O Rappa,8,1077304,n/a,https://www.youtube.com/watch?v=BPbCLtBl_g4
95,n/a,They Don't Care About Us,Michael Jackson,1,1068417,n/a,https://www.youtube.com/watch?v=QNJL6nfu__Q
96,n/a,Nada É para Sempre,Desejo de Menina,7,1063185,n/a,https://www.youtube.com/watch?v=N0W-bLwqVDA
97,23,Alma Gêmea,Robson abreu,2,1055838,-0.63%,https://www.youtube.com/watch?v=dKlS21Pohy4
98,91,Ignora (Ao Vivo),Felipe & Rodrigo,17,1050927,-0.1%,https://www.youtube.com/watch?v=y15gPbntaLE
99,n/a,Lua Cheia,Marina Sena,12,1048405,n/a,https://www.youtube.com/watch?v=q0u47Nl7N7M
100,n/a,A Vida É Desafio,Racionais MC's,12,1035936,n/a,https://www.youtube.com/watch?v=Wb3rvC6z5ao
