video_id,artist_name,title,published_at,view_count,like_count,comment_count,has_call2go,call2go_type,call2go_source,video_call2go,channel_call2go,is_auto_generated,is_oac_channel
-Bdfi88EFt0,Gusttavo Lima,Balada (Ao Vivo),2026-03-20T10:00:00Z,1453,5,0,0,nenhum,nenhum,nenhum,nenhum,1,1
zRr_or1O92Y,Gusttavo Lima,Balada (Ao Vivo),2026-03-13T10:01:47Z,26549,270,0,0,nenhum,nenhum,nenhum,nenhum,1,1
rFh6rP0qcr8,Gusttavo Lima,A Noite (La Notte) (Ao Vivo),2026-03-13T10:01:24Z,5967,31,0,0,nenhum,nenhum,nenhum,nenhum,1,1
lRAp8-nc6C0,Gusttavo Lima,A Noite (La Notte) (Ao Vivo),2026-03-13T10:01:18Z,5290,20,0,0,nenhum,nenhum,nenhum,nenhum,1,1
hDLrzdjNNy4,Gusttavo Lima,Pelo Bem da Minha Saudade,2026-03-13T10:01:16Z,28,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
c2-LTUsfSp8,Gusttavo Lima,Desejo Imortal (It Must Have Been Love) (Ao Vivo),2026-03-13T10:00:59Z,5870,40,0,0,nenhum,nenhum,nenhum,nenhum,1,1
ZJOEM8md0g8,Gusttavo Lima,Balada (Ao Vivo),2026-03-13T10:00:55Z,73524,742,0,0,nenhum,nenhum,nenhum,nenhum,1,1
O6NiAeNWqhc,Gusttavo Lima,Pelo Bem da Minha Saudade,2026-03-13T10:00:46Z,62,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
-o0Jvah98NU,Gusttavo Lima,Desejo Imortal (It Must Have Been Love) (Ao Vivo),2026-03-13T10:00:00Z,162464,829,3,0,nenhum,nenhum,nenhum,nenhum,1,1
0lM0r4K_WeQ,Gusttavo Lima,Cama e Coração,2026-03-06T10:04:40Z,1325,17,2,0,nenhum,nenhum,nenhum,nenhum,1,1
9668JJbfZdY,Gusttavo Lima,Cama e Coração,2026-03-06T10:04:33Z,430,4,0,0,nenhum,nenhum,nenhum,nenhum,1,1
cH2AuHwqY2k,Gusttavo Lima,Pelo Bem da Minha Saudade,2026-03-06T10:04:29Z,1454,14,0,0,nenhum,nenhum,nenhum,nenhum,1,1
iw7HeFCkYd4,Gusttavo Lima,Retrovisor,2026-03-06T10:04:07Z,1935,11,0,0,nenhum,nenhum,nenhum,nenhum,1,1
hQwZ9ZLzc5g,Gusttavo Lima,Proibido Terminar (Ao Vivo),2026-03-06T10:03:52Z,310,4,0,0,nenhum,nenhum,nenhum,nenhum,1,1
xg7fXwcs5IY,Gusttavo Lima,Desejo Imortal (It Must Have Been Love) (Ao Vivo),2026-03-06T10:03:47Z,465,4,0,0,nenhum,nenhum,nenhum,nenhum,1,1
s7DQW7kvJC0,Gusttavo Lima,Retrovisor,2026-03-06T10:03:41Z,904,8,0,0,nenhum,nenhum,nenhum,nenhum,1,1
MbgGWbPg7sc,Gusttavo Lima,Pelo Bem da Minha Saudade,2026-03-06T10:03:38Z,628,10,0,0,nenhum,nenhum,nenhum,nenhum,1,1
gK0ewl18Tck,Gusttavo Lima,Cama e Coração,2026-03-06T10:01:55Z,240,3,0,0,nenhum,nenhum,nenhum,nenhum,1,1
t1ikSLnJ3oU,Gusttavo Lima,Retrovisor,2026-03-06T10:01:48Z,668,3,0,0,nenhum,nenhum,nenhum,nenhum,1,1
_lpgyDguQHQ,Gusttavo Lima,Na Hora de Amar (Ao Vivo),2026-03-06T10:01:47Z,715,9,0,0,nenhum,nenhum,nenhum,nenhum,1,1
tJm06BEnbdI,Gusttavo Lima,Retrovisor,2026-03-06T10:01:32Z,3423,18,0,0,nenhum,nenhum,nenhum,nenhum,1,1
qyJR-7363qs,Gusttavo Lima,Retrovisor,2026-03-06T10:01:31Z,42,0,0,0,nenhum,nenhum,nenhum,nenhum,1,1
lLRPl9GYRaU,Gusttavo Lima,Cama e Coração,2026-03-06T10:01:14Z,8467,50,0,0,nenhum,nenhum,nenhum,nenhum,1,1
ihpawUtfgoc,Gusttavo Lima,Proibido Terminar (Ao Vivo),2026-03-06T10:01:10Z,423,2,0,0,nenhum,nenhum,nenhum,nenhum,1,1
_ToIF1Ccmbo,Gusttavo Lima,Retrovisor,2026-03-06T10:01:04Z,304,7,0,0,nenhum,nenhum,nenhum,nenhum,1,1
ZMTcm0D0V5Q,Gusttavo Lima,Cama e Coração,2026-03-06T10:01:01Z,57,1,0,0,nenhum,nenhum,nenhum,nenhum,1,1
T1sBWngQ5dg,Gusttavo Lima,Cama e Coração,2026-03-06T10:00:42Z,745,4,0,0,nenhum,nenhum,nenhum,nenhum,1,1
mrOKOyP0wA8,Ana Castela,Hoje Eu Lembrei de Você (Ao Vivo),2026-02-26T07:04:29Z,281021,5437,44,1,link_direto,canal,nenhum,link_direto,1,1
mDpzp_BwI-E,Ana Castela,Barulho da Camioneta (Ao Vivo),2026-02-26T07:04:01Z,73458,1270,27,1,link_direto,canal,nenhum,link_direto,1,1
WHhtnFyMDA8,Ana Castela,Se a Casa Cair (Ao Vivo),2026-02-26T07:03:52Z,96158,1537,14,1,link_direto,canal,nenhum,link_direto,1,1
ju5plngHDyo,Ana Castela,"Mamãe, Não Deixe Seu Filho Ser um Cowboy (Ao Vivo)",2026-02-26T07:03:27Z,511448,5712,92,1,link_direto,canal,nenhum,link_direto,1,1
3QwbkxmDyG8,Ana Castela,Vá Com Deus (Ao Vivo),2026-02-26T07:02:55Z,51098,751,4,1,link_direto,canal,nenhum,link_direto,1,1
IjZRzeSxQNs,Ana Castela,Saudade é Mato (Ao Vivo),2026-02-26T07:02:46Z,74550,1272,22,1,link_direto,canal,nenhum,link_direto,1,1
Wsfc00LLOr4,Ana Castela,Você Vai Ver / No Dia Em Que Eu Saí de Casa (Ao Vivo),2026-02-26T07:02:45Z,225740,4017,68,1,link_direto,canal,nenhum,link_direto,1,1
dorq1zV9OlE,Ana Castela,Romaria (Ao Vivo),2026-02-26T07:01:38Z,79944,1438,13,1,link_direto,canal,nenhum,link_direto,1,1
zyorrD-iNaI,Ana Castela,Rédeas do Possante (Ao Vivo),2026-02-26T07:01:36Z,47680,674,9,1,link_direto,canal,nenhum,link_direto,1,1
R9enEEtla68,Ana Castela,Franguinho na Panela (Ao Vivo),2026-02-26T07:01:04Z,67850,1074,17,1,link_direto,canal,nenhum,link_direto,1,1
WMNV3N0ErRc,Ana Castela,A Um 5G de Você,2025-10-16T10:02:02Z,174256,4108,149,1,link_direto,canal,nenhum,link_direto,1,1
du8yi4_sWWA,Ana Castela,Tropa do Chapelão,2025-06-10T10:01:37Z,2880787,26616,406,1,link_direto,canal,nenhum,link_direto,1,1
7F22m0yeFs8,Ana Castela,Não Precisa Ser Cowboy,2025-05-29T07:05:00Z,1537330,11000,231,1,link_direto,canal,nenhum,link_direto,1,1
kpIAT8K3uZI,Ana Castela,Olha Onde Eu Tô,2025-05-29T07:04:44Z,9356018,84260,1545,1,link_direto,canal,nenhum,link_direto,1,1
EPzqBs8RCMU,Ana Castela,Tropa do Chapelão,2025-05-29T07:04:37Z,922056,9679,191,1,link_direto,canal,nenhum,link_direto,1,1
z3K6SwjF0-8,Ana Castela,Pra Quem Você Ligou,2025-05-29T07:03:44Z,1216934,9480,208,1,link_direto,canal,nenhum,link_direto,1,1
q2LXSctGna8,Ana Castela,Se Amando nas BR,2025-05-29T07:03:40Z,1400565,10262,184,1,link_direto,canal,nenhum,link_direto,1,1
R5Nb5oW0mYw,Ana Castela,Saudade é Saudade,2025-05-29T07:03:34Z,1397929,10442,311,1,link_direto,canal,nenhum,link_direto,1,1
8b_lAykNrnw,Ana Castela,As Cowgirl,2025-05-29T07:02:25Z,7486895,56136,1435,1,link_direto,canal,nenhum,link_direto,1,1
NIF9XimgI6M,Ana Castela,Rodeio no Texas,2025-05-29T07:02:11Z,2767328,22305,345,1,link_direto,canal,nenhum,link_direto,1,1
Wwe9tNZwYAI,Ana Castela,Tô Voltando (Classic),2025-05-29T07:01:31Z,919035,8043,160,1,link_direto,canal,nenhum,link_direto,1,1
B0V5CNAC5A4,Ana Castela,Deixa Nois Viver & #x1f50a;,2025-05-08T12:03:10Z,1187253,11720,161,1,link_direto,canal,nenhum,link_direto,1,1
6Pn0yjgi-_c,Ana Castela,Sem Você,2024-12-20T19:34:26Z,1638286,12919,133,1,link_direto,canal,nenhum,link_direto,1,1
cAHisEafCYc,Ana Castela,Jet em Balneário,2024-12-20T19:34:26Z,1462235,14374,505,1,link_direto,canal,nenhum,link_direto,1,1
qntgDBAO4MQ,Ana Castela,Jet em Balneário,2024-12-20T10:03:18Z,7385908,53765,1106,1,link_direto,canal,nenhum,link_direto,1,1
TAww4bFPbZc,Ana Castela,Sem Você,2024-12-20T00:03:00Z,281295,3879,37,1,link_direto,canal,nenhum,link_direto,1,1
CjIOuKe1yO0,Ana Castela,Pássaro de Fogo (Ao Vivo),2024-09-27T20:57:54Z,16260,232,6,1,link_direto,canal,nenhum,link_direto,1,1
8Bb2hsqf6CI,Ana Castela,Apaixonado Por Você (Ao Vivo),2024-09-27T20:57:53Z,10758,153,5,1,link_direto,canal,nenhum,link_direto,1,1
pfLjSOnzVR8,Ana Castela,Vitrola Véia (Ao Vivo),2024-09-27T20:57:39Z,7700,97,2,1,link_direto,canal,nenhum,link_direto,1,1
lpo_6HAQ0u8,Ana Castela,Mississipi (Ao Vivo),2024-09-27T20:57:35Z,9074,133,6,1,link_direto,canal,nenhum,link_direto,1,1
c0PahtvYhlI,Ana Castela,Peão Apaixonado (Ao Vivo),2024-09-27T20:57:09Z,6576,116,3,1,link_direto,canal,nenhum,link_direto,1,1
LT-ONuXdxQY,Ana Castela,Convite de Casamento (Ao Vivo),2024-09-27T20:56:54Z,14438,252,6,1,link_direto,canal,nenhum,link_direto,1,1
uoT1ki3vFKo,Ana Castela,Tentei te Esquecer (Ao Vivo),2024-09-27T00:00:38Z,52403,434,3,1,link_direto,canal,nenhum,link_direto,1,1
vGEmZaxnEDU,Ana Castela,Cachaceiro (Ao Vivo),2024-09-27T00:00:36Z,59487,516,0,1,link_direto,canal,nenhum,link_direto,1,1
qLRqV2WZhaE,Ana Castela,Minha Herança (Ao Vivo),2024-09-27T00:00:35Z,173571,3394,39,1,link_direto,canal,nenhum,link_direto,1,1
iZqG6E-PPDM,Ana Castela,As Andorinhas (Ao Vivo),2024-09-27T00:00:33Z,56464,480,6,1,link_direto,canal,nenhum,link_direto,1,1
tXb5n1kTJ8o,Ana Castela,Vitrola Véia (Ao Vivo),2024-09-27T00:00:27Z,196581,1402,30,1,link_direto,canal,nenhum,link_direto,1,1
lEMJhwKUhRs,Ana Castela,Peão Apaixonado (Ao Vivo),2024-09-27T00:00:23Z,177176,1574,21,1,link_direto,canal,nenhum,link_direto,1,1
MQ8Ji_wp6EU,Ana Castela,Veterinário (Ao Vivo),2024-09-27T00:00:22Z,44721,366,6,1,link_direto,canal,nenhum,link_direto,1,1
O55B_4raoXs,Ana Castela,Mercedita (Ao Vivo),2024-09-27T00:00:18Z,73739,585,5,1,link_direto,canal,nenhum,link_direto,1,1
JFXgQpRQY6M,Ana Castela,Mississipi (Ao Vivo),2024-09-27T00:00:17Z,193140,1657,33,1,link_direto,canal,nenhum,link_direto,1,1
Vp5c7J8hzOA,Ana Castela,Pássaro de Fogo (Ao Vivo),2024-09-27T00:00:17Z,1366155,6526,74,1,link_direto,canal,nenhum,link_direto,1,1
TvHZkdi6IJM,Ana Castela,Convite de Casamento (Ao Vivo),2024-09-27T00:00:15Z,1143238,7479,44,1,link_direto,canal,nenhum,link_direto,1,1
NCd-DFKZqXg,Ana Castela,Apaixonado Por Você (Ao Vivo),2024-09-27T00:00:13Z,615976,4289,33,1,link_direto,canal,nenhum,link_direto,1,1
BmBREJBmHZE,Ana Castela,Menino do Laço Comprido (Ao Vivo),2024-09-27T00:00:08Z,47411,351,1,1,link_direto,canal,nenhum,link_direto,1,1
wts3zZivNaw,Ana Castela,Veterinário (Ao Vivo),2024-09-13T00:04:28Z,1180474,11261,324,1,link_direto,canal,nenhum,link_direto,1,1
_47Lh83g4-8,Ana Castela,Menino do Laço Comprido (Ao Vivo),2024-08-02T00:03:01Z,882507,8971,196,1,link_direto,canal,nenhum,link_direto,1,1
ipI41EHa5os,Ana Castela,A Caverna Encantada,2024-07-22T10:04:26Z,165126,2175,0,1,link_direto,canal,nenhum,link_direto,1,1
SDd3h5pj4b4,Ana Castela,A Caverna Encantada (Estendida),2024-07-22T10:03:35Z,490784,7545,0,1,link_direto,canal,nenhum,link_direto,1,1
082Hd9gf55I,Ana Castela,Tentei te Esquecer (Ao Vivo),2024-07-04T10:00:00Z,22066,386,9,1,link_direto,canal,nenhum,link_direto,1,1
9yKK_86QRLs,Marília Mendonça,Eu Sei de Cor (Ao Vivo),2026-03-27T10:00:00Z,5437,40,0,1,link_direto,canal,nenhum,link_direto,1,1
YqrUpfElo4c,Marília Mendonça,Leão,2026-03-27T10:00:00Z,28,1,0,1,link_direto,canal,nenhum,link_direto,1,1
kYjxgU_UvWg,Marília Mendonça,Foi por Conveniência,2026-03-27T10:00:00Z,81,3,1,1,link_direto,canal,nenhum,link_direto,1,1
5JtVb1qXEuY,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-03-21T10:00:00Z,418,2,0,1,link_direto,canal,nenhum,link_direto,1,1
vUBbioNA0KQ,Marília Mendonça,Leão,2026-03-21T10:00:00Z,2058,12,4,1,link_direto,canal,nenhum,link_direto,1,1
UprUx5iTJ2E,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-03-13T10:00:00Z,81,1,0,1,link_direto,canal,nenhum,link_direto,1,1
rN10GsWNlS0,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-03-13T10:00:00Z,95,1,0,1,link_direto,canal,nenhum,link_direto,1,1
BMJX85Wwbto,Marília Mendonça,Leão,2026-03-06T10:05:02Z,265,4,0,1,link_direto,canal,nenhum,link_direto,1,1
z3pyHG39-ko,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-03-06T10:03:01Z,93,1,0,1,link_direto,canal,nenhum,link_direto,1,1
QMbQBYx0FTo,Marília Mendonça,O Que Falta Em Você Sou Eu (Ao Vivo),2026-03-06T10:02:03Z,831,6,0,1,link_direto,canal,nenhum,link_direto,1,1
pcSv04SVtbQ,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-03-06T10:01:27Z,124,2,1,1,link_direto,canal,nenhum,link_direto,1,1
BZIcW76Jg5c,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-03-06T10:00:00Z,181,5,0,1,link_direto,canal,nenhum,link_direto,1,1
KDRbtTwKp00,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-03-06T10:00:00Z,67,0,0,1,link_direto,canal,nenhum,link_direto,1,1
SAQbPcGJ_ag,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-03-06T10:00:00Z,88,2,0,1,link_direto,canal,nenhum,link_direto,1,1
XxoDHsPqZXw,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-03-06T10:00:00Z,79,0,0,1,link_direto,canal,nenhum,link_direto,1,1
_ouGfXqvYIQ,Marília Mendonça,Leão,2026-03-06T10:00:00Z,80,0,0,1,link_direto,canal,nenhum,link_direto,1,1
dOTXVGHVxv0,Marília Mendonça,Leão,2026-03-06T10:00:00Z,1327,10,1,1,link_direto,canal,nenhum,link_direto,1,1
frx_lUFvrL0,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-03-06T10:00:00Z,49,0,0,1,link_direto,canal,nenhum,link_direto,1,1
y94aclC-9e8,Marília Mendonça,O Que Falta Em Você Sou Eu (Ao Vivo),2026-03-06T10:00:00Z,2671,6,0,1,link_direto,canal,nenhum,link_direto,1,1
BYRRi1Fvz4s,Marília Mendonça,Esqueça-Me Se For Capaz,2026-02-20T10:00:00Z,910,9,1,1,link_direto,canal,nenhum,link_direto,1,1
EuGqf96yf78,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-02-20T10:00:00Z,116,3,1,1,link_direto,canal,nenhum,link_direto,1,1
HT5KeqdPabY,Marília Mendonça,Esqueça-Me Se For Capaz,2026-02-20T10:00:00Z,609,9,0,1,link_direto,canal,nenhum,link_direto,1,1
QFuEhyap21Q,Marília Mendonça,Eu Sei de Cor (Ao Vivo),2026-02-20T10:00:00Z,1758,12,0,1,link_direto,canal,nenhum,link_direto,1,1
k_47CBq_xq4,Marília Mendonça,Eu Sei de Cor (Ao Vivo),2026-02-20T10:00:00Z,1674,8,0,1,link_direto,canal,nenhum,link_direto,1,1
ztvK5V7WTr8,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-02-20T10:00:00Z,359,4,0,1,link_direto,canal,nenhum,link_direto,1,1
041D5FyRwoc,Marília Mendonça,Eu Sei de Cor (Ao Vivo),2026-02-13T10:00:00Z,455,1,0,1,link_direto,canal,nenhum,link_direto,1,1
0x3ucioro6c,Marília Mendonça,Esqueça-Me Se For Capaz,2026-02-13T10:00:00Z,400,4,0,1,link_direto,canal,nenhum,link_direto,1,1
51WcTWIJudE,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-02-13T10:00:00Z,128,1,1,1,link_direto,canal,nenhum,link_direto,1,1
8Q3WClTISPY,Marília Mendonça,Todo Mundo Menos Você,2026-02-13T10:00:00Z,333,1,0,1,link_direto,canal,nenhum,link_direto,1,1
8TpoHT1aSNw,Marília Mendonça,Leão,2026-02-13T10:00:00Z,100,3,0,1,link_direto,canal,nenhum,link_direto,1,1
95LPzKXswZY,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-02-13T10:00:00Z,55,0,0,1,link_direto,canal,nenhum,link_direto,1,1
A73inwhGLHo,Marília Mendonça,Esqueça-Me Se For Capaz,2026-02-13T10:00:00Z,262,0,0,1,link_direto,canal,nenhum,link_direto,1,1
AzxRKwcuSaE,Marília Mendonça,Todo Mundo Menos Você,2026-02-13T10:00:00Z,312,5,0,1,link_direto,canal,nenhum,link_direto,1,1
BGsLkWZiprc,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-02-13T10:00:00Z,108,0,0,1,link_direto,canal,nenhum,link_direto,1,1
G3sTgDEIrMg,Marília Mendonça,Leão,2026-02-13T10:00:00Z,88,0,0,1,link_direto,canal,nenhum,link_direto,1,1
Ks9a-I-6aII,Marília Mendonça,Eu Sei de Cor (Ao Vivo),2026-02-13T10:00:00Z,3539,23,0,1,link_direto,canal,nenhum,link_direto,1,1
O3hzV7uU_mU,Marília Mendonça,Presepada,2026-02-13T10:00:00Z,118,0,0,1,link_direto,canal,nenhum,link_direto,1,1
RbTtkchOIqA,Marília Mendonça,Presepada,2026-02-13T10:00:00Z,145,1,0,1,link_direto,canal,nenhum,link_direto,1,1
S2wx6XTM2us,Marília Mendonça,Eu Sei de Cor (Ao Vivo),2026-02-13T10:00:00Z,11094,67,0,1,link_direto,canal,nenhum,link_direto,1,1
SPW67qWBwOo,Marília Mendonça,Leão,2026-02-13T10:00:00Z,44,0,0,1,link_direto,canal,nenhum,link_direto,1,1
TpyTsNgc3QA,Marília Mendonça,Presepada,2026-02-13T10:00:00Z,2371,6,0,1,link_direto,canal,nenhum,link_direto,1,1
WiA2v_-BMMc,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-02-13T10:00:00Z,43,0,0,1,link_direto,canal,nenhum,link_direto,1,1
YCX1ixUifVY,Marília Mendonça,Leão,2026-02-13T10:00:00Z,308,1,0,1,link_direto,canal,nenhum,link_direto,1,1
_YvL2aP1veM,Marília Mendonça,Eu Sei de Cor (Ao Vivo),2026-02-13T10:00:00Z,4449,12,0,1,link_direto,canal,nenhum,link_direto,1,1
bZDHY91W4bk,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-02-13T10:00:00Z,38,1,0,1,link_direto,canal,nenhum,link_direto,1,1
eOI7aNUXJGs,Marília Mendonça,Presepada,2026-02-13T10:00:00Z,306,3,0,1,link_direto,canal,nenhum,link_direto,1,1
egpg1EaiPr4,Marília Mendonça,Troca de Calçada,2026-02-13T10:00:00Z,300,0,0,1,link_direto,canal,nenhum,link_direto,1,1
fMRrNhBtahk,Marília Mendonça,Troca de Calçada,2026-02-13T10:00:00Z,195,1,0,1,link_direto,canal,nenhum,link_direto,1,1
lEkmNS6w674,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-02-13T10:00:00Z,6,0,0,1,link_direto,canal,nenhum,link_direto,1,1
sUTLCrppQZw,Marília Mendonça,Você Me Fez Odiar O Carnaval,2026-02-13T10:00:00Z,8,0,0,1,link_direto,canal,nenhum,link_direto,1,1
V-A_tFozSI8,Mc Gw,"TACO LA DENTRO - MC GW, MC Donzela e CJNOBEAT",2026-03-27T20:07:07Z,8618,488,24,1,link_direto,canal,nenhum,link_direto,0,0
Poo7DO3SF1g,Mc Gw,"VEM DE BOCA - MC GW, MC Magrinho e DJ Negritto",2026-03-26T15:00:00Z,1580,76,2,1,link_direto,canal,nenhum,link_direto,0,0
s2DLbdhFEpM,Mc Gw,"SATISFAZER - MC GW, MC Larissa e DJ Novato",2026-03-25T15:00:00Z,2243,98,6,1,link_direto,canal,nenhum,link_direto,0,0
kaHiWUxuVd0,Mc Gw,"AQUECIMENTO QUE ELA GOSTA (PHONK) - MC GW, Meno G e DJ Vitinho Acerola",2026-03-24T15:00:00Z,1845,74,5,1,link_direto,canal,nenhum,link_direto,0,0
ug_0GSbNq5g,Mc Gw,TROPA DOS SEM AMOR - MC GW e DJ Fael da ZS,2026-03-23T15:00:00Z,2575,104,5,1,link_direto,canal,nenhum,link_direto,0,0
0OlEl9ChdAw,Mc Gw,"AUTOMOTIVO ME VIU DE MOTÃO - MC GW, MC John JB, DJ WF e DJ VS Original",2026-03-22T15:00:00Z,2010,85,12,1,link_direto,canal,nenhum,link_direto,0,0
DsXn71ug46s,Mc Gw,HOJE VOU TE DEIXAR ZEN - MC GW e DJ Nivah,2026-03-21T17:27:21Z,1943,81,10,1,link_direto,canal,nenhum,link_direto,0,0
rqFZHgpO-Nw,Mc Gw,"SENTA NO CABECÃO - MC GW, MC Kalzin e DJ Npcsize",2026-03-20T15:00:00Z,3331,127,4,1,link_direto,canal,nenhum,link_direto,0,0
IxELQ_74DTs,Mc Gw,"LEITADA - MC GW, MC Jhey, MK no Beat e Teko Bolado",2026-03-19T15:00:00Z,2948,120,4,1,link_direto,canal,nenhum,link_direto,0,0
V7At741GFMo,Mc Gw,"SEM PENA - MC GW, MC Rodrigo do CN e DJ Novato",2026-03-18T15:00:00Z,5708,196,5,1,link_direto,canal,nenhum,link_direto,0,0
DLEeBu-BaMY,Mc Gw,"AUTOMOTIVO HAPPY 3 - MC GW, MC Tigrão, DJ Spooke, DJ LX e DJ RT7",2026-03-17T15:00:00Z,2545,124,10,1,link_direto,canal,nenhum,link_direto,0,0
w1JjE29ExiY,Mc Gw,AGUDO INEBRIANTE - MC GW e Prod. DSR,2026-03-16T16:23:39Z,3061,164,4,1,link_direto,canal,nenhum,link_direto,0,0
xrkSSTix8gs,Mc Gw,"TIKTOK - MC GW, MC G15, MC Brisola e Veiga no Beat",2026-03-14T15:00:00Z,8770,216,12,1,link_direto,canal,nenhum,link_direto,0,0
92CXuLPRvMY,Mc Gw,"BOTA BEM DEVAGARIN - MC GW, MC Larissa e DJ Gustavo da VS",2026-03-13T20:19:46Z,4786,138,3,1,link_direto,canal,nenhum,link_direto,0,0
66Sy9wwASjU,Mc Gw,"VIOLINO DO DESANDE - MC GW, Brenno Paixão e Kaua Jesus",2026-03-12T15:00:00Z,4120,176,5,1,link_direto,canal,nenhum,link_direto,0,0
fMlYXJmZuaw,Mc Gw,BLOQUINHO DO GW - MC GW e DJ Jhoon,2026-03-11T18:14:35Z,6374,190,6,1,link_direto,canal,nenhum,link_direto,0,0
PgpXSLmGwnk,Mc Gw,"LOGO EU - MC GW, MC Donzela e DJ Isaaczin da ZN",2026-03-09T17:35:29Z,3663,145,7,1,link_direto,canal,nenhum,link_direto,0,0
odgGuziUiMk,Mc Gw,TAPA NA CARA - MC GW e DJ Keven Guimarães,2026-03-07T15:00:00Z,6047,175,2,1,link_direto,canal,nenhum,link_direto,0,0
vxpAOk7lrDo,Mc Gw,Quadradinho do Cabo - Assi x MC GW x Rennan da Penha (Visualizer),2026-03-06T22:02:20Z,7651,230,19,1,link_direto,canal,nenhum,link_direto,0,0
ojonBmx1V0U,Mc Gw,"TACO LA DENTRO - MC GW, MC Donzela e CJnoBeat",2026-03-05T03:00:00Z,252469,3401,26,1,link_direto,canal,nenhum,link_direto,0,0
-kRasBvOkus,Mc Gw,VAGABUNDO VAI TE MACHUCAR - MC GW e DJ Nogueira,2026-03-03T15:00:00Z,4361,148,3,1,link_direto,canal,nenhum,link_direto,0,0
jXWUrPQjujs,Mc Gw,"NÃO SOU FAZENDEIRO - MC GW, Silva MC e Dj Binho Alvarenga",2026-03-02T15:00:00Z,2661,108,3,1,link_direto,canal,nenhum,link_direto,0,0
w9C8Z-zSy40,Mc Gw,"TOMA BOTADA - MC GW, MC Rafa 22, Dj Igor Alves e Daan Divulga",2026-03-01T15:00:00Z,6674,149,7,1,link_direto,canal,nenhum,link_direto,0,0
yPqwtZYnWcE,Mc Gw,"ARROCHA TODA TODA - MC GW, Menor e DJ WF",2026-02-28T15:00:00Z,3754,158,6,1,link_direto,canal,nenhum,link_direto,0,0
5NwGeUC7EsY,Mc Gw,"SECRETAMENTE -  MC GW, Iraqui Zl e Konddrake",2026-02-27T15:00:00Z,4296,100,5,1,link_direto,canal,nenhum,link_direto,0,0
yYcaP0ch78c,Mc Gw,"SENTA NA CABECINHA - MC GW, MC Vetezinho e DJ Osodrack",2026-02-26T15:00:00Z,6922,178,4,1,link_direto,canal,nenhum,link_direto,0,0
vHzS9KqfFu8,Mc Gw,CRY FOR ME (PHONK 2026) - MC GW e vxidmxne,2026-02-25T15:00:00Z,3230,105,8,1,link_direto,canal,nenhum,link_direto,0,0
pXr9sddTDwU,Mc Gw,"MACONHEIRA ASSUMIDA - MC GW, MC Kitinho e DJ Miller",2026-02-24T23:50:20Z,6755,267,8,1,link_direto,canal,nenhum,link_direto,0,0
OOqAInpFHYs,Mc Gw,"NÃO SABE O QUE FAZ - MC GW, Tataa Cordeiro, Lira Johnny Mc e MC Gargamel",2026-02-23T15:00:00Z,3718,116,4,1,link_direto,canal,nenhum,link_direto,0,0
RrWoXmRmwBs,Mc Gw,DO JEITO QUE VOCÊ PEDE - MC GW e DJ Nolo 011,2026-02-22T15:00:00Z,4026,129,8,1,link_direto,canal,nenhum,link_direto,0,0
Oe1A1WcF1nU,Mc Gw,"QUERO VER VOCÊ SENTAR - MC GW, MC Mr Bim, MC Vuk Vuk, MC Kitinho e DJ Rona",2026-02-21T15:00:00Z,43143,624,6,1,link_direto,canal,nenhum,link_direto,0,0
OYc-bD-xB2s,Mc Gw,SE DERRETE - MC GW e DJ Novato,2026-02-20T15:00:00Z,3201,123,2,1,link_direto,canal,nenhum,link_direto,0,0
qh0zugS4E30,Mc Gw,AQUECIMENTO QUE ELA VEM - MC GW e DJ Cris Fontedofunk,2026-02-19T15:00:00Z,3382,127,4,1,link_direto,canal,nenhum,link_direto,0,0
2IHNTV1hk3A,Mc Gw,"TACO LA DENTRO - MC GW, MC Donzela e DJ Douglinhas",2026-02-18T15:00:00Z,5212,156,1,1,link_direto,canal,nenhum,link_direto,0,0
FxW2iI5zDKw,Mc Gw,"ELA TA CANSADA - MC GW, DJ Psico de Caixias e DJ DN de Caixias",2026-02-17T15:00:00Z,4412,132,5,1,link_direto,canal,nenhum,link_direto,0,0
oOY3paKMhbE,Mc Gw,"QUANDO CHEGA NA TRETA -  MC GW, Marisa Pescadora e DJ Novato",2026-02-16T14:37:54Z,5919,210,5,1,link_direto,canal,nenhum,link_direto,0,0
